url,公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
浙江求是招标代理有限公司关于浙江中医药大学人文学院与医技学院虚拟仿真教学软件的中标(成交)结果公告,中标,中标结果,浙江求是招标代理有限公司关于浙江中医药大学人文学院与医技学院虚拟仿真教学软件的中标(成交)结果公告,,QSZB-Z（F）-C20137（CS）,"P3实验室防护规范虚拟仿真教学软件,耳蜗电图虚拟仿真实验,良性阵发性位置性眩晕虚拟仿真实验教学",149600.0,浙江中医药大学,学校,,浙江求是招标代理有限公司,"赵**-13655812149,程**-15305818822,王**-18957130612,马**-13636426795",北京弘毅重远科技有限公司 ,中标人     010-89358411 ,,2020-09-15,浙江,,,,,https://www.zhiliaobiaoxun.com/content/212489766/b2,地址北京市房山区长阳万兴路86号-A1447,27 次,814.63 万,16 家
浙江求是招标代理有限公司关于浙江中医药大学人文学院与医技学院虚拟仿真教学软件的中标(成交)结果公告,中标,中标结果,浙江求是招标代理有限公司关于浙江中医药大学人文学院与医技学院虚拟仿真教学软件的中标(成交)结果公告,,QSZB-Z（F）-C20137（CS）,"P3实验室防护规范虚拟仿真教学软件,耳蜗电图虚拟仿真实验,良性阵发性位置性眩晕虚拟仿真实验教学",0.0,浙江中医药大学,学校,马**-13636426795,浙江求是招标代理有限公司,李*-0571-87666115,北京弘毅重远科技有限公司 ,中标人     010-89358411 ,,2020-09-15,浙江,,,,,https://www.zhiliaobiaoxun.com/content/341756911/b2,地址北京市房山区长阳万兴路86号-A1447,27 次,814.63 万,16 家
浙江求是招标代理有限公司关于浙江中医药大学人文学院与医技学院虚拟仿真教学软件的中标(成交)结果公告,中标,中标结果,浙江求是招标代理有限公司关于浙江中医药大学人文学院与医技学院虚拟仿真教学软件的中标(成交)结果公告,,QSZB-Z（F）-C20137（CS）,"P3实验室防护规范虚拟仿真教学软件,耳蜗电图虚拟仿真实验,良性阵发性位置性眩晕虚拟仿真实验教学",0.0,浙江中医药大学,学校,马**-13636426795,浙江求是招标代理有限公司,李*-0571-87666115,山东泽众电子科技有限公司 ,"中标人     13075363230 ,中标人     15006406293 ,中标人     0531-88995916 ,杨**     18354161919 ,杨*     13031713050 ",,2020-09-15,浙江,,,,,https://www.zhiliaobiaoxun.com/content/341756911/b2,地址济南市高新区正丰路554号7号科研楼406,149 次,"4,863.62 万",57 家
浙江省成套工程有限公司关于高层建筑消防系统认知及 工作原理虚拟仿真实验教学项...,中标,中标结果,浙江省成套工程有限公司关于高层建筑消防系统认知及 工作原理虚拟仿真实验教学项...,,ZJCT8-KJXY202015,"高层建筑消防系统认知及工作原理虚拟仿真实验教学项目,消防仿真软件",149000.0,浙江科技学院,学校,,,,北京弘毅重远科技有限公司 ,中标人     010-89358411 ,149000.0,2020-09-15,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/212428891/b2,地址北京市房山区长阳万兴路86号-A1447,27 次,814.63 万,16 家
浙江医药高等专科学校学生口袋仪器设备等采购项目（重发）中标结果公告,中标,中标结果,浙江医药高等专科学校学生口袋仪器设备等采购项目（重发）中标结果公告,,NBITC-202050096G-1,"虚拟仿真线上实验系统,多功能虚拟仪器实验平台,学生口袋仪器设备,电子电路教学套件,模拟电子教学套件",214000.0,浙江医药高等专科学校,学校,李**-0574-88839051,宁波市国际招标有限公司,吴*-0574-87388504,杭州万维镜像科技有限公司 ,"中标人     0571-86691087 ,中标人     18668108970 ,中标人     0519-85588152 ,单*     13306520768 ,中标人     13389016623 ",214000.0,2020-09-15,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/336448076/b2,地址杭州市西湖区西溪路525号C楼784室,128 次,"7,027.23 万",57 家
浙江省成套工程有限公司关于高层建筑消防系统认知及 工作原理虚拟仿真实验教学项目的中标(成交)结果公告,中标,中标结果,浙江省成套工程有限公司关于高层建筑消防系统认知及 工作原理虚拟仿真实验教学项目的中标(成交)结果公告,,,高层建筑消防系统认知及工作原理虚拟仿真实验教学项目,149000.0,,其他,,浙江省成套工程有限公司,,北京曾益慧创科技有限公司 ,"中标人     18825087030 ,李*     13810650537 ,中标人     18500190136 ,中标人     15021459785 ",149000.0,2020-09-14,浙江,,,,,https://www.zhiliaobiaoxun.com/content/276866427/b2,地址北京市怀柔区庙城镇庙城村临300号401室,62 次,"3,249.98 万",36 家
绍兴文理学院人工智能协同创新中心项目、机械工程虚拟仿真实验教学中心项目的合同公告,中标,合同,绍兴文理学院人工智能协同创新中心项目、机械工程虚拟仿真实验教学中心项目的合同公告,,CGSHZJ-2019-N000144,"机械工程虚拟仿真实验教学中心项目,人工智能协同创新中心项目",1292150.0,绍兴文理学院,学校,采购人-0575-88346355,,,杭州万维镜像科技有限公司 ,"中标人     0571-86691087 ,中标人     18668108970 ,中标人     0519-85588152 ,单*     13306520768 ,中标人     13389016623 ",1292150.0,2020-09-14,浙江,绍兴,,,,https://www.zhiliaobiaoxun.com/content/278757233/b2,地址杭州市西湖区西溪路525号C楼784室,128 次,"7,027.23 万",57 家
绍兴文理学院本科教学质量数据分析平台采购项目、绍兴黄酒酿造技术实验平台资源库系统建设项目和绍兴胚胎心脏发育与相关畸形虚拟仿真软件项目采购的合同公告,中标,合同,绍兴文理学院本科教学质量数据分析平台采购项目、绍兴黄酒酿造技术实验平台资源库系统建设项目和绍兴胚胎心脏发育与相关畸形虚拟仿真软件项目采购的合同公告,,SHXS-2019-12-17,"胚胎心脏发育与相关畸形虚拟仿真软件项目,教学质量数据分析平台,黄酒酿造技术实验平台资源库系统建设项目",82000.0,绍兴文理学院,学校,采购人-0575-88346355,,,绍兴市金穗电脑有限公司 ,"中标人     13205757811 ,中标人     0575-85085120 ",82000.0,2020-09-14,浙江,绍兴,,,,https://www.zhiliaobiaoxun.com/content/278757232/b2,地址浙江省绍兴市越城区中兴高层公寓1号楼13B层,674 次,"5,019.49 万",195 家
JHHX2020-202007120-ZFCG780关于金华职业技术学院智慧虚拟仿真实训室设备采购项目的合同,中标,合同,JHHX2020-202007120-ZFCG780关于金华职业技术学院智慧虚拟仿真实训室设备采购项目的合同,,JHHX2020-202007120-ZFCG780,智慧虚拟仿真实训室设备,771120.0,金华职业技术学院,学校,,,,广州欧赛斯信息科技有限公司 ,"中标人     15914889124 ,中标人     18202033863 ,李**     18122122836 ,中标人     18620250686 ,中标人     18599082382 ",771120.0,2020-09-11,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/212181871/b2,地址广州市黄埔区神舟路19号3栋二层222号（仅限办公）,100 次,"3,266.37 万",63 家
嘉兴学院关于商学院审计职业判断虚拟仿真实验软件采购项目的单一来源采购公告,中标,中标结果,嘉兴学院关于商学院审计职业判断虚拟仿真实验软件采购项目的单一来源采购公告,,嘉院采单20 20 23号,审计职业判断虚拟仿真实验软件,0.0,嘉兴学院,学校,,,,金华新远方数码科技有限公司 ,"中标人     0579-82395781 ,徐*     15215886290 ,中标人     0579-83185722 ,中标人     13738982868 ,邓**     13566999513 ",0.0,2020-09-11,浙江,嘉兴,,,,https://www.zhiliaobiaoxun.com/content/295606043/b2,地址浙江省金华市婺城区李渔路1018号环球商务大厦B区B-2A,526 次,1.90 亿,95 家
BSZC2020-J1-000359-GXSW000关于电子信息类虚拟仿真实验教学中心建设设备采购与安装的合同,中标,合同,BSZC2020-J1-000359-GXSW000关于电子信息类虚拟仿真实验教学中心建设设备采购与安装的合同,,BSZC2020-J1-000359-GXSW000,与安装,994000.0,电子信息类虚拟仿真实验教学中心,政府及事业单位,,,,广州市福思特科技有限公司 ,"中标人     020-84032866 ,中标人     020-84032739 ,中标人     13586138603 ,中标人     13535163973 ,中标人     13413382554 ",994000.0,2020-09-11,浙江,,,,,https://www.zhiliaobiaoxun.com/content/212174209/b2,地址广州市海珠区仑头路21号广东财经大学财大创谷B栋203-3号房（仅限办公）,690 次,26.18 亿,387 家
浙江求是招标代理有限公司关于浙江中医药大学生命科学学院虚拟仿真教学软件的中标(成交)结果公告,中标,中标结果,浙江求是招标代理有限公司关于浙江中医药大学生命科学学院虚拟仿真教学软件的中标(成交)结果公告,,,虚拟仿真教学软件,218000.0,浙江中医药大学生命科学学院,学校,,浙江求是招标代理有限公司,,广西智中信息技术有限公司 ,"中标人     0771-5825765 ,中标人     17777183980 ,中标人     18275780515 ,中标人     13471025517 ",218000.0,2020-09-10,浙江,,,,,https://www.zhiliaobiaoxun.com/content/276857511/b2,地址南宁市科园大道东四路7号远信光电产业大楼3层312、313号,256 次,2.84 亿,57 家
浙江建诚工程管理咨询有限公司关于绍兴文理学院在线开放综合、设计探索性实验课程建设项目的中标(成交)结果公告,中标,中标结果,浙江建诚工程管理咨询有限公司关于绍兴文理学院在线开放综合、设计探索性实验课程建设项目的中标(成交)结果公告,,960560,"逆转录组测序分析综合虚拟仿真课程,在线开放综合设计探索性实验课程建设项目,RNA制备,质量鉴定",498500.0,绍兴文理学院,学校,,浙江建诚工程管理咨询有限公司,"顾**-0575-88346355,徐*-0575-88658182",南京莱医特电子科技有限公司 ,"中标人     025-86529811 ,中标人     18213009192 ,中标人     18251844789 ,陈**     0710-3592319 ,李*     18397911656 ",498500.0,2020-09-09,浙江,绍兴,,,,https://www.zhiliaobiaoxun.com/content/289580919/b2,地址南京市雨花台区大周路32号D2南23F,316 次,1.18 亿,123 家
ZJCT8-KJXY2020080000000000关于经管学院虚拟仿真实验软件系统采购项目的合同,中标,合同,ZJCT8-KJXY2020080000000000关于经管学院虚拟仿真实验软件系统采购项目的合同,,ZJCT8-KJXY2020080000000000,虚拟仿真实验软件系统,248600.0,浙江科技学院,学校,,,,上海梦之路数字科技有限公司 ,"中标人     15821900896 ,高**     17721317611 ,中标人     021-38953200 ,中标人     18221870841 ,中标人     15359033675 ",248600.0,2020-09-08,浙江,,,,,https://www.zhiliaobiaoxun.com/content/212050762/b2,地址中国（上海）自由贸易试验区纳贤路800号1幢B座7层701A室,405 次,2.21 亿,132 家
JZZX2020127000000000000000关于湖州师范学院艺术学院三维人体扫描系统、服装一体化虚拟仿真教学系统采购项目的合同,中标,合同,JZZX2020127000000000000000关于湖州师范学院艺术学院三维人体扫描系统、服装一体化虚拟仿真教学系统采购项目的合同,,JZZX2020127000000000000000,"服装一体化虚拟仿真教学系统,三维人体扫描系统",610000.0,湖州师范学院,学校,,,,江苏一鼎堂软件科技有限公司 ,"中标人     18072883089 ,中标人     18667122369 ,闵**     13506763566 ,闵**     025-52171471 ,林**     13282199206 ",610000.0,2020-09-08,浙江,湖州,,,,https://www.zhiliaobiaoxun.com/content/212066901/b2,地址南京市建邺区茶亭东街79号2-1-22，2-1-23,106 次,"3,367.78 万",52 家
衢院招2020-320000000000000000关于教师教育虚拟仿真实验教学中心项目的合同,中标,合同,衢院招2020-320000000000000000关于教师教育虚拟仿真实验教学中心项目的合同,,衢院招2020-320000000000000000,,2151200.0,衢州学院,学校,,,,上海盈宁纺织科技有限公司 ,中标人     13916342976 ,2151200.0,2020-09-08,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/212053683/b2,地址上海市长宁区延安西路895号18楼D1室（实际楼层16层）,58 次,"3,228.39 万",23 家
多物理虚拟仿真软件（ZUPC-JC-HW-2007013G）成交结果公告,中标,中标结果,多物理虚拟仿真软件（ZUPC-JC-HW-2007013G）成交结果公告,,ZUPC-JC-HW-2007013G,多物理虚拟仿真软件,1256000.0,浙江大学,"国有企业,学校",,浙江大学采购中心,杨**-0571-88206325,浙江育教科技有限公司 ,"中标人     13357021021 ,张**     0570-8068368 ",1256000.0,2020-09-04,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/271281747/b2,地址浙江省衢州市柯城区万田乡九华北大道499幢305室（自主申报）,67 次,"2,876.79 万",25 家
TP202001400000000000000000关于浙江师范大学中国古代纪实立法虚拟仿真实验项目的合同,中标,合同,TP202001400000000000000000关于浙江师范大学中国古代纪实立法虚拟仿真实验项目的合同,,TP202001400000000000000000,纪实立法虚拟仿真实验项目,150000.0,浙江师范大学,学校,,,,杭州凯优科技有限公司 ,沈**     0571-87114511 ,150000.0,2020-09-04,浙江,,,,,https://www.zhiliaobiaoxun.com/content/211877623/b2,地址浙江省杭州经济技术开发区8号大街1号中策园5号标准厂房601、603号,14 次,"1,918.93 万",6 家
浙江求是招标代理有限公司关于浙江中医药大学护理学院虚拟仿真实验项目的中标(成交)结果公告,中标,中标结果,浙江求是招标代理有限公司关于浙江中医药大学护理学院虚拟仿真实验项目的中标(成交)结果公告,,,虚拟仿真实验项目,0.0,浙江中医药大学护理学院,学校,,浙江求是招标代理有限公司,,上海形拓科技有限公司 ,"中标人     17721403873 ,中标人     18321711606 ,张*     18018576045 ",0.0,2020-09-03,浙江,,,,,https://www.zhiliaobiaoxun.com/content/276842723/b2,地址上海市徐汇区桂平路418号18层1805、1806、1807、1808室,62 次,58.20 亿,20 家
浙江求是招标代理有限公司关于浙江中医药大学护理学院虚拟仿真实验项目的中标(成交)结果公告,中标,中标结果,浙江求是招标代理有限公司关于浙江中医药大学护理学院虚拟仿真实验项目的中标(成交)结果公告,,,虚拟仿真实验项目,0.0,浙江中医药大学护理学院,学校,,浙江求是招标代理有限公司,,上海卓越睿新数码科技有限公司 ,"吴**     13703758386 ,中标人     021-88092159 ,中标人     18792765272 ,中标人     18604305860 ,中标人     13911578990 ",0.0,2020-09-03,浙江,,,,,https://www.zhiliaobiaoxun.com/content/276842723/b2,,"1,796 次",7.22 亿,666 家
浙江求是招标代理有限公司关于浙江中医药大学护理学院虚拟仿真实验项目的中标(成交)结果公告,中标,中标结果,浙江求是招标代理有限公司关于浙江中医药大学护理学院虚拟仿真实验项目的中标(成交)结果公告,,QSZB-Z（H）-C20128（CS）,"胎盘剥离技术虚拟仿真实验课程,会阴切开缝合技术虚拟仿真实验课程建设,护理虚拟仿真实验项目建设,有创通气呼吸道护理项目,急性胰腺炎评估-诊断-干预护理项目,精神疾病患者改良电抽搐治疗的护理项目,救护虚拟仿真实验项目",374500.0,浙江中医药大学,学校,,浙江求是招标代理有限公司,李**-13867400706,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",,2020-09-03,浙江,,,,,https://www.zhiliaobiaoxun.com/content/211822573/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,580 次",7.73 亿,555 家
浙江求是招标代理有限公司关于浙江中医药大学第三临床学院虚拟仿真教学软件（三）的中标(成交)结果公告,中标,中标结果,浙江求是招标代理有限公司关于浙江中医药大学第三临床学院虚拟仿真教学软件（三）的中标(成交)结果公告,,,虚拟仿真教学软件,0.0,浙江中医药大学第三临床学院,学校,,浙江求是招标代理有限公司,,上海卓越睿新数码科技有限公司 ,"吴**     13703758386 ,中标人     021-88092159 ,中标人     18792765272 ,中标人     18604305860 ,中标人     13911578990 ",867700.0,2020-09-02,浙江,,,,,https://www.zhiliaobiaoxun.com/content/276842612/b2,,"1,796 次",7.22 亿,666 家
浙江求是招标代理有限公司关于浙江中医药大学第三临床学院虚拟仿真教学软件（三）的中标(成交)结果公告,中标,中标结果,浙江求是招标代理有限公司关于浙江中医药大学第三临床学院虚拟仿真教学软件（三）的中标(成交)结果公告,,,虚拟仿真教学软件,0.0,浙江中医药大学第三临床学院,学校,,浙江求是招标代理有限公司,,上海梦之路数字科技有限公司 ,"中标人     15821900896 ,高**     17721317611 ,中标人     021-38953200 ,中标人     18221870841 ,中标人     15359033675 ",0.0,2020-09-02,浙江,,,,,https://www.zhiliaobiaoxun.com/content/276842612/b2,地址中国（上海）自由贸易试验区纳贤路800号1幢B座7层701A室,405 次,2.21 亿,132 家
衢州学院关于典型污水处理厂3D虚拟现实仿真软件等 1批的在线询价成交结果公告,中标,中标结果,衢州学院关于典型污水处理厂3D虚拟现实仿真软件等 1批的在线询价成交结果公告,,32020082586310524,"3D虚拟现实仿真软件,3D虚拟现实仿真等软件升级改造项目",100000.0,衢州学院,学校,徐*-0570-8015122,,,成都泰盟软件有限公司 ,"中标人     028-86381158 ,中标人     15390437110 ,中标人     13540208112 ,李**     18408287453 ,中标人     13980571836 ",99100.0,2020-09-02,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/329181923/b2,地址中国（四川）自由贸易试验区成都高新区天府大道中段1388号1幢1106号,449 次,3.84 亿,167 家
浙江中瑞工程管理有限公司关于湖州师范学院医学院医学数字虚拟仿真实验教学平台项目的中标(成交)结果公告,中标,中标结果,浙江中瑞工程管理有限公司关于湖州师范学院医学院医学数字虚拟仿真实验教学平台项目的中标(成交)结果公告,,,医学数字虚拟仿真实验教学平台项目,988000.0,湖州师范学院医学院,学校,,浙江中瑞工程管理有限公司,,北京欧倍尔软件技术开发有限公司 ,"中标人     010-82830966 ,中标人     13718217218 ,中标人     15662765531 ,王*     15972977819 ,吴**     18306407899 ",988000.0,2020-09-01,浙江,湖州,,,,https://www.zhiliaobiaoxun.com/content/276844832/b2,地址北京市海淀区清河永泰园甲1号综合楼5层516号,791 次,25.32 亿,345 家
浙江师范大学关于亚洲古文字书写技能虚拟仿真实验项目的中标结果公示,中标,中标结果,浙江师范大学关于亚洲古文字书写技能虚拟仿真实验项目的中标结果公示,,ZB2020037,古文字书写技能虚拟仿真实验项目,299800.0,浙江师范大学,学校,唐**-0579-82282246,,,杭州康欣医疗器械有限公司 ,"中标人     13606802546 ,中标人     0571-85108650 ,中标人     0571-85156329 ",299800.0,2020-09-01,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/337869586/b2,地址浙江省杭州市拱墅区环城北路307-309号2幢401-404室,242 次,"3,869.69 万",88 家
[中标公告]衢州学院关于智能焊接虚拟仿真实验项目的中标结果公告,中标,中标结果,[中标公告]衢州学院关于智能焊接虚拟仿真实验项目的中标结果公告,,衢院招2020-37,"智能焊接虚拟仿真实验平台,智能焊接虚拟仿真实验项目",99900.0,衢州学院,学校,,,,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",99900.0,2020-08-27,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/182781022/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,580 次",7.73 亿,555 家
浙江省国际技术设备招标有限公司关于浙江警察学院电子数据现场勘验虚拟仿真实验室项目的中标结果公告,中标,中标结果,浙江省国际技术设备招标有限公司关于浙江警察学院电子数据现场勘验虚拟仿真实验室项目的中标结果公告,,,电子数据现场勘验虚拟仿真实验室项目,0.0,浙江警察学院,学校,,浙江省国际技术设备招标有限公司,,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",0.0,2020-08-27,浙江,,,,,https://www.zhiliaobiaoxun.com/content/276812619/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,580 次",7.73 亿,555 家
浙江省国际技术设备招标有限公司关于浙江警察学院电子数据现场勘验虚拟仿真实验室项目的中标结果公告,中标,中标结果,浙江省国际技术设备招标有限公司关于浙江警察学院电子数据现场勘验虚拟仿真实验室项目的中标结果公告,,,电子数据现场勘验虚拟仿真实验室项目,0.0,浙江警察学院,学校,,浙江省国际技术设备招标有限公司,,上海弘连网络科技有限公司 ,"中标人     13888119325 ,中标人     021-31361626 ,中标人     13666207267 ,余**     0871-63139599 ,中标人     18611298162 ",2183000.0,2020-08-27,浙江,,,,,https://www.zhiliaobiaoxun.com/content/276812619/b2,地址上海市闵行区中春路7001号7幢3楼,90 次,"5,041.75 万",55 家
浙江省国际技术设备招标有限公司关于浙江交通职业技术学院智慧公路虚拟仿真实训室建设项目的中标结果公告,中标,中标结果,浙江省国际技术设备招标有限公司关于浙江交通职业技术学院智慧公路虚拟仿真实训室建设项目的中标结果公告,,0625-20212628,智慧公路虚拟仿真实训室建设项目,0.0,浙江交通职业技术学院,学校,吴**-0571-88481860,浙江省国际技术设备招标有限公司,"张**-0571-85831734,曹*-0571-85860243",厦门市兴百邦科技有限公司 ,中标人     13559226960 ,0.0,2020-08-25,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/339993644/b2,地址厦门市软件园三期诚毅大街365号1403单元之三,10 次,569.88 万,5 家
浙江五石工程咨询有限公司关于中国计量大学水产品加工虚拟仿真实验平台的中标(成交)结果公告,中标,中标结果,浙江五石工程咨询有限公司关于中国计量大学水产品加工虚拟仿真实验平台的中标(成交)结果公告,,ZJWSBJ-JL-202052G,水产品加工虚拟仿真实验平台,199000.0,中国计量大学,学校,,浙江五石工程咨询有限公司,"冯**-15158109353,陈*-0571-86098397-808",浙江中海达空间信息技术有限公司 ,"中标人     18658129581 ,中标人     15156993961 ,中标人     17758316080 ,蓝*     0572-8889590 ,叶**     18667909956 ",199000.0,2020-08-25,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/232607053/b2,地址浙江省湖州市德清县舞阳街道科源路10号1幢1101、1102室,349 次,3.98 亿,161 家
浙江五石工程咨询有限公司关于中国计量大学人工智能与材料计算虚拟仿真软件的中标(成交)结果公告,中标,中标结果,浙江五石工程咨询有限公司关于中国计量大学人工智能与材料计算虚拟仿真软件的中标(成交)结果公告,,ZJWSBJ-JL-202057G,人工智能与材料计算虚拟仿真软件,198000.0,中国计量大学,学校,,浙江五石工程咨询有限公司,"程**-0571-87676224,陈*-0571-86098397-808",北京东方仿真软件技术有限公司 ,"中标人     010-64951832 ,中标人     010-64927579 ,中标人     13811275271 ,中标人     010-64971664 ,中标人     15500003827 ",198000.0,2020-08-25,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/232607121/b2,地址北京市朝阳区小关东里10号院9号楼7层701,648 次,4.89 亿,282 家
标（20-17）、标（20-16）和询（20-07）三个项目招标结果公告,中标,中标结果,标（20-17）、标（20-16）和询（20-07）三个项目招标结果公告,,,"狂犬病疫苗生产制造工艺生产虚拟仿真软件,树木移植项目,三通一平及配套工程项目",0.0,浙江万里学院,学校,,浙江万里学院采购中心,,北京微瑞集智科技有限公司 ,"中标人     010-82669071 ,中标人     13060050566 ,中标人     18101094548 ,中标人     13604019235 ,中标人     15110149836 ",0.0,2020-08-25,浙江,,,,,https://www.zhiliaobiaoxun.com/content/177199904/b2,地址北京市石景山区实兴大街30号院3号楼2层A-0266房间,198 次,1.48 亿,98 家
ZB202009a00000000000000000关于半导体工艺器件教学虚拟仿真实验的合同,中标,合同,ZB202009a00000000000000000关于半导体工艺器件教学虚拟仿真实验的合同,,ZB202009a00000000000000000,半导体工艺器件教学虚拟仿真实验,299000.0,浙江师范大学,学校,,,,北京欧倍尔软件技术开发有限公司 ,"中标人     010-82830966 ,中标人     13718217218 ,中标人     15662765531 ,王*     15972977819 ,吴**     18306407899 ",299000.0,2020-08-24,浙江,,,,,https://www.zhiliaobiaoxun.com/content/211508926/b2,地址北京市海淀区清河永泰园甲1号综合楼5层516号,791 次,25.32 亿,345 家
关于信息化教学建设（解剖学三维虚拟仿真教学实训系统）1套的在线询价合同公告[浙江省永康卫生学校],中标,合同,关于信息化教学建设（解剖学三维虚拟仿真教学实训系统）1套的在线询价合同公告[浙江省永康卫生学校],,32020063071852520,"解剖学三维虚拟仿真教学实训系统,信息化教学建设",249500.0,浙江省永康卫生学校,学校,沈**-15058536087,,,金华大道至简网络科技有限公司 ,,249500.0,2020-08-24,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/346510070/b2,地址浙江省金华市金东区李渔东路1111号办公楼四楼411室,3 次,64.3 万,2 家
浙江省永康卫生学校关于信息化教学建设（解剖学三维虚拟仿真教学实训系统）1套的在线询价合同公告,中标,合同,浙江省永康卫生学校关于信息化教学建设（解剖学三维虚拟仿真教学实训系统）1套的在线询价合同公告,,32020063071852520,"解剖学三维虚拟仿真教学实训系统,信息化教学建设",249500.0,浙江省永康卫生学校,学校,,,,杭州久扬信息科技有限公司 ,"中标人     18814876881 ,中标人     0571-86806782 ,姚*     17606254279 ,中标人     18857118532 ",249500.0,2020-08-24,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/211507552/b2,地址浙江省杭州市西湖区三墩镇群联综合大楼2幢415室,98 次,"3,472.41 万",35 家
丽水学院口腔数字化虚拟仿真培训系统采购项目的合同公告,中标,合同,丽水学院口腔数字化虚拟仿真培训系统采购项目的合同公告,,浙建航招2020117号,"口腔数字化虚拟仿真培训系统,硬件平台,触屏操控显示器",1556000.0,丽水学院,学校,,,,杭州久扬信息科技有限公司 ,"中标人     18814876881 ,中标人     0571-86806782 ,姚*     17606254279 ,中标人     18857118532 ",1556000.0,2020-08-23,浙江,丽水,,,,https://www.zhiliaobiaoxun.com/content/211497816/b2,地址浙江省杭州市西湖区三墩镇群联综合大楼2幢415室,98 次,"3,472.41 万",35 家
浙江警察学院虚拟仿真教学模块的合同公告,中标,合同,浙江警察学院虚拟仿真教学模块的合同公告,,QSZB-Z（H）-C20085（GK）,虚拟仿真教学模块智慧治安防控实战化训练平台,478000.0,浙江警察学院,学校,采购人-0571-87787048,,,北京众绘虚拟现实技术研究院有限公司 ,"中标人     13356669347 ,中标人     010-60496324 ,中标人     15811036533 ,中标人     13901314168 ,中标人     13501394509 ",478000.0,2020-08-21,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/155860421/b2,地址北京市顺义区顺通路25号5幢212室,89 次,1.06 亿,43 家
宁波卫生职业技术学院综合虚拟仿真教学平台采购项目中标结果公告,中标,中标结果,宁波卫生职业技术学院综合虚拟仿真教学平台采购项目中标结果公告,,NBITC-202030625G,"综合虚拟仿真教学平台,LED显示屏,解剖仿真教学系统,新媒体展示系统",962200.0,宁波卫生职业技术学院,学校,采购人-0574-88126829,宁波市国际招标有限公司,代理联系人-0574-87520541,浙江中海达空间信息技术有限公司 ,"中标人     18658129581 ,中标人     15156993961 ,中标人     17758316080 ,蓝*     0572-8889590 ,叶**     18667909956 ",962200.0,2020-08-21,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/336448189/b2,地址浙江省湖州市德清县舞阳街道科源路10号1幢1101、1102室,349 次,3.98 亿,161 家
浙江求是招标代理有限公司关于浙江警察学院虚拟仿真教学模块的中标(成交)结果公告,中标,中标结果,浙江求是招标代理有限公司关于浙江警察学院虚拟仿真教学模块的中标(成交)结果公告,,,虚拟仿真教学模块,179000.0,浙江警察学院,学校,,浙江求是招标代理有限公司,,浙江涌捷医疗器械有限公司 ,"中标人     0574-87747976 ,中标人     13989383950 ,中标人     0574-87745815 ",179000.0,2020-08-20,浙江,,,,,https://www.zhiliaobiaoxun.com/content/276798461/b2,地址浙江省宁波市北仑区梅山七星路88号6幢A401室,209 次,"6,339.42 万",103 家
浙江省成套招标代理有限公司关于浙江传媒学院开国大典体验虚拟仿真项目建设的中标(成交)结果公告,中标,中标结果,浙江省成套招标代理有限公司关于浙江传媒学院开国大典体验虚拟仿真项目建设的中标(成交)结果公告,,,体验虚拟仿真项目建设,285000.0,浙江传媒学院,学校,,浙江省成套招标代理有限公司,,杭州西旭科技信息工程有限公司 ,"中标人     0571-89807080 ,中标人     13575781086 ,中标人     0571-89839969 ,中标人     0571-89839965 ,中标人     13516822555 ",285000.0,2020-08-20,浙江,,,,,https://www.zhiliaobiaoxun.com/content/276798401/b2,地址浙江省杭州市西湖区天目山路224号中融城市花园2幢2单元1102室,669 次,3.52 亿,173 家
