url,公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
徐州生物工程职业技术学院生物制药虚拟仿真实训平台合同,中标,合同,徐州生物工程职业技术学院生物制药虚拟仿真实训平台合同,,JSZC-320300-ZJZB-G2022-0085,"生物制药虚拟仿真实训平台,生物制药虚拟实训仿真平台软件",379000.0,徐州生物工程职业技术学院,学校,采购人-0516-83628918,,,江苏云乘黄网络技术有限公司 ,中标人     17366391580 ,379000.0,2022-07-22,江苏,徐州,,,,https://www.zhiliaobiaoxun.com/content/352859988/b2,地址南京市高淳区淳溪街道宝塔路258号苏宁雅苑39幢10号,2 次,75.8 万,1 家
南京农业大学虚拟仿真实验教学共享平台采购项目成交公告,中标,中标结果,南京农业大学虚拟仿真实验教学共享平台采购项目成交公告,,XN20220326,虚拟仿真实验教学共享平台,188000.0,南京农业大学,学校,陆**-025-84399008,江苏苏美达仪器设备有限公司,"甘**-025-84532583,李**-025-84532580",南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",188000.0,2022-07-22,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/353176109/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
扬州大学心脏正常及基本病变的影像解剖训练虚拟仿真实验教学系统采购项目（二次）中标公告,中标,中标结果,扬州大学心脏正常及基本病变的影像解剖训练虚拟仿真实验教学系统采购项目（二次）中标公告,,YZDX-2022-006-1号,"影像解剖训练虚拟仿真实验教学系统,工程采购代理",198700.0,扬州大学,学校,,中通服网盈科技有限公司,秦**-0514-87961115,张家港市华亿科教设备有限公司 ,"中标人     0512-58900770 ,中标人     13584489235 ,中标人     13962271420 ,中标人     0512-58968611 ,中标人     0512-58660795 ",198700.0,2022-07-22,江苏,,,,,https://www.zhiliaobiaoxun.com/content/345140264/b2,地址张家港市乐余镇乐江路33号,199 次,3.92 亿,83 家
江苏省设备成套股份有限公司关于无锡职业技术学院虚拟仿真资源采购项目的中标公告,中标,中标结果,江苏省设备成套股份有限公司关于无锡职业技术学院虚拟仿真资源采购项目的中标公告,,ZYCG2022-4004,"虚拟仿真资源,工业物联网仿真平台,工业物联网设备及接线3D仿真系统,国家物联网实训基地3D仿真系统",1650000.0,无锡职业技术学院,学校,采购人-0510-81838723,江苏省设备成套股份有限公司,"赵*-13912366339,陈**-0510-82626996",南京益数中瑞信息科技有限公司 ,钱**     15850666996 ,1650000.0,2022-07-22,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/345019163/b2,地址南京市雨花台区大周路32号D2南706室,3 次,456.94 万,2 家
扬州高职校汽车VR虚拟仿真体验设备采购成交公告,中标,中标结果,扬州高职校汽车VR虚拟仿真体验设备采购成交公告,,JSHCZB-2022535,汽车VR虚拟仿真体验设备,98850.0,扬州高等职业技术学校,学校,,江苏汇诚投资咨询管理有限公司,"陈*-18252789178,石**-13773509500",江苏诺知清科技有限公司 ,中标人     18795626930 ,98850.0,2022-07-21,江苏,扬州,,,,https://www.zhiliaobiaoxun.com/content/344821553/b2,地址宜兴市新街街道新城路256号,7 次,218.35 万,6 家
无锡职业技术学院ARE虚拟仿真实训中心采购项目中标公告,中标,中标结果,无锡职业技术学院ARE虚拟仿真实训中心采购项目中标公告,,ZYCG2022-4006,"ARE虚拟仿真实训中心,智能感知设备,AR情境教学魔卡,AR感知设备,智能认知设备",698600.0,无锡职业技术学院,学校,采购人-0510-81838723,江苏省设备成套股份有限公司,"赵*-13912366339,陈**-0510-82626996",无锡畅捷科技发展有限公司 ,"中标人     15261515627 ,中标人     15252610628 ",698600.0,2022-07-20,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/352874738/b2,地址无锡市人民西路25-1202,22 次,"1,025.53 万",14 家
智能管控虚拟仿真中心（虚实结合工业机器人系统）（ZB20220054）采购公告,中标,中标结果,智能管控虚拟仿真中心（虚实结合工业机器人系统）（ZB20220054）采购公告,,ZYCG2022-5001,智能管控虚拟仿真中心虚实结合工业机器人系统,1000000.0,无锡职业技术学院,学校,采购人-0510-8183872,,,江苏智汇锡建工程项目管理有限公司 ,"张*     0510-8270772 ,张*     0516-83533877 ,张*     0510-82707727 ,中标人     13775398574 ,张*     0510-82796055 ",1000000.0,2022-07-20,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/344510543/b2,地址无锡新区汉江北路171-19号,140 次,1.03 亿,96 家
南通大学基于管理会计的制造企业运营优化虚拟仿真实验升级项目中标公告,中标,中标结果,南通大学基于管理会计的制造企业运营优化虚拟仿真实验升级项目中标公告,,TDHW（DY）2022-072,虚拟仿真实验升级项目,278000.0,南通大学,学校,,南通大学招投标管理办公室,"李**-0513-85012138,牛**-0513-85012891",南京恒点信息技术有限公司 ,"中标人     15366054932 ,中标人     13236222111 ,中标人     025-83222270 ,中标人     025-52185541 ,徐**     0516-83590287 ",278000.0,2022-07-19,江苏,南通,,,,https://www.zhiliaobiaoxun.com/content/344390689/b2,地址南京经济技术开发区兴智路6号兴智科技园B栋1602室,78 次,"2,352.28 万",33 家
南京中医药大学校级虚拟仿真实验教学平台（NZYZB2022-033）成交公示,中标,中标结果,南京中医药大学校级虚拟仿真实验教学平台（NZYZB2022-033）成交公示,,NZYZB202 2-033,虚拟仿真实验教学平台,166000.0,南京中医药大学,学校,,南京中医药大学招投标管理服务中心,代理联系人-025-85811022,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",166000.0,2022-07-19,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/344342673/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
南京医科大学无抽搐电休克治疗虚拟仿真实验教学软件开发项目成交公告,中标,中标结果,南京医科大学无抽搐电休克治疗虚拟仿真实验教学软件开发项目成交公告,,JSHC-2022060306B2,无抽搐电休克治疗虚拟仿真实验教学软件开发项目,296000.0,南京医科大学,学校,滕**-025-82296050,江苏省华采招标有限公司,"代理联系人-025-83609978,倪**-025-83603368",上海梦之路数字科技有限公司 ,"中标人     021-38953200 ,中标人     18221870841 ,中标人     15359033675 ,中标人     13795411314 ,李**     17717888495 ",296000.0,2022-07-14,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/342965001/b2,地址中国（上海）自由贸易试验区纳贤路800号1幢B座7层701A室,404 次,2.20 亿,131 家
外国语学院商务英语虚拟仿真实训系统中标公告,中标,中标结果,外国语学院商务英语虚拟仿真实训系统中标公告,,2022-ZB-FW060,"商务英语虚拟仿真实训系统项目,商务英语虚拟仿真实训系统的开发与应用",0.0,外国语学院,学校,,招投标管理办公室,吕**-025-86265605,江苏鼎傲教育科技集团有限公司 ,,432800.0 0.0,2022-07-13,江苏,,,,,https://www.zhiliaobiaoxun.com/content/342670301/b2,地址南京市雨花台区西善桥街道岱山中路与岱山北路口4＃地块社区中心善创文化商务楼十五层1523室,1 次,0.0 万,1 家
外国语学院商务英语虚拟仿真实训系统中标公告,中标,中标结果,外国语学院商务英语虚拟仿真实训系统中标公告,,2022-ZB-FW060,"商务英语虚拟仿真实训系统项目,商务英语虚拟仿真实训系统的开发与应用",0.0,外国语学院,学校,,招投标管理办公室,吕**-025-86265605,中语智汇（厦门）有限公司 ,,432800.0 0.0,2022-07-13,江苏,,,,,https://www.zhiliaobiaoxun.com/content/342670301/b2,,1 次,0.0 万,1 家
南通大学基于管理会计的制造企业运营优化虚拟仿真实验升级项目单一来源公示,中标,中标结果,南通大学基于管理会计的制造企业运营优化虚拟仿真实验升级项目单一来源公示,,TDHW（DY）2022-072,虚拟仿真实验升级项目,0.0,南通大学,学校,,,,南京恒点信息技术有限公司 ,"中标人     15366054932 ,中标人     13236222111 ,中标人     025-83222270 ,中标人     025-52185541 ,徐**     0516-83590287 ",0.0,2022-07-12,江苏,,,,,https://www.zhiliaobiaoxun.com/content/342434544/b2,地址南京经济技术开发区兴智路6号兴智科技园B栋1602室,78 次,"2,352.28 万",33 家
智能制造虚拟仿真实训基地建设一期合同,中标,合同,智能制造虚拟仿真实训基地建设一期合同,,SZJC2022-G-039,"智能制造虚拟仿真实训基地建设,模具加工仿真实训软件",3589000.0,苏州市职业大学,学校,,,,上海曼恒数字技术股份有限公司 ,"中标人     13360059271 ,中标人     15041193690 ,中标人     18225602075 ,中标人     17621440601 ,中标人     021-31266999 ",3589000.0,2022-07-12,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/352879002/b2,地址上海市松江区顺庆路500号2幢809室-6,432 次,5.14 亿,214 家
江苏航运职业技术学院船舶机舱虚拟仿真云实训项目[成交公告],中标,中标结果,江苏航运职业技术学院船舶机舱虚拟仿真云实训项目[成交公告],,Z320693220011（ZB004）,船舶机舱虚拟仿真云实训项目,3068000.0,江苏航运职业技术学院,学校,高**-0513-85960975,,,大连海大智船科技有限责任公司 ,"中标人     13387870997 ,中标人     13998562647 ,中标人     18742519649 ,中标人     13804259936 ,中标人     0411-84724085 ",3068000.0,2022-07-11,江苏,南通,,,,https://www.zhiliaobiaoxun.com/content/342015944/b2,地址辽宁省大连高新技术产业园区黄浦路523号A座14层1403室,21 次,"5,289.93 万",10 家
苏州工业园区工业技术学校虚拟仿真MR头盔采购项目的成交公告,中标,中标结果,苏州工业园区工业技术学校虚拟仿真MR头盔采购项目的成交公告,,JSZH2022-GYJS-Q-004,虚拟仿真MR头盔,98000.0,苏州工业园区工业技术学校,学校,何**-0512-69178017,江苏正华新工程咨询有限公司,陶**-0512-68667315-658,安徽灵敏信息技术有限公司 ,"中标人     17730018098 ,中标人     18655121515 ,胡**     15339690673 ",98000.0,2022-07-08,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/346762534/b2,地址合肥市包河区紫云路与湖北路交口万科蓝山CBD3030-3034室,12 次,542.36 万,4 家
应急管理部消防救援局南京训练总队消防设施操作员中级技能操作在线考核虚拟仿真系统项目的成交公告,中标,中标结果,应急管理部消防救援局南京训练总队消防设施操作员中级技能操作在线考核虚拟仿真系统项目的成交公告,,1214-224106155LWF,"虚拟仿真系统项目,消防设施操作员中级技能操作在线考核虚拟仿真系统",980000.0,应急管理部消防救援局南京训练总队,政府及事业单位,,江苏舜天高科有限责任公司,"李*-025-52875952,王*-025-52874012,王*-025-69573188",武汉湾流科技股份有限公司 ,"中标人     027-86638870 ,晏**     18802727909 ,任**     027-86638851 ,中标人     15871179359 ,中标人     18665970600 ",980000.0,2022-07-07,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/341331838/b2,地址武汉市东湖开发区汤逊湖北路33号华工科技园.创新基地16栋2层B号,182 次,1.68 亿,88 家
金工实训虚拟仿真实验平台采购项目成交结果公告,中标,中标结果,金工实训虚拟仿真实验平台采购项目成交结果公告,,2022H03002,实训虚拟仿真实验平台,117000.0,常熟理工学院,学校,季**-0512-52251163,常熟理工学院招投标管理中心,纪**-0512-52251120,江西创嘉智能技术有限公司 ,,117000.0,2022-07-06,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/341007186/b2,地址江西省吉安市井冈山经济技术开发区君山大道165号1栋101,2 次,23.7 万,1 家
虚拟仿真直播实训室建设项目中标公告,中标,中标结果,虚拟仿真直播实训室建设项目中标公告,,JSZC-320000-XHTC-G2022-0007,"虚拟仿真直播实训室建设项目,虚拟直播工作室,动作捕捉摄像镜头",1381000.0,无锡工艺职业技术学院,学校,采购人-0510-81710078,新华招标有限公司,张**-025-83715090,南京茂立科技有限公司 ,"中标人     17805150551 ,中标人     025-84292687 ,中标人     13809033258 ,赵*     18951847917 ,曹**     025-85342095 ",1381000.0,2022-07-06,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/352850531/b2,地址南京市建邺区南湖茶亭东街79号西祠街区9号楼9-3A室,90 次,"5,055.82 万",41 家
无人机应用工程虚拟仿真实训室（电脑及桌椅）（三次）项目中标公示,中标,中标结果,无人机应用工程虚拟仿真实训室（电脑及桌椅）（三次）项目中标公示,,,"虚拟仿真实训室,电脑及桌椅",345960.0,,其他,,江苏航运职业技术学院招标办,,南通思品电子科技有限公司 ,,345960.0,2022-07-06,江苏,,,,,https://www.zhiliaobiaoxun.com/content/341142562/b2,地址江苏省南通市港闸区永兴街道越江路18号,3 次,86.7 万,1 家
江苏食品药品职业技术学院虚拟仿真实训中心建设项目中标公告,中标,中标结果,江苏食品药品职业技术学院虚拟仿真实训中心建设项目中标公告,,2240SUMEC/GXML1001,虚拟仿真实训中心建设项目,3749000.0,江苏食品药品职业技术学院,学校,金**-0517-87088189,江苏苏美达仪器设备有限公司,"谭**-025-84532547,李**-025-84532580",北京欧倍尔软件技术开发有限公司 ,"中标人     010-82830966 ,中标人     13718217218 ,中标人     15662765531 ,王*     15972977819 ,吴**     18306407899 ",3749000.0,2022-07-05,江苏,淮安,,,,https://www.zhiliaobiaoxun.com/content/352864047/b2,地址北京市海淀区清河永泰园甲1号综合楼5层516号,791 次,25.32 亿,345 家
评审结果公示：“绿色建筑技术服务产业链工程实训中心”（产教融合项目）虚拟仿真工作站等教学设备,中标,中标结果,评审结果公示：“绿色建筑技术服务产业链工程实训中心”（产教融合项目）虚拟仿真工作站等教学设备,,徐工院（集）（货）[2022]011号,"虚拟仿真工作站,教学设备",0.0,徐州工程学院,学校,,徐州工程学院招投标办公室,刘**-0516-83200767,江苏华祥盛信息技术有限公司 ,"中标人     18905212208 ,中标人     13305217871 ,中标人     0516-83689711 ",0.0,2022-07-05,江苏,徐州,,,,https://www.zhiliaobiaoxun.com/content/340781559/b2,地址徐州市中山南路望景花园B座-1-1608,45 次,"1,310.69 万",14 家
苏州市职业大学关于智能制造虚拟仿真实训基地建设一期公开招标中标公告,中标,中标结果,苏州市职业大学关于智能制造虚拟仿真实训基地建设一期公开招标中标公告,,SZJC2022-G-039,"智能制造虚拟仿真实训基地建设,虚拟现实内容制作软件",3589000.0,苏州市职业大学,学校,陆**-18913158421,苏州市公共资源交易中心,代理联系人-0512-69820884,上海曼恒数字技术股份有限公司 ,"中标人     13360059271 ,中标人     15041193690 ,中标人     18225602075 ,中标人     17621440601 ,中标人     021-31266999 ",3589000.0,2022-07-01,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/352874496/b2,地址上海市松江区顺庆路500号2幢809室-6,432 次,5.14 亿,214 家
扬州大学趣味发酵乳制作虚拟仿真实验项目（二次）  成交公告,中标,中标结果,扬州大学趣味发酵乳制作虚拟仿真实验项目（二次）  成交公告,,VCCGDLGK-2022149号,趣味发酵乳制作虚拟仿真实验项目,195000.0,扬州大学,学校,,江苏唯诚建设咨询有限公司,代理联系人-0514-87880638-8010,扬州柒捌玖互联网软件有限公司 ,,195000.0,2022-06-30,江苏,,,,,https://www.zhiliaobiaoxun.com/content/338494421/b2,地址扬州高新技术产业开发区开发西路217号2607,2 次,19.5 万,2 家
常州工学院虚拟仿真实验及资源共享中标（成交）结果公告,中标,中标结果,常州工学院虚拟仿真实验及资源共享中标（成交）结果公告,,JC-SJ-[2022]009号,"虚拟仿真实验教学及资源共享平台信息安全等级保护测评项目,虚拟仿真实验及资源共享",50000.0,常州工学院,学校,汤**-0519-88510225,常州金诚招投标有限公司,代理联系人-0519-85185550,江苏骏安信息测评认证有限公司 ,"中标人     18762624009 ,鲁*     021-31030327 ,张**     021-31030225 ,中标人     18961720277 ,中标人     0510-85752227 ",50000.0,2022-06-27,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/337435224/b2,地址无锡市梁溪区南湖大道855号扬名科创中心1101-1110室,186 次,"3,657.43 万",110 家
[华能淮阴第二发电有限公司工控安全虚拟化仿真靶场系统项目] 中标结果公示,中标,中标结果,[华能淮阴第二发电有限公司工控安全虚拟化仿真靶场系统项目] 中标结果公示,,,工控安全虚拟化仿真靶场系统项目,1575800.0,华能淮阴第二发电有限公司,民营企业,,华能集团有限公司北京招标分公司,,北京安帝科技有限公司 ,"中标人     010-84448777 ,中标人     15652110722 ,中标人     010-82074882 ",1575800.0,2022-06-27,江苏,,,,,https://www.zhiliaobiaoxun.com/content/337199189/b2,地址北京市海淀区西四环北路158号1幢9层9H-5-1,30 次,"1,814.38 万",17 家
南京师范大学中北学院工业机器人协同制造产线设计虚拟仿真实验软件采购项目-结果公告,中标,中标结果,南京师范大学中北学院工业机器人协同制造产线设计虚拟仿真实验软件采购项目-结果公告,,JG066022982502,工业机器人协同制造产线设计虚拟仿真实验软件,217000.0,南京师范大学中北学院,学校,陈**-13813816030,江苏省设备成套股份有限公司,"徐**-0516-83311056,颜*-0516-83315832",南京教泽信息技术有限公司 ,庞**     18551845611 ,217000.0,2022-06-24,江苏,镇江,,,,https://www.zhiliaobiaoxun.com/content/335699207/b2,地址南京市栖霞区尧化街道科创路1号2幢312室,15 次,532.88 万,9 家
江苏海事职业技术学院船舶漫游、3D导览虚拟仿真实训系统采购中标公告,中标,中标结果,江苏海事职业技术学院船舶漫游、3D导览虚拟仿真实训系统采购中标公告,,FJJFZC-2022003,"3D导览虚拟仿真实训系统,船舶漫游",1597000.0,江苏海事职业技术学院,学校,采购人-025-86176900,福建建发工程咨询有限责任公司,黄*-15951033904,大连海大智龙科技有限公司 ,"中标人     13478944519 ,中标人     0411-84978997 ,中标人     18940930019 ,周**     13134110442 ,中标人     18640616876 ",1597000.0,2022-06-24,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/352863475/b2,地址辽宁省大连高新技术产业园区黄浦路523号A座十一层1101室,92 次,1.20 亿,38 家
江苏航运职业技术学院智能网联汽车虚拟仿真教学系统项目合同公告,中标,合同,江苏航运职业技术学院智能网联汽车虚拟仿真教学系统项目合同公告,,M3206930324000272,智能网联汽车虚拟仿真教学系统项目,698500.0,江苏航运职业技术学院,学校,,,,北京和绪科技有限公司 ,"中标人     010-84825575 ,中标人     010-59471010 ,中标人     15210488812 ,赵**     18311120042 ",698500.0,2022-06-23,江苏,南通,,,,https://www.zhiliaobiaoxun.com/content/335552066/b2,地址北京市朝阳区汤立路218号8层946,65 次,1.04 亿,26 家
扬州大学大型中式宴会备餐策略虚拟仿真实验项目中标公告,中标,中标结果,扬州大学大型中式宴会备餐策略虚拟仿真实验项目中标公告,,JSZCZC20220 45号,大型中式宴会备餐策略虚拟仿真实验项目,197500.0,扬州大学,学校,,江苏志诚工程咨询管理有限公司,刘*-0514-80820678,扬州市萤火虫网络科技有限公司 ,,197500.0,2022-06-23,江苏,扬州,,,,https://www.zhiliaobiaoxun.com/content/335635949/b2,地址扬州市邗江区翠西苑二幢201,7 次,106.35 万,2 家
南京邮电大学极端压强下铈氢超导体的零电阻效应虚拟仿真实验中标(成交公告),中标,中标结果,南京邮电大学极端压强下铈氢超导体的零电阻效应虚拟仿真实验中标(成交公告),,FSCG2022-0629,铈氢超导体的零电阻效应虚拟仿真实验,189800.0,南京邮电大学,学校,,,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",189800.0,2022-06-23,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/335571891/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
单一来源采购公示：江苏农林职业技术学院全国职业院校技能大赛农产品质量安全检测赛项三维仿真软件项目,中标,中标结果,单一来源采购公示：江苏农林职业技术学院全国职业院校技能大赛农产品质量安全检测赛项三维仿真软件项目,,,"三维虚拟仿真项目,原子吸收三维仿真软件,三维仿真软件项目,气相三维仿真操作软件",300000.0,江苏农林职业技术学院,学校,采购人-0511-87290893,,,北京欧倍尔软件技术开发有限公司 ,"中标人     010-82830966 ,中标人     13718217218 ,中标人     15662765531 ,王*     15972977819 ,吴**     18306407899 ",300000.0,2022-06-23,江苏,镇江,,,,https://www.zhiliaobiaoxun.com/content/335550529/b2,地址北京市海淀区清河永泰园甲1号综合楼5层516号,791 次,25.32 亿,345 家
江苏海事职业技术学院船舶消防、救生虚拟仿真实训系统采购中标公告,中标,中标结果,江苏海事职业技术学院船舶消防、救生虚拟仿真实训系统采购中标公告,,DNZC2022008,船舶消防救生虚拟仿真实训系统,1049000.0,江苏海事职业技术学院,学校,采购人-025-86176900,江苏德宁建设工程咨询有限公司,高*-13675158064,大连海大智龙科技有限公司 ,"中标人     13478944519 ,中标人     0411-84978997 ,中标人     18940930019 ,周**     13134110442 ,中标人     18640616876 ",1049000.0,2022-06-22,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/352851139/b2,地址辽宁省大连高新技术产业园区黄浦路523号A座十一层1101室,92 次,1.20 亿,38 家
江苏海事职业技术学院智能化机舱AR增强现实系统采购项目中标结果公告,中标,中标结果,江苏海事职业技术学院智能化机舱AR增强现实系统采购项目中标结果公告,,HXZC-2022030072,"智能化机舱三维虚拟仿真系统,智能化机舱AR增强现实系统",4270000.0,江苏海事职业技术学院,学校,采购人-025-86176900,江苏省华厦工程项目管理有限公司,陈*-025-58750867-807,大连海大智船科技有限责任公司 ,"中标人     13387870997 ,中标人     13998562647 ,中标人     18742519649 ,中标人     13804259936 ,中标人     0411-84724085 ",4270000.0,2022-06-22,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/335286484/b2,地址辽宁省大连高新技术产业园区黄浦路523号A座14层1403室,21 次,"5,289.93 万",10 家
湖南大学无锡智能控制研究院实验室建设设备采购项目-（第三批）预中标结果公示,中标,中标结果,湖南大学无锡智能控制研究院实验室建设设备采购项目-（第三批）预中标结果公示,,GZB20220343-1,"虚拟仿真测试实验室,实验室建设设备,电子调试与设计实验室设备安装及调试,电子电气架构实验室,车辆改造实验室",4330000.0,湖南大学无锡智能控制研究院,政府及事业单位,,江苏建协全过程工程咨询有限公司,,株洲亿创机电科技有限公司 ,,4330000.0,2022-06-22,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/335064624/b2,地址株洲云龙示范区红旗北路168号印象华都1栋1906号,1 次,433.0 万,1 家
徐州生物工程职业技术学院生物制药虚拟仿真实训平台中标公告[项目编号：JSZC-320300-ZJZB-G2022-0085],中标,中标结果,徐州生物工程职业技术学院生物制药虚拟仿真实训平台中标公告[项目编号：JSZC-320300-ZJZB-G2022-0085],,JSZC-320300-ZJZB-G2022-0085,生物制药虚拟仿真实训平台,379000.0,徐州生物工程职业技术学院,学校,采购人-0516-83628918,江苏中际招标代理有限公司,李**-0516-83205176,江苏云乘黄网络技术有限公司 ,中标人     17366391580 ,379000.0,2022-06-21,江苏,徐州,,,,https://www.zhiliaobiaoxun.com/content/334942913/b2,地址南京市高淳区淳溪街道宝塔路258号苏宁雅苑39幢10号,2 次,75.8 万,1 家
[华能淮阴第二发电有限公司工控安全虚拟化仿真靶场系统项目] 候选人公示,中标,中标候选人,[华能淮阴第二发电有限公司工控安全虚拟化仿真靶场系统项目] 候选人公示,,,工控安全虚拟化仿真靶场系统项目,1712866.0,华能淮阴第二发电有限公司,民营企业,,华能集团有限公司北京招标分公司,,北京安帝科技有限公司 ,"中标人     010-84448777 ,中标人     15652110722 ,中标人     010-82074882 ",1712866.0,2022-06-21,江苏,,,,,https://www.zhiliaobiaoxun.com/content/334872027/b2,地址北京市海淀区西四环北路158号1幢9层9H-5-1,30 次,"1,814.38 万",17 家
南京中医药大学3D经络腧穴虚拟仿真实训系统采购(NZYZB2022-019)成交公示,中标,中标结果,南京中医药大学3D经络腧穴虚拟仿真实训系统采购(NZYZB2022-019)成交公示,,NZYZB202 2-019,3D经络腧穴虚拟仿真实训系统,158000.0,南京中医药大学,学校,,南京中医药大学招投标管理服务中心,代理联系人-025-85811022,南京金普达电子科技有限公司 ,"中标人     15996252932 ,中标人     025-83217277 ,中标人     15961951005 ,中标人     13585100725 ,中标人     025-83222222 ",158000.0,2022-06-17,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/333945529/b2,地址南京市高淳经济开发区恒盛路5号4号楼333室,101 次,12.49 亿,43 家
工程项目收入确认审计虚拟仿真项目成交结果公告,中标,中标结果,工程项目收入确认审计虚拟仿真项目成交结果公告,,0664-2260SUMEC097D,工程项目收入确认审计虚拟仿真项目,289800.0,南京审计大学,学校,许**-025-58318724,苏美达国际技术贸易有限公司,"谢**-0516-84532463,杨*-0516-84532455",江苏一鼎堂软件科技有限公司 ,"中标人     18072883089 ,中标人     18667122369 ,闵**     13506763566 ,闵**     025-52171471 ,林**     13282199206 ",289800.0,2022-06-16,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/333505442/b2,地址南京市建邺区茶亭东街79号2-1-22，2-1-23,106 次,"3,367.78 万",52 家
扬州大学在役梁桥安全性评价方法虚拟仿真实验教学系统项目中标公告,中标,中标结果,扬州大学在役梁桥安全性评价方法虚拟仿真实验教学系统项目中标公告,,YZDXSW-2022-07号,梁桥安全性评价方法虚拟仿真实验教学系统项目,198000.0,扬州大学,学校,吴**-13852736032,江苏苏维工程管理有限公司,赵**-0514-87986785,苏州泰坦互动网络科技有限公司 ,,198000.0,2022-06-16,江苏,扬州,,,,https://www.zhiliaobiaoxun.com/content/333365621/b2,地址苏州工业园区东兴路199号联发大厦1号楼220室（该地址不得从事零售）,5 次,126.2 万,2 家
苏州城市学院苏州非遗缂丝技艺虚拟仿真实验简介视频及教学引导视频拍摄制作　成交公告,中标,中标结果,苏州城市学院苏州非遗缂丝技艺虚拟仿真实验简介视频及教学引导视频拍摄制作　成交公告,,SCF2022-20,"缂丝技艺虚拟仿真实验,视频及教学引导视频拍摄制作",63000.0,苏州城市学院,学校,杜**-0512-66555731,,,南京术禾文化传媒有限公司 ,中标人     18061225082 ,63000.0,2022-06-16,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/333536580/b2,地址南京市鼓楼区中山北路200号202室,18 次,161.83 万,11 家
南京财经大学政府债务的交易及风险预警虚拟仿真项目成交公告,中标,中标结果,南京财经大学政府债务的交易及风险预警虚拟仿真项目成交公告,,JSHC-2022050211A6,政府债务的交易及风险预警虚拟仿真项目,199000.0,南京财经大学,学校,袁**-025-86718258,江苏省华采招标有限公司,李*-025-83603378,江苏一鼎堂软件科技有限公司 ,"中标人     18072883089 ,中标人     18667122369 ,闵**     13506763566 ,闵**     025-52171471 ,林**     13282199206 ",199000.0,2022-06-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/333084959/b2,地址南京市建邺区茶亭东街79号2-1-22，2-1-23,106 次,"3,367.78 万",52 家
南京师范大学期货投资风险度量与决策虚拟仿真实验项目成交结果公告,中标,中标结果,南京师范大学期货投资风险度量与决策虚拟仿真实验项目成交结果公告,,招际代YT09202200930ZB,"期货投资风险度量与决策虚拟仿真实验项目,驶子工",0.0,南京师范大学,学校,,中邮通建设咨询有限公司,殷**-18816210118,北京合联益诚科技有限公司 ,"中标人     010-53344274 ,中标人     18903137274 ,中标人     15686088346 ,中标人     18210030200 ",0.0 197480.0,2022-06-13,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/332198042/b2,地址北京市延庆区中关村延庆园风谷四路8号院27号楼590室,71 次,"1,767.47 万",38 家
