url,公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
安徽建筑大学电除尘器除尘效率测定虚拟仿真实验室建设项目成交公告,中标,中标结果,安徽建筑大学电除尘器除尘效率测定虚拟仿真实验室建设项目成交公告,,AHJD2156J,电除尘器除尘效率测定虚拟仿真实验室建设项目,118500.0,安徽建筑大学,学校,采购人-0551-63828052,大洲设计咨询集团有限公司,汪*-18119770508,北京象新力科技有限公司 ,"中标人     13811282001 ,中标人     010-53685568 ,张**     18070286387 ,吴**     17301021781 ,李**     17770856655 ",118500.0,2021-12-28,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/294055403/b2,地址北京市海淀区清河永泰园甲1号综合楼6层617号,208 次,30.53 亿,83 家
安徽医科大学国家级实验教学示范中心建设（基础医学、临床医学和虚拟仿真）项目（第6包）中标（成交）结果公告,中标,中标结果,安徽医科大学国家级实验教学示范中心建设（基础医学、临床医学和虚拟仿真）项目（第6包）中标（成交）结果公告,,FSCG2021-01335,"虚拟仿真,实验教学示范中心建设,基础医学临床医学,智能标准化病人问诊模拟训练系统,ESP机能学整合式综合案例实验教学系统",1197880.0,安徽医科大学,学校,采购人-0551-65167852,安徽省招标集团股份有限公司,"代理联系人-13739228910,余**-0551-62220252",合肥麦蒂医学科技有限公司 ,中标人     15209889969 ,1197880.0,2021-12-22,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339544511/b2,地址安徽省合肥市瑶海区临泉路安徽大市场瑶海配送中心综合楼一楼A-6号,11 次,"1,531.62 万",2 家
阜阳幼儿师范高等专科学校功能教室项目及阜阳幼儿师范高等专科学校虚拟仿真实训室项目监理成交公告,中标,中标结果,阜阳幼儿师范高等专科学校功能教室项目及阜阳幼儿师范高等专科学校虚拟仿真实训室项目监理成交公告,,JK2021FS1207,"虚拟仿真实训室项目监理,监理项目,功能教室项目",0.0,阜阳幼儿师范高等专科学校,学校,柳**-15551383390,中科经纬工程技术有限公司,丁*-13855801151,安徽三少项目管理有限公司 ,,0.0,2021-12-21,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/320128072/b2,地址安徽省阜阳市颍泉区宁老庄镇文明街宁职高北门东50米,3 次,0.0 万,2 家
合肥师范学院中小学理化生虚拟仿真实验室设备采购项目采购合同,中标,合同,合肥师范学院中小学理化生虚拟仿真实验室设备采购项目采购合同,,2021BFAHZ02660,"理化生虚拟仿真实验室设备,网络设备",599800.0,合肥师范学院,学校,吴**-0551-63676005,,,安徽合华信息科技有限公司 ,"中标人     0551-62871068 ,中标人     18955148260 ,中标人     18056006428 ,中标人     18715027885 ,李**     0558-2200550 ",599800.0,2021-12-21,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/327491620/b2,地址安徽省合肥市经济技术开发区芙蓉路北芙蓉路双创园2＃A厂房三层北,122 次,1.95 亿,46 家
合肥师范学院中小学理化生虚拟仿真实验室设备采购中标（成交）结果公告,中标,中标结果,合肥师范学院中小学理化生虚拟仿真实验室设备采购中标（成交）结果公告,,2021BFAHZ02660,"理化生虚拟仿真实验室设备,智慧黑板",599800.0,合肥师范学院,学校,吴**-0551-63676005,安徽省政府采购中心,李*-0551-66223645,安徽合华信息科技有限公司 ,"中标人     0551-62871068 ,中标人     18955148260 ,中标人     18056006428 ,中标人     18715027885 ,李**     0558-2200550 ",599800.0,2021-12-16,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/343883666/b2,地址安徽省合肥市经济技术开发区芙蓉路北芙蓉路双创园2＃A厂房三层北,122 次,1.95 亿,46 家
池州职院大数据智能财务虚拟仿真实训中心项目(CZB42021256)的成交/中标公告,中标,中标结果,池州职院大数据智能财务虚拟仿真实训中心项目(CZB42021256)的成交/中标公告,,CZB42021256,大数据智能财务虚拟仿真实训中心项目,1223000.0,池州职业技术学院,学校,许**-13856602305,黄山市裕恒招标代理有限公司,陈*-17805591006,安徽省劢荣信息技术有限公司 ,"中标人     18895703835 ,中标人     13855136753 ,张*     0566-2318026 ",1223000.0,2021-12-16,安徽,池州,,,,https://www.zhiliaobiaoxun.com/content/327495982/b2,地址合肥市蜀山区望江西路159号黄山花园17幢602室,37 次,"3,579.48 万",14 家
皖西卫生职业学院虚拟仿真实验教学平台项目采购合同,中标,合同,皖西卫生职业学院虚拟仿真实验教学平台项目采购合同,,LACGXHT2021-005079,虚拟仿真实验教学平台项目,500000.0,皖西卫生职业学院,学校,,,,安徽新华传媒股份有限公司 ,"中标人     13675532831 ,吴**     17733313193 ,中标人     0551-2473668 ,中标人     0551-65606860 ,中标人     18900531153 ",500000.0,2021-12-15,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/316631789/b2,地址安徽省合肥市北京路8号,"1,315 次",99.63 亿,487 家
皖西卫生职业学院虚拟仿真实验教学平台项目,中标,中标结果,皖西卫生职业学院虚拟仿真实验教学平台项目,,FZ-20211011,虚拟仿真实验教学平台项目,500000.0,皖西卫生职业学院,学校,采购人-0564-3380801,,,成都泰盟软件有限公司 ,"中标人     028-86381158 ,中标人     15390437110 ,中标人     13540208112 ,李**     18408287453 ,中标人     13980571836 ",492000.0,2021-12-14,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/322881429/b2,地址中国（四川）自由贸易试验区成都高新区天府大道中段1388号1幢1106号,449 次,3.84 亿,167 家
【市直区】【合同信息】皖西卫生职业学院虚拟仿真实验教学平台项目[合同信息],中标,合同,【市直区】【合同信息】皖西卫生职业学院虚拟仿真实验教学平台项目[合同信息],,FZ-20211011,虚拟仿真实验教学平台项目,500000.0,皖西卫生职业学院,学校,采购人-0564-3380801,,,成都泰盟软件有限公司 ,"中标人     028-86381158 ,中标人     15390437110 ,中标人     13540208112 ,李**     18408287453 ,中标人     13980571836 ",492000.0,2021-12-14,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/316058528/b2,地址中国（四川）自由贸易试验区成都高新区天府大道中段1388号1幢1106号,449 次,3.84 亿,167 家
安徽明生恒卓科技有限公司2021年12月第二批采购项目,中标,中标结果,安徽明生恒卓科技有限公司2021年12月第二批采购项目,,AH21-MSHZ12-FZB002-02,"虚拟仿真库和可视化编辑,形象墙,绝缘穿刺线夹,灯带,说明牌,综合管廊项目,立体字,亚克力罩,电力交易,乳胶漆,息系统运维,物资调配平台,数据智能分析,调度量测数据区FTP,视频会议设施运维服务,低压台区设备的安装调,低试辅助服务,数据中台数据项目,地点输变电状态监测,接引线金具,异常数据治理项目,运检管控系统,调度云系统,配网图模一致性治理分析核查,非结构化数据存储服务开发,入廊工程监测系统开发地点平台数据接口开发服务,展台,压台区设备调试辅助服务项目,数据智能分展示技术支持服务项目,析及智能图谱展示技术支持服,职工健康管理数据中心技术服项目,试验设备监测产品类目,展厅装修主项目",0.0,安徽明生恒卓科技有限公司,民营企业,魏*-0551-63884371,安徽明生电力投资集团有限公司招标分公司,"汪*-0551-69128522,王*-0551-69128161",安徽明生恒卓 ,,0.0,2021-12-13,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/315424482/b2,,10 次,1.0 万,1 家
芜湖职业技术学院虚拟仿真教学中心项目,中标,中标结果,芜湖职业技术学院虚拟仿真教学中心项目,,WH01CG2021HW3305,"虚拟仿真教学中心项目,教学实训用电脑",0.0,芜湖职业技术学院,学校,采购人-0553-5775826,安徽鼎信项目管理股份有限公司,"王*-0553-5897716,周*-18955366142",江苏新年华电子科技有限公司 ,"中标人     18626421326 ,中标人     15851851064 ,中标人     025-83677555 ",0.0,2021-12-10,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/355104781/b2,地址南京市玄武区珠江路648号02幢1102室,64 次,"5,997.38 万",39 家
芜湖职业技术学院2021年教务处共享虚拟仿真教学中心项目评标流标公告,中标,废标公告,芜湖职业技术学院2021年教务处共享虚拟仿真教学中心项目评标流标公告,,WH01CG2021HW3305,"虚拟仿真教学中心项目,教学实训用电脑",0.0,芜湖职业技术学院,学校,采购人-0553-5775826,安徽鼎信项目管理股份有限公司,"王*-0553-5897716,周*-18955366142",江苏新年华电子科技有限公司 ,"中标人     18626421326 ,中标人     15851851064 ,中标人     025-83677555 ",0.0,2021-12-10,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/356429712/b2,地址南京市玄武区珠江路648号02幢1102室,64 次,"5,997.38 万",39 家
安徽科技学院农产品加工重点学科平台建设,中标,中标结果,安徽科技学院农产品加工重点学科平台建设,,2021BFAHZ02614,"3D设计虚拟仿真软件,农产品加工重点学科平台建设项目",410000.0,安徽科技学院,学校,黄**-0550-6733690,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645",安徽利兴仪器科技有限公司 ,,410000.0,2021-12-10,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/314650131/b2,地址安徽省蚌埠市经济开发区东海大道888号星宇文化创意产业园B区2-5栋323号,14 次,"1,715.35 万",4 家
某单位某型车辆虚拟仿真课程中标公告,中标,中标结果,某单位某型车辆虚拟仿真课程中标公告,,2021-JL07-F1406,车辆虚拟仿真课程,750000.0,某单位,其他,"张**-18110210750,张**-0552-2986631",公诚管理咨询有限公司,"于**-18018077980,顾**-18757276095,黄**-13022565577",辽宁向日葵教育科技有限公司 ,"赵*     18674865142 ,中标人     15940167450 ,中标人     18524167985 ,中标人     024-31575055 ,中标人     13654071270 ",750000.0,2021-12-06,安徽,蚌埠,,,,https://www.zhiliaobiaoxun.com/content/313006745/b2,地址沈阳市东陵区上深沟村860-1号C418室,"1,047 次",4.25 亿,369 家
2016年铜陵学院土木工程虚拟仿真实验室硬件设备(第二次）项目成交（中标）结果公告,中标,中标结果,2016年铜陵学院土木工程虚拟仿真实验室硬件设备(第二次）项目成交（中标）结果公告,,2016-CG-H-149-3,虚拟仿真实验室硬件设备,339180.0,铜陵学院,学校,胡*-13866858818,铜陵市公共资源交易中心,罗*-0562-2189158,合肥宏基电子有限公司 ,"中标人     15385519049 ,中标人     0551-62980691 ,中标人     13866191224 ,中标人     0551-63628115 ,中标人     0551-62980697 ",339180.0,2021-12-06,安徽,铜陵,,,,https://www.zhiliaobiaoxun.com/content/314555682/b2,地址安徽省合肥市蜀山区金寨路155号黄金广场6栋2501室,747 次,41.83 亿,121 家
来安县教育体育局云网络教室及虚拟仿真实验室软件采购及安装采购项目中标公示,中标,中标结果,来安县教育体育局云网络教室及虚拟仿真实验室软件采购及安装采购项目中标公示,,LACG-20170095,云网络教室及虚拟仿真实验室软件采购及安装,1276496.0,来安县教育体育局,政府及事业单位,李*-0550-5635905,安徽佳诚工程咨询有限公司,王*-0550-3030626,滁州市新华书店有限公司 ,,1276496.0,2021-12-06,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/314310325/b2,,12 次,765.81 万,10 家
合肥学院2021年重点专业建设,中标,中标结果,合肥学院2021年重点专业建设,,2021BFAHZ02725,"开放式虚拟仿真教学及资源共享平台,重点专业建设及安装,二手房交易价格评估与测度虚拟仿真平台,化工虚拟仿真实训平台,现代物流与供应链工程实训中心",3948050.0,合肥学院,学校,采购人-0551-62158096,安徽省政府采购中心,"李*-0551-66223646,李*-0551-66223645",全球商务运营综合实验中心 ,,3948050.0,2021-12-06,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/314510044/b2,,1 次,394.8 万,1 家
安庆职业技术学院粮农食品安全评价实训室设备采购合同公告合同公告,中标,合同,安庆职业技术学院粮农食品安全评价实训室设备采购合同公告合同公告,,CG-AQ-2021-452AQZB-2021-0773,"虚拟仿真教学服务系统,实训室设备",457000.0,安庆职业技术学院,学校,余**-0556-5283045,,,合肥市轨道交通研究院有限公司 ,中标人     13739266092 ,457000.0,2021-12-03,安徽,安庆,,,,https://www.zhiliaobiaoxun.com/content/339561926/b2,地址安徽省合肥市庐阳区庐阳工业园区清河路868号11＃,3 次,102.08 万,1 家
阜阳师范大学人体3D运动解剖虚拟仿真大屏教学系统采购项目成交结果公告,中标,中标结果,阜阳师范大学人体3D运动解剖虚拟仿真大屏教学系统采购项目成交结果公告,,AHZCZB（2021）177,人体3D运动解剖虚拟仿真大屏教学系统,156800.0,阜阳师范大学,学校,采购人-0558-6687999,安徽正诚项目管理有限公司,"李*-18555081992,李*-18505582060",西安凌坤电子科技有限公司 ,张**     029-87309400 ,156800.0,2021-12-02,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/294459102/b2,地址陕西省西安市曲江新区曲江池东路以西大华公园世家1幢2单元20403号房,6 次,530.5 万,3 家
安庆师范大学教务处虚拟仿真实验教学及资源共享平台采购项目中标公示（AQSD2021-083（HH））,中标,中标结果,安庆师范大学教务处虚拟仿真实验教学及资源共享平台采购项目中标公示（AQSD2021-083（HH））,,AQSD2021-083（HH）,虚拟仿真实验教学及资源共享平台,389000.0,安庆师范大学教务处,政府及事业单位,,安徽恒华工程咨询有限公司,林*-0556-5671320,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",389000.0,2021-11-30,安徽,安庆,,,,https://www.zhiliaobiaoxun.com/content/294510849/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,579 次",7.73 亿,554 家
阜阳幼儿师范高等专科学校虚拟仿真思政课体验教学中心二期项目,中标,中标结果,阜阳幼儿师范高等专科学校虚拟仿真思政课体验教学中心二期项目,,FY2021JC1353,虚拟仿真思政课体验教学中心二期项目,1964105.0,阜阳幼儿师范高等专科学校,学校,柳**-15551383390,,,中移系统集成有限公司 ,"中标人     18807828658 ,曹*     0311-80998630 ,中标人     13999165690 ,中标人     13513370124 ,中标人     13709759691 ",1964105.0,2021-11-30,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/339534773/b2,地址石家庄青园街220号,"4,729 次",260.04 亿,"2,294 家"
安徽交通职业技术学院二等水准测量虚拟仿真实验教学项目中标候选人公示[院询第202104号],中标,中标候选人,安徽交通职业技术学院二等水准测量虚拟仿真实验教学项目中标候选人公示[院询第202104号],,,水准测量虚拟仿真实验教学项目,28800.0,安徽交通职业技术学院,学校,,,,合肥中纬海云信息技术有限公司 ,中标人     15955108811 ,28800.0,2021-11-27,安徽,,,,,https://www.zhiliaobiaoxun.com/content/310637741/b2,地址安徽省合肥市蜀山区贵池路长江花园8栋404室,10 次,117.36 万,4 家
合肥师范学院中小学理化生虚拟仿真实验室设备采购,中标,中标结果,合肥师范学院中小学理化生虚拟仿真实验室设备采购,,2021BFAHZ02660,"理化生虚拟仿真实验室设备,智慧黑板",600000.0,合肥师范学院,学校,吴**-0551-63676005,"安徽合肥公共资源交易中心,安徽省政府采购中心","王**-0551-66223781,丁**-0551-66223922,李*-0551-66223646,李*-0551-66223645",安徽合华信息科技有限公司 ,"中标人     0551-62871068 ,中标人     18955148260 ,中标人     18056006428 ,中标人     18715027885 ,李**     0558-2200550 ",599800.0,2021-11-26,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/314510417/b2,地址安徽省合肥市经济技术开发区芙蓉路北芙蓉路双创园2＃A厂房三层北,122 次,1.95 亿,46 家
安庆师范大学计算机与信息学院计算机组成原理虚拟仿真实验系统采购项目成交公示（AQSD2021-080(HH））,中标,中标结果,安庆师范大学计算机与信息学院计算机组成原理虚拟仿真实验系统采购项目成交公示（AQSD2021-080(HH））,,AQSD2021-080（HH）,计算机组成原理虚拟仿真实验系统,173000.0,安庆师范大学计算机与信息学院,学校,,安徽恒华工程咨询有限公司,林*-0556-5671320,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",173000.0,2021-11-23,安徽,安庆,,,,https://www.zhiliaobiaoxun.com/content/294644742/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,579 次",7.73 亿,554 家
安徽科技学院农产品加工重点学科平台建设,中标,中标结果,安徽科技学院农产品加工重点学科平台建设,,2021BFAHZ02614,"3D设计虚拟仿真软件,水分透过率测定仪,农产品加工重点学科平台建设项目",0.0,安徽科技学院,学校,黄**-0550-6733690,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645",安徽门捷科技发展有限公司 ,"中标人     17755107918 ,中标人     0551-65108827 ",1196000.0 410000.0,2021-11-19,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/315141846/b2,地址合肥市庐阳区濉溪路312号67幢108室,40 次,"2,178.68 万",11 家
安徽科技学院农产品加工重点学科平台建设,中标,中标结果,安徽科技学院农产品加工重点学科平台建设,,2021BFAHZ02614,"3D设计虚拟仿真软件,水分透过率测定仪,农产品加工重点学科平台建设项目",0.0,安徽科技学院,学校,黄**-0550-6733690,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645",安徽利兴仪器科技有限公司 ,,1196000.0 410000.0,2021-11-19,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/315141846/b2,地址安徽省蚌埠市经济开发区东海大道888号星宇文化创意产业园B区2-5栋323号,14 次,"1,715.35 万",4 家
安徽医科大学第一附属医院教学模拟人、升降门脉真空灭菌器等医疗设备采购项目中标结果公告,中标,中标结果,安徽医科大学第一附属医院教学模拟人、升降门脉真空灭菌器等医疗设备采购项目中标结果公告,,2021HY-C651018,"胸腹部检查虚拟仿真训系统,教学模拟人,升降门脉动真空灭菌器,医疗设备,升降门脉真空灭菌器,学生机",0.0,安徽医科大学第一附属医院,医院,,安徽寰亚国际招标有限公司,,营口巨成教学科技开发有限公司 ,"中标人     18641779701 ,孙**     18641733992 ,李**     18604176488 ,中标人     17604177080 ,中标人     17604174044 ",0.0 0.0 0.0,2021-11-17,安徽,,,,,https://www.zhiliaobiaoxun.com/content/292303019/b2,地址中国（辽宁）自由贸易试验区营口片区智泉街西131号,564 次,2.48 亿,273 家
安徽医科大学第一附属医院教学模拟人、升降门脉真空灭菌器等医疗设备采购项目中标结果公告,中标,中标结果,安徽医科大学第一附属医院教学模拟人、升降门脉真空灭菌器等医疗设备采购项目中标结果公告,,2021HY-C651018,"胸腹部检查虚拟仿真训系统,教学模拟人,升降门脉动真空灭菌器,医疗设备,升降门脉真空灭菌器,学生机",0.0,安徽医科大学第一附属医院,医院,,安徽寰亚国际招标有限公司,,安徽哲湛医学科技有限公司 ,,0.0 0.0 0.0,2021-11-17,安徽,,,,,https://www.zhiliaobiaoxun.com/content/292303019/b2,地址安徽省合肥市经济技术开发区芙蓉路与轿顶路交口天润大厦1201-1202室,23 次,107.9 万,9 家
安徽医科大学第一附属医院教学模拟人、升降门脉真空灭菌器等医疗设备采购项目中标结果公告,中标,中标结果,安徽医科大学第一附属医院教学模拟人、升降门脉真空灭菌器等医疗设备采购项目中标结果公告,,2021HY-C651018,"胸腹部检查虚拟仿真训系统,教学模拟人,升降门脉动真空灭菌器,医疗设备,升降门脉真空灭菌器,学生机",0.0,安徽医科大学第一附属医院,医院,,安徽寰亚国际招标有限公司,,安徽勤厚医疗科技有限公司 ,,0.0 0.0 0.0,2021-11-17,安徽,,,,,https://www.zhiliaobiaoxun.com/content/292303019/b2,地址合肥市包河经济开发区大连路6686号徽商总部广场C-办2208、2209室,5 次,0.0 万,2 家
芜湖职业技术学院材料工程学院锂电池虚拟仿真资源建设项目合同备案,中标,合同,芜湖职业技术学院材料工程学院锂电池虚拟仿真资源建设项目合同备案,,WH01CG2021HW2912,"锂电池虚拟仿真资源建设项目,基础理论微课",488700.0,芜湖职业技术学院,学校,采购人-0553-5775826,,,安徽迅视信息技术有限公司 ,"中标人     18315370633 ,中标人     0553-2868816 ,中标人     0553-3903899 ",488700.0,2021-11-16,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/339527148/b2,地址安徽省芜湖市镜湖区联盛广场1号楼2615室（申报承诺）,51 次,"1,188.3 万",10 家
蚌埠工艺美术学校虚拟仿真实训基地项目第二包合同公告BB2021ZFCGZ2472-重1,中标,合同,蚌埠工艺美术学校虚拟仿真实训基地项目第二包合同公告BB2021ZFCGZ2472-重1,,BB2021ZFCGZ247,"虚拟仿真实训基地设备,虚拟仿真实训基地项目,混合现实全息教学资源开发平台",178000.0,蚌埠工艺美术学校,学校,王**-18955201301,,,上海耘耕文化发展有限公司 ,"中标人     15900982788 ,方**     021-64697149 ",178000.0,2021-11-15,安徽,蚌埠,,,,https://www.zhiliaobiaoxun.com/content/322645687/b2,地址上海市奉贤区青村镇南明路200号,10 次,187.65 万,7 家
安徽交通职业技术学院汽机系智能汽车与工程机械虚拟仿真实训基地采购柜式空调2台,中标,中标结果,安徽交通职业技术学院汽机系智能汽车与工程机械虚拟仿真实训基地采购柜式空调2台,,JCSC2021-02409,"柜式空调,空调机",12000.0,安徽交通职业技术学院,学校,采购人-63428335,,,安徽中天制冷空调工程有限公司 ,"中标人     13505516605 ,中标人     0551-62589171 ,中标人     13965004792 ,中标人     13705600588 ,韩**     15805516866 ",12000.0,2021-11-15,安徽,,,,,https://www.zhiliaobiaoxun.com/content/339524694/b2,地址合肥市瑶海区新蚌埠路七里香榭花园7号楼102号,"2,732 次",7.38 亿,615 家
安徽交通职业技术学院汽机系智能汽车与工程机械虚拟仿真实训基地采购台式电脑1台,中标,中标结果,安徽交通职业技术学院汽机系智能汽车与工程机械虚拟仿真实训基地采购台式电脑1台,,JCSC2021-02408,"台式计算机,台式电脑",4000.0,安徽交通职业技术学院,学校,采购人-63428335,,,合肥爱普森电脑有限责任公司 ,"中标人     13966710894 ,中标人     0551-62822903 ,奚**     0551-62233425 ,崔**     0551-62233408 ,陈**     0551-62233319 ",4000.0,2021-11-15,安徽,,,,,https://www.zhiliaobiaoxun.com/content/327528743/b2,地址安徽省合肥市琥珀山庄272幢05室,"2,607 次",1.20 亿,426 家
滁州城市职业学院学前教育专业虚拟仿真课件项目 中标公示,中标,中标结果,滁州城市职业学院学前教育专业虚拟仿真课件项目 中标公示,,,虚拟仿真课件项目,115000.0,滁州城市职业学院,学校,采购人-0550-3566200,安徽金诚造价师事务所有限公司,郝**-18055011520,滁州呈禾科技有限公司 ,,115000.0,2021-11-12,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/308383469/b2,地址安徽省滁州市花园路82号创业中心3号楼1602室,1 次,11.5 万,1 家
阜阳幼儿师范高等专科学校学前教育专业虚拟仿真实训室建设项目成交结果公告,中标,中标结果,阜阳幼儿师范高等专科学校学前教育专业虚拟仿真实训室建设项目成交结果公告,,FY2021JC1400,虚拟仿真实训室建设项目,756800.0,阜阳幼儿师范高等专科学校,学校,采购人-18055882298,安徽金阳造价咨询有限公司,"张**-13635583255,杨**-0558-2238259",南京亨鑫仁教学设备有限公司 ,李**     18262821383 ,756800.0,2021-11-12,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/294802921/b2,地址南京市江北新区浦口大道8号万汇城（北区）02幢2单元2013室,14 次,570.34 万,9 家
食品与环境工程学院农产品质量安全检测大赛软件采购项目单一来源方式采购的公示,中标,中标结果,食品与环境工程学院农产品质量安全检测大赛软件采购项目单一来源方式采购的公示,,,"气相色谱仪虚拟仿真软件,气相三维虚拟仿真软件,气相色谱虚拟仿真软件,农产品质量安全检测大赛软件",0.0,滁州职业技术学院,学校,杨**-0550-3854646,安徽立地工程咨询有限公司,"代理联系人-18255053202,全**-0550-3831128",北京欧倍尔软件技术开发有限公司 ,"中标人     010-82830966 ,中标人     13718217218 ,中标人     15662765531 ,王*     15972977819 ,吴**     18306407899 ",0.0 0.0,2021-11-08,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/307844837/b2,地址北京市海淀区清河永泰园甲1号综合楼5层516号,791 次,25.32 亿,345 家
食品与环境工程学院农产品质量安全检测大赛软件采购项目单一来源方式采购的公示,中标,中标结果,食品与环境工程学院农产品质量安全检测大赛软件采购项目单一来源方式采购的公示,,,"气相色谱仪虚拟仿真软件,气相三维虚拟仿真软件,气相色谱虚拟仿真软件,农产品质量安全检测大赛软件",0.0,滁州职业技术学院,学校,杨**-0550-3854646,安徽立地工程咨询有限公司,"代理联系人-18255053202,全**-0550-3831128",北京欧倍尔软件公司 ,,0.0 0.0,2021-11-08,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/307844837/b2,,1 次,0.0 万,1 家
城建学院装配式建筑虚拟仿真实训考核系统设备采购采购合同,中标,合同,城建学院装配式建筑虚拟仿真实训考核系统设备采购采购合同,,LACGXHT2021-003405,装配式建筑虚拟仿真实训考核系统设备,1049800.0,六安职业技术学院,学校,采购人-0564-3711310,,,安徽三元众成信息科技有限公司 ,"中标人     18955112553 ,中标人     18156985285 ",1049800.0,2021-11-02,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/339520760/b2,地址安徽省合肥市高新区海亮九玺南7栋1304室,24 次,"2,293.47 万",11 家
芜湖职业技术学院材料工程学院锂电池虚拟仿真资源建设项目中标结果公告,中标,中标结果,芜湖职业技术学院材料工程学院锂电池虚拟仿真资源建设项目中标结果公告,,WH01CG2021HW2912,"锂电池虚拟仿真资源建设项目,基础理论微课",488700.0,芜湖职业技术学院,学校,采购人-0553-5775826,安徽省永光工程项目管理有限公司,许**-13395551056,安徽迅视信息技术有限公司 ,"中标人     18315370633 ,中标人     0553-2868816 ,中标人     0553-3903899 ",488700.0,2021-10-28,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/327572525/b2,地址安徽省芜湖市镜湖区联盛广场1号楼2615室（申报承诺）,51 次,"1,188.3 万",10 家
安徽医科大学国家级实验教学示范中心建设（基础医学、临床、临床医学和虚拟仿真）第2包项目合同,中标,合同,安徽医科大学国家级实验教学示范中心建设（基础医学、临床、临床医学和虚拟仿真）第2包项目合同,,ZF2021-05-0505,"虚拟仿真,专用仪器仪表,国家级实验教学示范中心建设,基础医学临床临床医学",1375000.0,安徽医科大学,学校,采购人-0551-65167852,,,合肥骓驷医学科技有限公司 ,,1375000.0,2021-10-26,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339540290/b2,地址安徽省合肥市蜀山区樊洼路1号乐彩中心8幢商108室,3 次,353.14 万,1 家
皖西卫生职业学院虚拟仿真实验教学平台项目成交结果公告,中标,中标结果,皖西卫生职业学院虚拟仿真实验教学平台项目成交结果公告,,FZ-20211011,虚拟仿真实验教学平台项目,492000.0,皖西卫生职业学院,学校,采购人-0564-3380801,安徽方正工程咨询有限公司,代理联系人-0564-3383801,成都泰盟软件有限公司 ,"中标人     028-86381158 ,中标人     15390437110 ,中标人     13540208112 ,李**     18408287453 ,中标人     13980571836 ",492000.0,2021-10-20,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/339508687/b2,地址中国（四川）自由贸易试验区成都高新区天府大道中段1388号1幢1106号,449 次,3.84 亿,167 家
亳州职业技术学院实验实训建设项目（虚拟仿真工程实训室）,中标,中标结果,亳州职业技术学院实验实训建设项目（虚拟仿真工程实训室）,,BZCG2021139-3,"虚拟仿真工程实训室,建筑工程识图实训室,建筑信息模型实训室,实验实训建设项目,装饰与装修工程虚实结合仿真软件系统",385600.0,亳州职业技术学院,学校,,,,安徽新徕信息科技有限公司 ,"中标人     0551-63520416 ,中标人     15955108811 ,中标人     0551-63521196 ,中标人     18155152327 ,中标人     15256063862 ",385600.0,2021-10-19,安徽,亳州,,,,https://www.zhiliaobiaoxun.com/content/283866736/b2,地址合肥市政务区618号国贸天域花园5幢2606,51 次,"2,699.47 万",19 家
