公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",99000.0,山东工商学院,学校,,,,长春市敏学教育科技有限公司 ,"中标人     13394471330 ,中标人     18616531551 ",99000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351205295/b2,地址长春市高新区蔚山路2499号科技园大厦A座六层610-7室,11 次,230.04 万,5 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",100000.0,山东工商学院,学校,,,,山东润楚教育科技有限公司 ,"中标人     18954811668 ,中标人     18866883988 ",100000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351205939/b2,地址山东省济南市市中区纬二路66号2号楼2楼2-13,13 次,442.18 万,7 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",76000.0,山东工商学院,学校,,,,湖南典阅教育科技有限公司 ,"中标人     13257324046 ,中标人     13718121588 ,中标人     19896202415 ,中标人     13647313543 ,丁**     18711314741 ",76000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351204923/b2,地址长沙高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第2层228-230,143 次,"4,681.94 万",73 家
中标,合同,【山东省本级】济宁学院科研创新平台设备采购（G-N包）合同公开,,SDGP370000000202202006049,"虚拟仿真软件,科研创新平台设备,教学专用仪器",300800.0,济宁学院,学校,采购人-18463730445,,,重庆夼旗科技有限公司 ,"中标人     18983392976 ,中标人     13883051802 ",300800.0,2022-08-11,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/351264069/b2,地址重庆市南岸区亚太路9号6幢14-1,30 次,394.54 万,19 家
中标,中标结果,山东信息职业技术学院实网攻防靶场虚拟仿真实训室建设项目中标（成交）公告,,SDGP370000000202202005677,实网攻防靶场虚拟仿真实训室建设项目,595000.0,山东信息职业技术学院,学校,采购人-0536-2958168,山东世纪华都工程咨询有限公司,代理联系人-15306460729,山东伏波教育科技有限公司 ,中标人     13012998592 ,595000.0,2022-08-10,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/350872318/b2,地址山东省济南市历下区解放路62号五层5-A28室,18 次,245.09 万,7 家
中标,中标结果,山东信息职业技术学院无人机飞行虚拟仿真技研室建设项目中标（成交）公告,,SDGP370000000202202005675,无人机飞行虚拟仿真技研室建设项目,985713.0,山东信息职业技术学院,学校,采购人-0536-2958168,山东世纪华都工程咨询有限公司,代理联系人-15306460729,山东谷联网络技术有限公司 ,"中标人     15605319913 ,慈*     15508621630 ,中标人     18563712977 ,中标人     19546129642 ,中标人     18766189953 ",985713.0,2022-08-10,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/350871895/b2,地址济南市历下区文化东路63号恒大帝景9号楼1116,268 次,1.30 亿,67 家
中标,中标结果,山东建筑大学绿色建筑材料腐蚀防护与电镀虚拟仿真实验项目中标（成交）公告,,SDGP370000000202202006408,绿色建筑材料腐蚀防护与电镀虚拟仿真实验项目,395500.0,山东建筑大学,学校,采购人-86361800,山东国大招标有限公司,王*-0531-80996696,山东易通通信发展有限公司 ,中标人     18005360536 ,395500.0,2022-08-09,山东,,,,,https://www.zhiliaobiaoxun.com/content/350680331/b2,地址山东省潍坊市奎文区鸢飞路626号中友大厦1019室,23 次,242.78 万,13 家
中标,中标结果,山东水利职业学院装配式钢结构虚拟仿真实训项目中标（成交）公告,,SDGP370000000202202005930,装配式钢结构虚拟仿真实训项目,537000.0,山东水利职业学院,学校,采购人-0633-7983960,山东金帆项目管理有限公司,于*-13561918705,北京易智时代数字科技有限公司 ,"中标人     13911029389 ,中标人     010-62919812 ",537000.0,2022-08-09,山东,日照,,,,https://www.zhiliaobiaoxun.com/content/350602653/b2,地址北京市海淀区上地东里二区7号楼3门一层102,34 次,"2,213.42 万",17 家
中标,中标结果,济宁学院科研创新平台设备采购项目（A-F包）中标（成交）公告,,SDGP370000000202202006050,"虚拟仿真平台,实验仪器,服务器设备,科研设备,教学科研仪器,人工智能实验平台,科研创新平台设备,物理化学实验设备,基础化学实验室改造,分析仪器,高性能超算平台,工程工艺与检测设备,实验室家具与隔断,生物与医药重点学科及靶向药物研究平台建设,数字三笔字实训室建设,集群机器人协调控制实验平台",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,山东新之筑信息科技有限公司 ,"中标人     18615520863 ,中标人     13805317807 ,中标人     15650581661 ,周**     0531-88823532 ,孙*     0633-8868986 ",0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 796800.0 0.0 0.0,2022-08-06,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349814202/b2,地址山东省济南市高新区开拓路2350号诚创大厦C区,65 次,"3,198.34 万",19 家
中标,中标结果,济宁学院科研创新平台设备采购项目（A-F包）中标（成交）公告,,SDGP370000000202202006050,"虚拟仿真平台,实验仪器,服务器设备,科研设备,教学科研仪器,人工智能实验平台,科研创新平台设备,物理化学实验设备,基础化学实验室改造,分析仪器,高性能超算平台,工程工艺与检测设备,实验室家具与隔断,生物与医药重点学科及靶向药物研究平台建设,数字三笔字实训室建设,集群机器人协调控制实验平台",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,济南玉华实验室装备有限公司 ,"中标人     15066666094 ,史*     18660169202 ,中标人     0531-62335657 ",0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 796800.0 0.0 0.0,2022-08-06,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349814202/b2,地址山东省济南市天桥区蓝翔路32-18号,165 次,"4,154.93 万",55 家
中标,中标结果,济宁学院科研创新平台设备采购项目（A-F包）中标（成交）公告,,SDGP370000000202202006050,"虚拟仿真平台,实验仪器,服务器设备,科研设备,教学科研仪器,人工智能实验平台,科研创新平台设备,物理化学实验设备,基础化学实验室改造,分析仪器,高性能超算平台,工程工艺与检测设备,实验室家具与隔断,生物与医药重点学科及靶向药物研究平台建设,数字三笔字实训室建设,集群机器人协调控制实验平台",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,亿维数字技术股份有限公司 ,"中标人     13666378678 ,刘*     13361033355 ,罗*     18865902822 ,宋**     18865307961 ,秦**     13325183300 ",0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 796800.0 0.0 0.0,2022-08-06,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349814202/b2,地址济宁高新区海川路69号,"4,379 次",39.77 亿,754 家
中标,中标结果,山东医药技师学院优质专业建设-阿司匹林3D虚拟现实仿真软件购置项目目（4622）中标（成交）公告,,SDGP370000000202202006332,3D虚拟现实仿真软件,299000.0,山东医药技师学院,学校,采购人-0538-8941689,山东三木招标有限公司,陈*-0531-82906138,山东振强国际贸易有限公司 ,中标人     13296405198 ,299000.0,2022-08-05,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/349549996/b2,地址山东省济南市历下区山大路166号2506室,234 次,"7,729.0 万",57 家
中标,中标结果,济宁学院科研创新平台设备采购（G-N包）中标（成交）公告,,SDGP370000000202202006049,"虚拟仿真平台建设,分析测试中心建设,科研创新服务平台,科研创新平台设备,智慧实验室综合管理平台,智能装备创新平台,直播电商供应链产学研中心,新能源开发创新平台,安全检测科研平台",0.0,济宁学院,学校,采购人-0537-3196159,山东新世纪招标有限公司,李**-18053757700,山东闻合达经贸有限公司 ,"中标人     15866740109 ,赵*     18615511303 ,赵*     0531-55515881 ",1140000.0 0.0 0.0 0.0 0.0 0.0 0.0,2022-08-05,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349636796/b2,地址山东省济南市高新区舜华路2000号舜泰广场6号楼27层CD区D7房间,94 次,"2,826.33 万",22 家
中标,中标结果,济宁学院科研创新平台设备采购（G-N包）中标（成交）公告,,SDGP370000000202202006049,"虚拟仿真平台建设,分析测试中心建设,科研创新服务平台,科研创新平台设备,智慧实验室综合管理平台,智能装备创新平台,直播电商供应链产学研中心,新能源开发创新平台,安全检测科研平台",0.0,济宁学院,学校,采购人-0537-3196159,山东新世纪招标有限公司,李**-18053757700,北京易普拉格科技股份有限公司 ,"中标人     18782930854 ,中标人     18300278929 ,中标人     010-62502586 ,中标人     18911366267 ,中标人     010-62502558 ",1140000.0 0.0 0.0 0.0 0.0 0.0 0.0,2022-08-05,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349636796/b2,地址北京市海淀区西三旗昌临801号27号201,997 次,35.22 亿,574 家
中标,中标结果,济宁学院科研创新平台设备采购（G-N包）中标（成交）公告,,SDGP370000000202202006049,"虚拟仿真平台建设,分析测试中心建设,科研创新服务平台,科研创新平台设备,智慧实验室综合管理平台,智能装备创新平台,直播电商供应链产学研中心,新能源开发创新平台,安全检测科研平台",0.0,济宁学院,学校,采购人-0537-3196159,山东新世纪招标有限公司,李**-18053757700,山东铭迈驰翔经贸有限公司 ,"中标人     18253605131 ,中标人     0536-2221093 ,中标人     15853643161 ,中标人     18866779383 ,杜**     18365681699 ",1140000.0 0.0 0.0 0.0 0.0 0.0 0.0,2022-08-05,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349636796/b2,地址山东省潍坊高新区新城街道玉龙社区玉清街以北金马路以东润福家园3号综合楼16层1601号,247 次,"8,494.68 万",61 家
中标,中标结果,山东科技职业学院虚拟仿真实训室项目中标（成交）公告,,SDGP370000000202202006202,"工业机器人虚拟仿真实训室,虚拟仿真实训室项目,数控虚拟仿真实训室",0.0,山东科技职业学院,学校,采购人-0536-8187418,山东善信招标有限公司,孙**-0536-2258988,亿维数字技术股份有限公司 ,"中标人     13666378678 ,刘*     13361033355 ,罗*     18865902822 ,宋**     18865307961 ,秦**     13325183300 ",748600.0 748567.0,2022-08-04,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/349240780/b2,地址济宁高新区海川路69号,"4,379 次",39.77 亿,754 家
中标,中标结果,山东科技职业学院虚拟仿真实训室项目中标（成交）公告,,SDGP370000000202202006202,"工业机器人虚拟仿真实训室,虚拟仿真实训室项目,数控虚拟仿真实训室",0.0,山东科技职业学院,学校,采购人-0536-8187418,山东善信招标有限公司,孙**-0536-2258988,山东众博信息科技有限公司 ,"中标人     18660651050 ,中标人     0536-8886261 ,张**     13306462832 ,中标人     17616768686 ,李**     18663603909 ",748600.0 748567.0,2022-08-04,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/349240780/b2,地址山东省潍坊高新区新城街道樱前社区潍县中路5001号恒大名都16号商住楼212号,347 次,"7,439.66 万",114 家
中标,中标结果,青岛科技大学虚拟仿真软件项目（1828）中标（成交）公告,,SDGP370000000202202006198,"虚拟仿真软件项目,人力资源管理竞争对抗比赛平台软件",0.0,青岛科技大学,学校,采购人-0532-88959027,山东三木招标有限公司,代理联系人-0531-66589933,烟台市程强信息科技有限公司 ,中标人     15688506148 ,139000.0 0.0,2022-08-04,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/349193222/b2,地址山东省烟台市福山区聚福路555号,28 次,523.06 万,13 家
中标,中标结果,青岛科技大学虚拟仿真软件项目（1828）中标（成交）公告,,SDGP370000000202202006198,"虚拟仿真软件项目,人力资源管理竞争对抗比赛平台软件",0.0,青岛科技大学,学校,采购人-0532-88959027,山东三木招标有限公司,代理联系人-0531-66589933,山东润楚教育科技有限公司 ,"中标人     18954811668 ,中标人     18866883988 ",139000.0 0.0,2022-08-04,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/349193222/b2,地址山东省济南市市中区纬二路66号2号楼2楼2-13,13 次,442.18 万,7 家
中标,中标结果,济宁职业技术学院济宁职业技术学院汽车虚拟仿真实训室采购桌椅项目成交公告,,SDGP370800000202201001585_A,"汽车虚拟仿真实训室,组合家具,桌椅",33360.0,济宁职业技术学院,学校,,济宁市政府采购中心,王**-13905476805,济南羽晟信息技术有限公司 ,,33360.0,2022-08-04,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349159866/b2,地址山东省济南市市中区经一路88号明珠商务港2116室,1 次,0.0 万,1 家
中标,中标结果,济源职业技术学院冶金综合实训共享基地项目中标结果公告,,济源采购-2022-559,"虚拟仿真实训系统,机械点检实训考核模拟仿真系统,仪表点检实训考核模拟仿真系统,虚拟生产仿真实训系统,综合实训共享基地项目,智能机电设备点检实训考核系统,铜冶炼生产虚拟仿真认知漫游系统,生产仿真认知系统",1360000.0,济源职业技术学院,学校,刘**-0391-6621033,河南永正项目管理有限公司,"张**-0391-5593166,张**-0391-6636766",济宁市六分商贸有限公司 ,,1360000.0,2022-08-04,山东,,,,,https://www.zhiliaobiaoxun.com/content/349241574/b2,地址山东省济宁市邹城市峄山南路104国道收费站北侧千泉家居装饰城家具馆二楼,147 次,258.7 万,27 家
中标,合同,【山东省本级】山东体育学院山东体育学院体育管理学院虚拟仿真实训平台采购合同公开,,SDGP370000000202202003787,"虚拟仿真实训平台,教学专用仪器",498800.0,山东体育学院,学校,采购人-89655181,,,山东星科智能科技股份有限公司 ,"中标人     0531-88881298 ,中标人     18615520800 ,中标人     18678870910 ,中标人     15169197727 ,中标人     15668366757 ",498800.0,2022-08-03,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/349100336/b2,地址济南市高新区新泺大街786号四层,"1,204 次",94.01 亿,420 家
中标,合同,【山东省本级】山东体育学院山东体育学院体育管理学院生命安全虚拟仿真设备采购合同公开,,SDGP370000000202202003788,"生命安全虚拟仿真设备,教学专用仪器",349290.0,山东体育学院,学校,采购人-89655181,,,济南思赛商贸有限公司 ,"中标人     13455154035 ,中标人     13806417197 ",349290.0,2022-08-03,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/349100339/b2,地址山东省济南市历城区王舍人街道东都尚城5-2-2603,53 次,547.54 万,14 家
中标,合同,【山东省本级】山东体育学院山东体育学院体育管理学院虚拟仿真课程服务合同公开,,SDGP370000000202202003786,"虚拟仿真课程服务,支撑软件开发服务",298000.0,山东体育学院,学校,采购人-89655181,,,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",298000.0,2022-08-03,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/349100347/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,576 次",7.73 亿,553 家
中标,中标结果,聊城市技师学院聊城市职业技能公共实训基地智慧建造技术实训中心（智能建造虚拟仿真实训）-建筑BIM实训配套机房采购项目成交公告,,SDGP371500000202201001355_A,"计算机网络系统工程,建筑BIM实训配套机房",479220.0,聊城市技师学院,学校,,聊城市采购中心,,上海卓越睿新数码科技股份有限公司 ,"中标人     13324099062 ,中标人     18690271181 ,中标人     021-60248600 ,中标人     15986307142 ,中标人     18186861086 ",479220.0,2022-08-03,山东,聊城,,,,https://www.zhiliaobiaoxun.com/content/348770067/b2,地址上海市徐汇区钦州北路1188号1幢901、902、903、904室,"1,378 次",110.04 亿,535 家
中标,中标结果,德州职业技术学院电梯虚拟仿真设备及软件采购项目成交结果公告,,TLZBDZ-DZCG-20220707,电梯虚拟仿真设备及软件,210000.0,德州职业技术学院,学校,采购人-0534-2557077,山东通力招标有限公司,张**-13105345799,聊城市畅瑞信息技术有限公司 ,,210000.0,2022-08-02,山东,德州,,,,https://www.zhiliaobiaoxun.com/content/348577906/b2,地址山东省聊城市东昌府区柳园办事处东昌东路36号星光大厦1211室,1 次,47.92 万,1 家
中标,中标结果,山东医学高等专科学校检验虚拟仿真实训中心建设项目（2694）中标（成交）公告,,SDGP370000000202202004833,检验虚拟仿真实训中心建设项目,1189500.0,山东医学高等专科学校,学校,采购人-0539-8235084,山东三木招标有限公司,郭*-0531-82979333,中国建筑科学研究院有限公司建筑机械化研究分院 ,"中标人     13831660655 ,中标人     13785468886 ,中标人     15389455781 ,韦*     15933648632 ",1189500.0,2022-08-02,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/348448589/b2,地址廊坊市广阳区金光道61号,13 次,466.71 万,6 家
中标,合同,济南工程职业技术学院虚拟仿真实验教学中心（二期）项目合同公示,,SDGP370100000202202000781,"虚拟仿真实验教学中心二期项目,物品",1246500.0,济南工程职业技术学院,学校,采购人-0531-86385022,,,山东品创医教科技发展有限公司 ,中标人     13306412122 ,1246500.0,2022-08-02,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/348506450/b2,地址山东省济南市历城区华山街道渔洋路286号2号楼2107室,33 次,919.24 万,13 家
中标,合同,济南工程职业技术学院虚拟仿真实验教学中心（二期）项目合同公示,,SDGP370100000202202000781,"虚拟仿真实验教学中心二期项目,物品",1025000.0,济南工程职业技术学院,学校,采购人-0531-86385022,,,山东苏一光信息科技有限公司 ,"丰**     18953198507 ,中标人     15853119389 ",1025000.0,2022-08-02,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/348511866/b2,地址济南市历下区奥体西路1222号力高国际花园6号楼713,35 次,"1,214.76 万",12 家
中标,中标结果,菏泽医学专科学校中医药类虚拟仿真软件库首期建设项目中标（成交）公告,,SDGP370000000202202005877,"中医药类虚拟仿真软件库首期建设项目,中医四诊技能训练系统,特定穴学习软件",524500.0,菏泽医学专科学校,学校,采购人-0530-5925896,山东龙脉招标有限公司,吕*-0531-85866868,济南科明数码技术股份有限公司 ,"中标人     18668990895 ,中标人     15990900338 ,胡**     0531-88693898 ,范**     0531-88693897 ,陈*     18668990882 ",524500.0,2022-08-02,山东,菏泽,,,,https://www.zhiliaobiaoxun.com/content/348586182/b2,地址山东省济南市高新区舜华路2000号舜泰广场9号楼14层B区1401室,290 次,1.93 亿,102 家
中标,合同,【山东省本级】滨州医学院滨州医学院药学院虚拟仿真实验教学平台建设合同公开,,SDGP370000000202202001125,"虚拟仿真实验教学平台建设,数据库管理系统",102.0,滨州医学院,学校,,,,山东国医慧联系统集成有限公司 ,中标人     15588850058 ,102.0,2022-08-01,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/348121578/b2,地址山东省济南市高新区龙奥北路海信龙奥九号1号楼1205,36 次,"2,716.49 万",11 家
中标,合同,济南工程职业技术学院虚拟仿真实验教学中心（一期）项目合同公示,,SDGP370100000202202000905,虚拟仿真实验教学中心一期项目,990000.0,济南工程职业技术学院,学校,采购人-0531-86385022,,,济南科明数码技术股份有限公司 ,"中标人     18668990895 ,中标人     15990900338 ,胡**     0531-88693898 ,范**     0531-88693897 ,陈*     18668990882 ",990000.0,2022-08-18,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/353454750/b2,地址山东省济南市高新区舜华路2000号舜泰广场9号楼14层B区1401室,290 次,1.93 亿,102 家
中标,合同,济南工程职业技术学院虚拟仿真实验教学中心（一期）项目合同公示,,SDGP370100000202202000905,"虚拟仿真实验教学中心一期项目,物品",991000.0,济南工程职业技术学院,学校,采购人-0531-86385022,,,山东百库教育科技有限公司 ,"中标人     15953148018 ,中标人     0531-88786130 ,中标人     17753166917 ,中标人     13583027525 ,中标人     18654587200 ",991000.0,2022-08-18,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/353454656/b2,地址中国（山东）自由贸易试验区济南片区经十路7000号汉峪金谷A7-5栋13层1301-1,136 次,"9,438.15 万",48 家
中标,中标结果,山东农业大学银校合作VR思政虚拟仿真实践教学项目中标公告,,,VR思政虚拟仿真实践教学项目,0.0,中国建设银行股份有限公司泰安分行,"国有企业,银行",,北京中兴恒工程咨询有限公司,,山东达芬奇电子科技有限公司 ,"中标人     15253121121 ,张**     17806287758 ",922800.0 0.0 0.0,2022-08-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/353210139/b2,地址中国（山东）自由贸易试验区济南片区新泺大街1666号齐盛广场6号楼1920室,36 次,"1,489.31 万",19 家
中标,中标结果,山东农业大学银校合作VR思政虚拟仿真实践教学项目中标公告,,,VR思政虚拟仿真实践教学项目,0.0,中国建设银行股份有限公司泰安分行,"国有企业,银行",,北京中兴恒工程咨询有限公司,,山东钜豪机电设备有限公司 ,"中标人     13986265389 ,刘**     18953140645 ,熊*     0531-81318299 ",922800.0 0.0 0.0,2022-08-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/353210139/b2,地址山东省济南市市中区经四路11号万达广场C座811室,38 次,"3,096.67 万",18 家
中标,中标结果,山东农业大学银校合作VR思政虚拟仿真实践教学项目中标公告,,,VR思政虚拟仿真实践教学项目,0.0,中国建设银行股份有限公司泰安分行,"国有企业,银行",,北京中兴恒工程咨询有限公司,,山东一云数据科技有限公司 ,"李**     13553193986 ,陆**     18769725178 ",922800.0 0.0 0.0,2022-08-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/353210139/b2,地址山东省济南市高新区新泺大街3003号3号楼1-207,7 次,215.21 万,3 家
中标,中标结果,泰山职业技术学院工业互联网、测量实训室设备采购项目第1标包中标（成交）公告,,SDGP370900000202202000185,"工业互联网虚拟仿真实训台,工业互联网测量实训室设备",1119000.0,泰山职业技术学院,学校,采购人-0538-8628144,泰安市山水建设工程咨询有限公司,代理联系人-0538-8281000,山东星科智能科技股份有限公司 ,"中标人     0531-88881298 ,中标人     18615520800 ,中标人     18678870910 ,中标人     15169197727 ,中标人     15668366757 ",1119000.0,2022-08-15,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/352660604/b2,地址济南市高新区新泺大街786号四层,"1,204 次",94.01 亿,420 家
中标,中标结果,济南职业学院飞机虚拟仿真教室升级改造项目竞争性磋商成交公告,,JNVC-2022-0035,飞机虚拟仿真教室升级改造项目,127500.0,济南职业学院,学校,,,,国泰云天（山东）智能科技有限公司 ,,127500.0,2022-08-12,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/351546266/b2,地址中国（山东）自由贸易试验区济南片区经十路汉峪金谷A4区3栋办公楼34层1469,1 次,12.75 万,1 家
中标,合同,【山东省本级】山东水利职业学院山东水利职业学院装配式钢结构虚拟仿真实训项目合同公开,,SDGP370000000202202005930,"装配式钢结构虚拟仿真实训项目,行业应用软件",450000.0,山东水利职业学院,学校,采购人-0633-7983960,,,山东新之筑信息科技有限公司 ,"中标人     18615520863 ,中标人     13805317807 ,中标人     15650581661 ,周**     0531-88823532 ,孙*     0633-8868986 ",450000.0,2022-08-12,山东,日照,,,,https://www.zhiliaobiaoxun.com/content/351491905/b2,地址山东省济南市高新区开拓路2350号诚创大厦C区,65 次,"3,198.34 万",19 家
中标,合同,【山东省本级】山东科技大学山东科技大学马克思主义学院虚拟仿真课程视频录制合同公开,,SDGP370000000202202004466,"虚拟仿真课程视频录制,音像制作服务",49000.0,山东科技大学,学校,采购人-86057157,,,济南爆点影视传媒有限公司 ,中标人     13705408784 ,49000.0,2022-08-12,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/351564538/b2,地址山东省济南市历城区万科城市之光北区15-3-1301,3 次,5.1 万,2 家
中标,中标结果,济南工程职业技术学院虚拟仿真实验教学中心（一期）项目,,SDGP370100000202202000905,"虚拟仿真实验教学中心一期项目,专业虚拟仿真实训室建设",990000.0,济南工程职业技术学院,学校,采购人-13791136595,山东润知项目管理有限公司,"赵**-0531-88286260,代理联系人-15614656605",济南科明数码技术股份有限公司 ,"中标人     18668990895 ,中标人     15990900338 ,胡**     0531-88693898 ,范**     0531-88693897 ,陈*     18668990882 ",990000.0,2022-08-11,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/351302497/b2,地址山东省济南市高新区舜华路2000号舜泰广场9号楼14层B区1401室,290 次,1.93 亿,102 家
中标,中标结果,济南工程职业技术学院虚拟仿真实验教学中心（一期）项目,,SDGP370100000202202000905,"虚拟仿真实验教学中心一期项目,装配式建筑一站式体验馆升级改造",991000.0,济南工程职业技术学院,学校,采购人-13791136595,山东润知项目管理有限公司,"赵**-0531-88286260,代理联系人-15614656605",山东百库教育科技有限公司 ,"中标人     15953148018 ,中标人     0531-88786130 ,中标人     17753166917 ,中标人     13583027525 ,中标人     18654587200 ",991000.0,2022-08-11,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/351307692/b2,地址中国（山东）自由贸易试验区济南片区经十路7000号汉峪金谷A7-5栋13层1301-1,136 次,"9,438.15 万",48 家
中标,中标结果,潍坊护理职业学院技能虚拟训练系统及设备采购项目（标段三：基础护理虚拟仿真系统）成交结果公告,,SDGP370700000202202000376,"基础护理虚拟仿真系统,技能虚拟训练系统及设备",99800.0,潍坊护理职业学院,学校,张**-0536-3887239,山东信一项目管理有限公司,夏**-0536-8219070,上海砺熠智能科技有限公司 ,中标人     18013195018 ,99800.0,2022-08-11,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/351298785/b2,地址上海市普陀区真北路958号21幢1层1039室,5 次,85.88 万,3 家
中标,中标结果,潍坊护理职业学院技能虚拟训练系统及设备采购项目（标段四：基础护理虚拟仿真系统（设备））成交结果公告,,SDGP370700000202202000376,"基础护理虚拟仿真系统,技能虚拟训练系统及设备",399500.0,潍坊护理职业学院,学校,张**-0536-3887239,山东信一项目管理有限公司,夏**-0536-8219070,青州市科林商贸有限公司 ,"中标人     0536-3284020 ,李*     18053619811 ,中标人     18053619871 ,李*     15006688727 ",399500.0,2022-08-11,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/351298778/b2,地址青州市云门山北路1179号,68 次,"3,083.42 万",26 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",78000.0,山东工商学院,学校,,,,山东永耕达信息科技有限公司 ,中标人     15066697392 ,78000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351205131/b2,地址山东省济南市历城区西周南路55号东方广场B座211室,11 次,197.21 万,6 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,继续教育网络教学资源,跨境电商实训平台,行业应用软件开发服务,培训开发软件",320000.0,山东工商学院,学校,,,,弘成科技发展有限公司 ,"宋**     15810476355 ,中标人     18610228681 ,中标人     18513673809 ,栗**     18810803495 ,中标人     010-84186655 ",320000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351205116/b2,地址北京市东城区青龙胡同1号4层408,249 次,1.03 亿,121 家
