公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接
中标,中标结果,濮阳医学高等专科学校医学影像实验实训室一期建设项目,,濮财市直招标采购-2022-44,"DR检查技术虚拟仿真系统,医学影像实验实训室一期建设项目,CT仿真教学模拟机",0.0,濮阳医学高等专科学校,学校,饶**-16639395875,中科经纬工程技术有限公司,陈**-15939393260,"河南云泰物资有限公司
濮阳市家昌网络科技有限公司",,"1479000.0
546390.0",2022-09-29,河南,濮阳,,,,https://www.zhiliaobiaoxun.com/content/363886348/b2
中标,中标结果,郑州大学机械与动力工程学院弧线焊缝机器人运动学仿真系统采购项目,,郑大-询价-2022-0021,"弧线焊缝机器人运动学仿真系统,虚拟焊接仿真系统",382500.0,郑州大学机械与动力工程学院,学校,邓**-13613820332,,,郑州中业科技股份有限公司,中标人-15637196953,382500.0,2022-09-29,河南,,,,,https://www.zhiliaobiaoxun.com/content/363871498/b2
中标,中标结果,河南推拿职业学院针灸推拿虚拟仿真实训室建设项目-验收报告公示,,豫财招标采购-2022-502,"针灸推拿虚拟仿真实训室建设项目,中医器械设备",0.0,河南推拿职业学院,学校,杨**-65199317,,,河南德信伟业科技有限公司,李*-13937192188,0.0,2022-09-27,河南,洛阳,,,,https://www.zhiliaobiaoxun.com/content/363373639/b2
中标,中标结果,微实云服务续费（无线电探测与定位虚拟仿真实验）,,HITZG-20221642,"无线电探测与定位虚拟仿真实验,微实云服务续费",25000.0,电子与信息工程学院,学校,张*-15636009276,,,哈尔滨云铭科技发展有限公司,,25000.0,2022-09-26,河南,,,,,https://www.zhiliaobiaoxun.com/content/363168151/b2
中标,中标结果,河南农业职业学院现代农业职业教育虚拟仿真实训基地建设项目,,豫财招标采购-2022-819,"虚拟仿真实训基地建设项目,物品",2425000.0,河南农业职业学院,学校,孙*-0396-67290682,,,河南启辰信息技术有限公司,李**-0371-62186855,2425000.0,2022-09-26,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/363075534/b2
中标,中标结果,河南经贸职业学院智慧物流虚拟仿真实训基地建设项目-中标公告,,豫财招标采购-2022-957,智慧物流虚拟仿真实训基地建设项目,2529860.0,河南经贸职业学院,学校,王**-0371-86660417,河南省伟信招标管理咨询有限公司,李**-0371-60386152,河南新世纪拓普电子技术有限公司,,2529860.0,2022-09-24,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/363922052/b2
中标,中标结果,河南经贸职业学院智慧物流虚拟仿真实训基地建设项目-中标公告,,豫财招标采购-2022-957,智慧物流虚拟仿真实训基地建设项目,2529860.0,河南经贸职业学院,学校,王**-0371-86660417,河南省伟信招标管理咨询有限公司,李**-0371-60386152,河南新世纪拓普电子技术有限公司,,2529860.0,2022-09-23,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/362371777/b2
中标,中标结果,河南省儿童医院郑州儿童医院医师临床模拟教学智能化教具设备项目-中标公告,,郑财招标采购-2022-223,"上下消化道镜虚拟仿真训练设备,临床模拟教学智能化教具设备项目,腹腔镜超仿真虚拟训练设备,腹腔镜手术训练分析系统,VR麻醉危机处置训练评估系统",8606000.0,河南省儿童医院郑州儿童医院,医院,,河南省信人工程造价咨询有限公司,"刘*-0371-85515732,赵**-18695869593,张**-0371-63899156",国药控股河南股份有限公司,,8606000.0,2022-09-23,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/362317473/b2
中标,中标结果,河南物流职业学院数智财务虚拟仿真实训基地项目,,豫财磋商采购-2022-786,"数智财务虚拟仿真实训基地项目,物品",1267000.0,河南物流职业学院,学校,姜**-0371-63846170,,,河南思之源科技有限公司,李*-13462821119,1267000.0,2022-09-21,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/362034075/b2
中标,中标结果,河南物流职业学院数智财务虚拟仿真实训基地项目,,豫财磋商采购-2022-786,"数智财务虚拟仿真实训基地项目,物品,嵌入式软件,钢木台,台式计算机,桌类",378360.0,河南物流职业学院,学校,姜**-0371-63846170,,,河南创力电子有限公司,宋**-13598823301,378360.0,2022-09-21,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/362034111/b2
中标,中标结果,郑州铁路职业技术学院高速铁路行车虚拟仿真实训基地（双高校建设项目）项目-成交公告,,豫财招标采购-2022-816 1.2,"高速铁路行车虚拟仿真实训基地双高校建设项目,视频监控及录播系统,智能引导机器人,微机联锁仿真设备,乘务员自助出退勤一体机,出退勤调度台,操控台,高清激光互动投影仪,动车组车辆电子沙盘,工电供作业一体化实训系统,CTCS23系统仿真系统,供电调度指挥仿真系统,工电供MR仿真系统,动车组操作台,和谐电机车操作台,高速列车数字沙盘,行车凭证综合演练模块,基地智能管理控制系统,线路施工联合演练模块,教学管理与分析系统,实训演练项目,形部展示台,动力集中型动车组操纵台,全息机车及走形部展示,集中型动车组操纵台普速列车数,豫政采字沙盘,楼系统,岗位实训教程",13000000,郑州铁路职业技术学院,学校,王**-0371-60867917,河南英华咨询有限公司,"崔**-15936004644,石**-0371-63940338","郑州畅想高科股份有限公司
动开发区金高科股份有限公司",,"12787000
0.0",2022-09-21,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/362032218/b2
中标,中标结果,濮阳医学高等专科学校药学虚拟仿真平台建设项目,,濮财市直竞谈-2022-24,"药学虚拟仿真平台建设项目,医疗设备",556800.0,濮阳医学高等专科学校,学校,何**-16639395981,,,北京诺诚佳华教育科技有限公司,陈**-18510204499,556800.0,2022-09-20,河南,濮阳,,,,https://www.zhiliaobiaoxun.com/content/363793924/b2
中标,中标结果,郑州工业技师学院2020-2021学年高水平专业群建设项目A包智慧矿山虚拟仿真工程及网络系统提升工程扩建项目补...,,豫财招标采购-2021-541,"智慧矿山虚拟仿真工程,计算机设备及软件,高水平专业群建设项目,机房辅助设备,网络系统提升工程扩建项目",193684.0,郑州工业技师学院,学校,陈*-0371-62607030,,,郑州云鑫垚科技有限公司,程**-15010365897,193684.0,2022-09-20,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/361863769/b2
中标,中标结果,郑州轻工业大学VR虚拟仿真交互实验室项目,,豫财磋商采购-2022-435,"VR虚拟仿真交互实验室项目,仪器仪表",499000.0,郑州轻工业大学,学校,张**-0371-86608291,,,河南双之枫电子科技有限公司,李**-0371-63346616,499000.0,2022-09-19,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/361735367/b2
中标,中标结果,郑州大学土木工程学院建筑工程火灾安全虚拟仿真实验项目,,郑大-竞磋-2021-0128,"建筑工程火灾安全虚拟仿真实验项目,建筑工程火灾安全虚拟仿真试验项目",399000.0,郑州大学土木工程学院,学校,楚**-13849085012,,,北京强尼科技有限公司,中标人-13260100637,399000.0,2022-09-19,河南,,,,,https://www.zhiliaobiaoxun.com/content/361740463/b2
中标,中标结果,郑州轻工业大学VR虚拟仿真交互实验室项目,,豫财磋商采购-2022-435,"VR虚拟仿真交互实验室项目,仪器仪表",676000.0,郑州轻工业大学,学校,张**-0371-86608291,,,河南天健厚德科技有限公司,郭**-0371-63060159,676000.0,2022-09-19,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/361735366/b2
中标,中标结果,【平公资采20221009号】河南质量工程职业学院思政教育虚拟仿真教学中心提档升级项目-成交公告,,2022-08-231,虚拟仿真教学中心提档升级项目,560000.0,河南质量工程职业学院,学校,马**-0375-7668752,河南慧霖工程管理服务有限公司,"孙**-0375-6161678,孙**-19939037748",洛阳睿禾信息科技有限公司,,560000.0,2022-09-19,河南,平顶山,,,,https://www.zhiliaobiaoxun.com/content/361729910/b2
中标,中标结果,河南省研学旅行虚拟仿真实验教学实训基地建设项目成交公告,,ZZMC-2022-142,虚拟仿真实验教学实训基地建设项目,363800.0,河南大学,学校,张**-0371-22196418,河南省中安民诚工程咨询有限公司,"郑**-0371-67177749-8012,韩**-13938534949",江苏非凡智旅信息技术有限公司,,363800.0,2022-09-15,河南,开封,,,,https://www.zhiliaobiaoxun.com/content/361045124/b2
中标,中标结果,河南机电职业学院师生技能竞赛建设项目-中标公告,,豫财招标采购-2022-815,"集成电路制造虚拟仿真教学平台,激光雕刻机,制冷空调系统安装与维修实训平台,师生技能竞赛建设项目,工业机器人技术应用生产管理与控制实训系统,现代电气控制故障检测单元",0.0,河南机电职业学院,学校,王**-0371-85901013,河南安创工程招标管理有限公司,郭**-0371-86235366,"江苏汇博机器人技术股份有限公司
河南中原智信科技股份有限公司",,"2993500.0
2075280.0",2022-09-15,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/361045222/b2
中标,中标结果,河南城建学院数字建造与创新教育平台建设项目-中标公告,,豫财招标采购-2022-975,"安装工艺虚拟仿真软件,安装算量软件,BIM土建计量平台,公共政策智能场景化互动教学实训平台,Clap方案设计与决策演练沙盘对抗比赛平台软件,智慧工地软件,数字建造与创新教育平台建设项目,数字建造与创新教育平台软件,城市治理智慧创新实验室建设项目,服务器,智慧工地智能数据展示屏,字建造与创新教育平台设备",0.0,河南城建学院,学校,黄**-0375-2089067,河南慧霖工程管理服务有限公司,"孙**-0375-6161678,李**-19937556964","广联达科技股份有限公司
上海哲寻信息科技有限公司
河南明杉网络科技有限公司",,"868100.0
2467000.0
2263100.0",2022-09-15,河南,平顶山,,,,https://www.zhiliaobiaoxun.com/content/361086313/b2
中标,中标结果,郑州轻工业大学VR虚拟仿真语言实训实验室项目成交公告,,QDCS-2022-018,VR虚拟仿真语言实训实验室项目,596000.0,郑州轻工业大学,学校,石**-0371-86608098,中科高盛咨询集团有限公司,李**-0371-53626688,郑州今尚电子科技有限公司,,596000.0,2022-09-14,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/360780134/b2
中标,中标结果,河南职业技术学院智能化制造技术虚拟仿真实训基地项目-中标公告,,豫财招标采购-2022-838,"虚拟仿真体验中心项目,全过程咨询服务项目,智能化制造技术虚拟仿真实训基地项目,虚拟仿真实训教学管理及资源共享平台项目,虚拟仿真研创中心项目,产品设计仿真中心建设项目,工艺流程仿真中心资源项目,维保安全仿真中心建设项目,工艺流程仿真中心交互式一体机项目",0.0,河南职业技术学院,学校,韩**-0371-69309268,河南兴达工程咨询有限公司,李*-0371-66681093,"河南恒茂创远科技股份有限公司
国机工业互联网研究院（河南）有限公司
河南嵩铭智能科技有限公司
河南一真信息科技有限公司
河南函雨奇典电子科技有限公司
河南拓维尔科技有限公司
中创建达（广东）数据科技有限责任公司
睿通（天津）智能科技有限公司",,"2173600.0
486000.0
2178000.0
1981500.0
1782950.0
2980300.0
1286770.0
1977200.0",2022-09-14,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/360689136/b2
中标,中标结果,南阳师范学院VR虚拟仿真语言实训室建设项目-成交公告,,Nysy-竞争性磋商-2022-035,VR虚拟仿真语言实训室建设项目,916800.0,南阳师范学院,学校,张**-0377-63513796,河南恒华工程咨询有限公司,楚**-0377-60698882,河南魔力桥教育科技有限公司,,916800.0,2022-09-09,河南,南阳,,,,https://www.zhiliaobiaoxun.com/content/359430264/b2
中标,中标结果,河南科技大学“中国道路”虚拟仿真平台项目和高性能计算机项目采购项目-中标公告,,豫财招标采购-2022-627,"虚拟仿真平台项目,大屏控制器,中控台,接收发送系统,学生终端套装,包边,弧形LED大屏,千兆交换机,开关电源,高性能计算机项目,历史文物展品,大屏图形操控设备,设备监护器",770000.0,河南科技大学,学校,,河南省公共资源交易中心,"王**-0371-65915565,黄**-0379-65627683",河南亚控科技有限公司,,770000.0,2022-09-08,河南,洛阳,,,,https://www.zhiliaobiaoxun.com/content/359268697/b2
中标,中标结果,河南工业职业技术学院机电一体化技术专业国家级教师教学创新团队建设项目成交公告,,豫财磋商采购-2022-972,"虚拟仿真智能训测云平台项目,机电一体化技术专业国家级教师教学创新团队建设项目,机电工程省级技能大师工作室建设项目",0.0,河南工业职业技术学院,学校,冯**-0377-83663603,荣达工程咨询有限公司,"宋**-18537712227,宋**-0377-66965888","上海数林软件有限公司
陕西守诺电子科技有限公司",,"690000.0
783000.0",2022-09-07,河南,南阳,,,,https://www.zhiliaobiaoxun.com/content/358869134/b2
中标,中标结果,周口师范学院设计学院VR虚拟教学空间建设项目成交公告,,豫财磋商采购-2022-863,"多维视态下展陈艺术综合创意设计虚拟仿真实验系统,VR虚拟教学空间建设项目,3D沉浸式显示系统,3D交互教学管理设备,虚拟现实内容编辑器",1843500.0,周口师范学院,学校,刘**-0394-8178977,河南省教育招标服务有限公司,翟**-0371-56058513,河南天堑商贸有限公司,,1843500.0,2022-09-07,河南,周口,,,,https://www.zhiliaobiaoxun.com/content/359002957/b2
中标,中标结果,濮阳医学高等专科学校基础医学虚拟仿真实验教学中心项目-成交公告,,濮财市直竞谈-2022-27,"基础医学虚拟仿真实验教学中心项目,软硬件设备",1143600.0,濮阳医学高等专科学校,学校,饶**-16639395875,河南省机电设备招标股份有限公司,"李**-15738813757,李**-0371-65928010",河南星宇数字科技有限公司,,1143600.0,2022-09-06,河南,濮阳,,,,https://www.zhiliaobiaoxun.com/content/358628074/b2
中标,中标结果,河南大学虚拟仿真实验教学平台项目-成交公告,,豫财磋商采购-2022-874,"虚拟仿真实验教学平台项目,虚拟仿真实验教学平台采购及安装",1719000.0,河南大学,学校,张**-0371-22196418,恒信咨询管理有限公司,"李**-0371-86688490-630,刘**-0371-55056160",河南恒茂创远科技股份有限公司,,1719000.0,2022-09-05,河南,开封,,,,https://www.zhiliaobiaoxun.com/content/358372769/b2
中标,中标结果,黄淮学院2022013—生物医药虚拟仿真开放实验平台建设（货物）-成交公告,,驻政采购-2022-06-52,"生物医药虚拟仿真开放实验平台建设,三维清香型白酒发酵虚拟仿真软件",993760.0,黄淮学院,学校,张**-13103666100,驻马店市公共资源交易中心,"王**-0396-2609221,史**-0396-2609220",河南圣方科技有限公司,,993760.0,2022-09-02,河南,驻马店,,,,https://www.zhiliaobiaoxun.com/content/357671534/b2
中标,中标结果,河南护理职业学院针推虚拟仿真实训室建设项目-中标公告,,豫财招标采购-2022-716,"针推虚拟仿真实训室建设项目,实训室升级改造,多媒体中控器,主动式3D眼镜,VR眼镜一体机,学生桌椅,功放,电路改造,音箱,路由器,交换机,教室智能管理系统,教师讲台和座椅,智能充电柜,VR针灸实训教学软件,VR推拿实训教学软件,教师端VR电脑,小间距全彩3DLED显示屏",1720000.0,河南护理职业学院,学校,刘**-0372-5365893,中经国际招标集团有限公司,马**-18439210401,河南水云间信息科技有限公司,,1720000.0,2022-09-02,河南,安阳,,,,https://www.zhiliaobiaoxun.com/content/357847314/b2
中标,中标结果,河南质量工程职业学院智能建造虚拟仿真实训基地建设项目-成交公告,,HLZB-2022211,智能建造虚拟仿真实训基地建设项目,298500.0,河南质量工程职业学院,学校,马**-0375-7668752,汇龙工程咨询有限公司,"平顶山分公司-15638666568,周*-18637590607",河南信之诺机电设备有限公司,,298500.0,2022-09-01,河南,平顶山,,,,https://www.zhiliaobiaoxun.com/content/357203538/b2
中标,中标结果,河南建筑职业技术学院测绘地理信息类专业群虚拟仿真实训基地建设项目成交公告,,豫财磋商采购-2022-597,虚拟仿真实训基地建设项目,1526800.0,河南建筑职业技术学院,学校,"马**-0371-67875037,朱**-0371-67875086",中恒诚远项目管理有限公司,李**-16692120569,广州南方测绘科技股份有限公司,,1526800.0,2022-08-31,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/356996002/b2
中标,中标结果,周口师范学院智能电网变电站虚拟仿真实验室建设项目-成交公告,,豫财磋商采购-2022-816,"智能电网变电站虚拟仿真实验室建设项目,智能电网变电站实训虚拟仿真实验平台,电力设备操作及检修虚拟仿真实训软件",1397000.0,周口师范学院,学校,刘**-0394-8178977,河南省教育招标服务有限公司,翟**-0371-56058513,睿策（河南）智能科技有限公司,,1397000.0,2022-08-31,河南,周口,,,,https://www.zhiliaobiaoxun.com/content/356901505/b2
中标,中标结果,洛阳职业技术学院生物化学实训室建设项目-成交公告,,洛采竞磋-2022-152,"生物化学虚拟仿真系统,PCR基因扩增仪,生物化学实训室建设项目,凝胶成像系统",696900.0,洛阳职业技术学院,学校,吕**-0379-63189610,东虹建设工程招标代理有限公司,代**-0379-63333611,河南莱帕克物联装备技术有限公司,,696900.0,2022-08-29,河南,洛阳,,,,https://www.zhiliaobiaoxun.com/content/356365934/b2
中标,中标结果,平顶山学院省级虚拟仿真实验教学建设服务项目A包（二次）竞争性磋商成交公告,,PXY2022-XXJWC-FW01,虚拟仿真实验教学建设服务项目,165800.0,平顶山学院,学校,李**-0375-2657628,,,河南众诚信息科技股份有限公司,,165800.0,2022-08-25,河南,平顶山,,,,https://www.zhiliaobiaoxun.com/content/355298151/b2
中标,中标结果,郑州旅游职业学院智慧旅游虚拟仿真实验实训中心项目-中标公告,,郑财招标采购-2022-182,智慧旅游虚拟仿真实验实训中心项目,3358000.0,郑州旅游职业学院,学校,国有资产中心-0371-61130307,河南万为项目咨询管理有限公司,"张**-0371-61630303,张*-15890624891",北京云上养康教育科技有限公司,,3358000.0,2022-08-25,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/355305715/b2
中标,中标结果,河南水利与环境职业学院智慧节水灌溉工程实训基地项目-成交公告,,豫财磋商采购-2022-110,"节水灌溉规划设计虚拟仿真软件及教具,喷头,UPVC管,供水水箱,智慧节水灌溉工程实训基地项目,水位控制模块,中控云平台,智能灌溉沙盘展台结构框架,集成泵房,控制箱,节水灌溉工程施工虚拟仿真软件及教具,节水灌溉管道拼接虚拟仿真软件及教具",1489020.0,河南水利与环境职业学院,学校,魏**-0371-68682241,河南省政通招标有限公司,"侯**-0371-88906060,侯**-0371-88905656",中国农业科学院农田灌溉研究所,,1489020.0,2022-08-25,河南,驻马店,,,,https://www.zhiliaobiaoxun.com/content/355218549/b2
中标,中标结果,新安县职业高级中学新安职高教学平台与实训软件建设项目-中标公告,,新安政采公开-2022-46,"医学解剖虚拟仿真系统,数控专业实训软件,智慧教学与资源库平台系统,教学平台与实训软件建设项目",0.0,新安县职业高级中学,学校,李**-13938828811,河南盛地工程管理有限公司,张**-0379-63263626,"河南创力电子有限公司
上海众茂医疗科技有限公司
河南亿邦科教设备有限公司",,"1383100.0
1399480.0
1296000.0",2022-08-22,河南,洛阳,,,,https://www.zhiliaobiaoxun.com/content/354485070/b2
中标,中标结果,新安职高教学平台与实训软件建设项目中标公告,,新安政采招标(2022)0216号,"医学解剖虚拟仿真系统,数控专业实训软件,智慧教学与资源库平台系统,教学平台与实训软件建设项目",0.0,新安县职业高级中学,学校,李**-13938828811,河南盛地工程管理有限公司,张**-0379-63263626,"河南创力电子有限公司
上海众茂医疗科技有限公司
河南亿邦科教设备有限公司",,"1383100.0
1399480.0
1296000.0",2022-08-22,河南,洛阳,,,,https://www.zhiliaobiaoxun.com/content/361419891/b2
中标,中标结果,郑州信息科技职业学院计算机网络技术创新团队建设项目成交结果公告,,豫财磋商采购-2022-736,"5G基站天线搭建悬挂和调整虚拟仿真实验项目,数据分析,课程资源制作,数据库技术,Python程序设计,计算机网络技术创新团队建设项目,Linux操作系统,综合布线虚拟仿真实训项目,计算机电路基础虚拟仿真实训项目,音视频制作习题,爬虫技术",0.0,郑州信息科技职业学院,学校,赵**-19545653080,河南招标采购服务有限公司,冯**-0371-65993522,"郑州博安贸易有限公司
武汉万域动力科技有限公司",,"1065600.0
897960.0",2022-08-18,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/353466614/b2
中标,中标结果,河南水利与环境职业学院水利水电工程虚拟仿真实训中心项目-成交公告,,豫财磋商采购-2022-116,水利水电工程虚拟仿真实训中心项目,3188688.0,河南水利与环境职业学院,学校,魏**-0371-68682241,河南豫信招标有限责任公司,"周**-0371-61311902,沈*-0371-69092276",湖南惟楚科教股份有限公司,,3188688.0,2022-08-17,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/353088018/b2
中标,中标结果,郑州大学第一附属医院医用设备、配件采购项目成交结果公示(2022年8月11日),,ZDYFYCGC2022-319,"胃大部切除虚拟仿真设备,人体成分分析仪,超声骨密度仪,氩气高频电刀,黄疸仪,红外辐照治疗装置,便携式耳声发射测试仪,妇科检查床,血液透析机单泵,自动化腹膜透析机,脉搏波速度测定系统,自动气压止血带,医用设备配件,儿童综合发展评价系统,体感诱发电位刺激仪,真空清洗机,减压沸腾清洗消毒机,儿童营养综合监测系统,老年综合评估系统,新生儿黄疸监测仪,高压注射器,呼吸机,超低温冰箱,全数字彩色超声监视宫腔手术仪,动力刨削手柄,彩色打印复印自动装订一体机,脊柱微创手术器械,医用设备及配件,卵圆直蓝钳,高清关节镜镜头,红外热疗仪,液压输液架,血液透析滤设备,手术床,胸腰椎微创通道手术器械,全数字彩色超声可视人流机,骨科关节镜用光纤",0.0,郑州大学第一附属医院,医院,,郑州大学第一附属医院采供处,,"郑州中宪之达商贸有限公司
上海乐予贸易商行",,"0.0
0.0",2022-08-16,河南,,,,,https://www.zhiliaobiaoxun.com/content/363310103/b2
中标,中标结果,许昌电气职业学院虚拟仿真综合实训基地建设项目,,许采-2022-475,"虚拟仿真综合实训基地建设项目,物品",1550000.0,许昌电气职业学院,学校,张*-13837450177,,,深圳市同立方科技有限公司,叶**-18806665055,1550000.0,2022-08-15,河南,许昌,,,,https://www.zhiliaobiaoxun.com/content/352603023/b2
中标,中标结果,商丘医学高等专科学校超声虚拟仿真教学中心项目,,商财采招-2021-96,"超声虚拟仿真教学中心项目,医疗设备",2662000.0,商丘医学高等专科学校,学校,,,,河南恒茂创远科技股份有限公司,王**-15136427316,2662000.0,2022-08-12,河南,商丘,,,,https://www.zhiliaobiaoxun.com/content/351454031/b2
中标,中标结果,河南物流职业学院数智财务虚拟仿真实训基地项目-成交公告,,豫财磋商采购-2022-786,"数智财务虚拟仿真实训基地项目,实训室建设,软件建设",0.0,河南物流职业学院,学校,,河南誉佳工程咨询有限公司,"杨**-0371-55502807,杨**-15537126567,杨**-13633818535","河南思之源科技有限公司
河南创力电子有限公司",,"1267000.0
378360.0",2022-08-12,河南,新乡,,,,https://www.zhiliaobiaoxun.com/content/351490756/b2
中标,中标结果,周口师范学院猪口蹄疫疫苗制备与检测虚拟仿真教学实验室建设项目成交结果公告,,周师磋商-2022-1009,猪口蹄疫疫苗制备与检测虚拟仿真教学实验室建设项目,457800.0,周口师范学院,学校,刘**-0394-8178977,中路方圆工程咨询有限公司,罗**-0371-55058751,北京润尼尔网络科技有限公司,,457800.0,2022-08-12,河南,周口,,,,https://www.zhiliaobiaoxun.com/content/351549279/b2
中标,中标结果,河南科技大学“中国道路”虚拟仿真平台项目和高性能计算机项目采购项目-中标公告,,豫财招标采购-2022-627,"虚拟仿真教学平台,工业空调,高性能并行计算机,虚拟平台,教学系统,并行计算节点,虚拟仿真平台项目,高性能计算机项目,中国道路数字化漫游教学馆,虚拟仿真精品示范项目技术服务,虚拟仿真教学VR眼镜,大屠杀史料虚拟展示平台,行走平台互动VR资源包,点位机房管理",0.0,河南科技大学,学校,,河南省公共资源交易中心,"王**-0371-65915565,黄**-0379-65627683","郑州新马科技有限公司
河南玄德电子科技有限公司
中国道路数字化漫游教学馆",,"639800.0
627000.0
0.0",2022-08-12,河南,洛阳,,,,https://www.zhiliaobiaoxun.com/content/351581189/b2
中标,中标结果,河南农业职业学院现代农业职业教育虚拟仿真实训基地建设项目-中标公告,,豫财招标采购-2022-819,,0.0,河南农业职业学院,学校,,,,,,,2022-08-12,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/351511867/b2
中标,中标结果,南阳师范学院5G虚拟仿真实训室项目竞争性磋商采购结果公示,,Nysy-竞争性磋商-2022-023,5G虚拟仿真实训室项目,605600.0,南阳师范学院,学校,"张**-0377-63513796,张**-0377-000000",南阳建设工程招标代理中心,郑**-15537706850,河南麦瑞克电子科技有限公司,,605600.0,2022-08-11,河南,南阳,,,,https://www.zhiliaobiaoxun.com/content/351315122/b2
中标,中标结果,ZFCG-G2022043-1号许昌电气职业学院“许昌电气职业学院虚拟仿真综合实训基地建设项目(不见,,许采-2022-475 2,"虚拟仿真综合实训基地建设项目,虚拟仿真综合实训设备",0.0,许昌电气职业学院,学校,李**-13733612696,许昌市政府采购服务中心,李**-0374-2968687,,,,2022-08-10,河南,许昌,,,,https://www.zhiliaobiaoxun.com/content/350972565/b2
中标,中标结果,ZFCG-G2022043-1号许昌电气职业学院“许昌电气职业学院虚拟仿真综合实训基地建设项目(不见面开标)”中标结果...,,许采-2022-475,"虚拟仿真综合实训基地建设项目,虚拟仿真综合实训设备",0.0,许昌电气职业学院,学校,李**-13733612696,许昌市政府采购服务中心,李**-0374-2968687,,,,2022-08-10,河南,许昌,,,,https://www.zhiliaobiaoxun.com/content/350888565/b2
中标,中标结果,鹤壁职业技术学院装饰设计VR虚拟仿真信息化平台建设项目-成交公告,,鹤财磋商采购-2022-47,装饰设计VR虚拟仿真信息化平台建设项目,793800.0,鹤壁职业技术学院,学校,岳**-13839229308,河南东森工程管理有限公司,李**-15303922945,河南联之顺电子科技有限公司,,793800.0,2022-08-10,河南,鹤壁,,,,https://www.zhiliaobiaoxun.com/content/350861826/b2
中标,中标结果,信阳师范学院虚拟仿真语言实训中心项目-成交公告,,豫财磋商采购-2022-729,"虚拟仿真语言实训中心项目,VR语言翻译情景教学实训系统,VR跨文化交际情景教学实训系统,VR英语演讲情景教学实训系统,VR国际会议口译仿真实训系统,VR模拟联合国会议口译虚拟仿真实训系统",1987600.0,信阳师范学院,学校,徐**-0376-6392826,河南省教育招标服务有限公司,王**-0371-56058517,信阳市金麦电子有限公司,,1987600.0,2022-08-10,河南,信阳,,,,https://www.zhiliaobiaoxun.com/content/350980253/b2
中标,中标结果,ZFCG-G2022043-1号许昌电气职业学院“许昌电气职业学院虚拟仿真综合实训基地建设项目(不见面开标)”-评标公示,,ZFCG-G2022043-1号,"虚拟仿真实训系统,实训装置,通信嵌入式实验室设备,监控虚实一体化实训室设备,实验平台建设项目,虚拟仿真综合实训基地建设项目",1580000.0,广州科技贸易职业学院,学校,,,,深圳市同立方科技有限公司,中标人-0755-28245090,1580000.0,2022-08-10,河南,许昌,,,,https://www.zhiliaobiaoxun.com/content/350918832/b2
中标,中标结果,平顶山学院省级虚拟仿真实验教学建设服务项目竞争性磋商成交公告,,PXY2022-XXJWC-FW01,虚拟仿真实验教学建设服务项目,0.0,平顶山学院,学校,李**-0375-2657628,,,"河南恒茂创远科技股份有限公司
上海慧凝信息科技有限公司",,"142000.0
118000.0",2022-08-09,河南,平顶山,,,,https://www.zhiliaobiaoxun.com/content/350633882/b2
中标,中标结果,河南质量工程职业学院果酒生产技术虚拟仿真实训基地项目竞争性谈判结果公告,,XHF-ZB20220058,果酒生产技术虚拟仿真实训基地项目,299500.0,河南质量工程职业学院,学校,马**-0375-7668752,新恒丰咨询集团有限公司,田**-0375-2337797,北京欧贝尔软件技术开发有限公司,,299500.0,2022-08-08,河南,平顶山,,,,https://www.zhiliaobiaoxun.com/content/350373021/b2
中标,合同,河南工学院智慧物流虚拟仿真实验室项目合同,,豫财招标采购-2022-297,"智慧物流虚拟仿真实验室项目,行业应用软件",1295000.0,河南工学院,学校,,,,河南瀚思文电子科技有限公司,朱*-13673369070,1295000.0,2022-08-07,河南,新乡,,,,https://www.zhiliaobiaoxun.com/content/350024408/b2
中标,中标结果,河南交通职业技术学院建筑工程智能建造虚拟仿真实训基地项目,,豫财招标采购-2022-350,"虚拟仿真实训基地项目,教学专用仪器",4409000.0,河南交通职业技术学院,学校,李**-0371-60868460,,,河南建科软件技术有限公司,张**-13613714780,4409000.0,2022-08-04,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/349136981/b2
