公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接
中标,合同,芜湖职业技术学院2021年教务处共享虚拟仿真教学中心项目合同备案,,WH01CG2021HW3305,"虚拟仿真教学中心项目,虚拟现实操作一体机",4977000.0,芜湖职业技术学院,学校,采购人-0553-5775826,,,上海曼恒数字技术股份有限公司,中标人-021-31266999,4977000.0,2022-03-11,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/340851782/b2
中标,中标结果,阜阳技师学院新职业技能大赛连锁经营管理师及世赛货运代理实训室建设项目成交结果公告,,FY2022JC0012,"虚拟仿真软件,综合布线,地面处理,吊顶造型,墙面处理,吸顶式空调,服务器,室内软装,营运沙盘博弈软件,监控系统,会议桌,千兆交换机,机柜,货运代理软件,比赛场地装修,货运代理实训室建设项目,电脑终端及配套座椅,货运代理赛事模拟训练资源库",1301880.0,安徽阜阳技师学院,学校,采购人-0558-2261522,安徽欣安工程建设项目管理有限公司,夏**-18955806121,安徽索迪信息科技有限公司,,1301880.0,2022-03-11,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/340853283/b2
中标,中标结果,2021年安徽省职业院校技能大赛设备第5包中标（成交）结果公告,,2022BFAHD00101,"5G全网建设与优化虚拟仿真教学系统,技能大赛设备项目,5G全网部署与优化仿真教学系统",119600.0,安徽电子信息职业技术学院,学校,采购人-0552-3172988,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645",安徽大科有道信息技术有限公司,,119600.0,2022-02-23,安徽,蚌埠,,,,https://www.zhiliaobiaoxun.com/content/362047636/b2
中标,中标结果,安徽医学高等专科学校内科护理虚拟仿真系统建设中标（成交）结果公告,,2022BTAFZ00096,内科护理虚拟仿真系统建设,184900.0,安徽医学高等专科学校,学校,采购人-0551-63862143,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645",厦门立方幻境科技有限公司,,184900.0,2022-02-17,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/317043959/b2
中标,中标结果,阜阳市职业技术学校二期导游实训室设备采购项目（二次）成交公告-阜阳市颍东区人民政府,,YD2021FS1301-1-重1,"三维虚拟仿真场景教学资源库系统,导游实训室设备,360度全景视频教学资源库系统",569500.0,阜阳市颍东区教育局,政府及事业单位,冯**-0558-2272905,安徽万月项目咨询管理有限公司,王*-18505586315,合肥市德劭仪器设备有限公司,,569500.0,2022-02-11,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/337042567/b2
中标,中标结果,2021年安徽省职业院校技能大赛设备,,2022BFAHD00101,"5G全网建设与优化虚拟仿真教学系统,物联网实训工位,电子产品设计及制作实训平台,大数据实训管理系统,智能硬件系列电路功能板实训套装,虚拟现实工程技术实训系统,技能大赛设备,工业互联网接入装置实训台",0.0,安徽电子信息职业技术学院,学校,采购人-0552-3172988,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645","安徽竞拓信息科技有限公司
合肥凌翔信息科技有限公司
合肥泰格网络技术有限公司
安徽大科有道信息技术有限公司
安徽天展网络科技有限公司",,"84500.0
143500.0
195500.0
119600.0
195200.0",2022-02-11,安徽,蚌埠,,,,https://www.zhiliaobiaoxun.com/content/338459172/b2
中标,中标结果,安徽财贸职业学院东校区产教融合实训中心第3包中标（成交）结果公告,,2021BFAHZ02699,"智慧冷链物流VR虚拟仿真软件,实训中心",3682800.0,安徽财贸职业学院,学校,采购人-18956007505,安徽省政府采购中心,"杜**-0551-66223733,周**-66223645,李*-66223646,李*-0551-66223645",安徽行远数字科技有限公司,,3682800.0,2022-02-10,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/317010956/b2
中标,中标结果,合肥职业技术学院数字化校园三期建设第1包老年照护虚拟仿真创新实践中心中标（成交）结果公告,,2021BFFHZ02930,"老年照护虚拟仿真创新实践中心,数字化校园三期建设,虚拟仿真VR实验教学平台",2593100.0,合肥职业技术学院,学校,李*-0551-82364316,合肥市政府采购中心,"刘*-0551-66223923,周**-0551-66223865,鲁*-0551-66223645,刘*-0551-66223922",英飞拓（杭州）信息系统技术有限公司,,2593100.0,2022-01-27,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/362073658/b2
中标,合同,安徽医科大学国家级实验教学示范中心建设（基础医学、临床医学和虚拟仿真）项目（第6包）合同公告,,340000211205017001401,"虚拟仿真,临床医学,基础保障性项目经费,实验教学示范中心建设基础医学",1197880.0,安徽医科大学,学校,采购人-0551-65167852,,,合肥麦蒂医学科技有限公司,中标人-15209889969,1197880.0,2022-01-24,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339274491/b2
中标,中标结果,安徽省某学校虚拟仿真思政课体验教学中心二期采购项目_中选结果公示,,,虚拟仿真思政课体验教学中心,0.0,中移系统集成有限公司,民营企业,,中国邮电器材集团有限公司,,合肥九体数字科技有限责任公司,,0.0,2022-01-19,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/260466494/b2
中标,中标结果,安徽电子信息职业技术学院2021年安徽省职业院校技能大赛设备单一来源公示,,,"5G全网建设与优化虚拟仿真教学系统,物联网实训工位,大数据实训管理系统,电子产品设计与制作赛项设备,物联网技术应用大赛设备,虚拟现实VR设计与制作设备,技能大赛设备,5G站点工程仿真系统,工业互联网技术与应用大赛设备,5G全网建设技术大赛设备,电子产品芯片级检测维修与数据恢复大赛训练设备",1834600.0,安徽电子信息职业技术学院,学校,,,,"合肥凌翔信息科技有限公司
合肥泰格网络技术有限公司",,"0.0
0.0",2022-01-12,安徽,,,,,https://www.zhiliaobiaoxun.com/content/305639713/b2
中标,中标候选人,安徽省某学校虚拟仿真思政课体验教学中心二期采购项目_中选候选人公示,,,虚拟仿真思政课体验教学中心,0.0,中移系统集成有限公司,民营企业,,中国邮电器材集团有限公司,,合肥九体数字科技有限责任公司,,0.0,2022-01-07,安徽,,,,,https://www.zhiliaobiaoxun.com/content/322794963/b2
中标,中标结果,合肥职业技术学院数字化校园三期建设,,2021BFFHZ02930,"老年照护虚拟仿真创新实践中心,数字化校园三期建设项目,虚拟仿真VR实验教学平台",2614500.0,合肥职业技术学院,学校,李*-0551-82364316,"合肥市政府采购中心,安徽合肥公共资源交易中心","刘*-0551-66223923,周**-0551-66223865,鲁*-0551-66223645,刘*-0551-66223922",英飞拓（杭州）信息系统技术有限公司,中标人-18667106189,2593100.0,2022-01-06,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/314509435/b2
中标,中标结果,淮南师范学院2022年2月至3月政府采购意向,,,"人体3D运动解剖学虚拟仿真实验室所需软硬件,服务器,PH计,水浴锅,电脑设备,技术服务,教学一体机,展示柜,万用表,教师椅,学生桌,学生显示器,实验桌,资料柜,教师机,教师计算机,坐位体前屈测试仪,学生终端,人工气候箱,生化培养箱,直流稳压电源,烘箱,电脑椅,学生机,数字示波器,立定跳远测试仪,引体向上测试仪,仰卧起坐测试仪,非线性编辑系统,灭菌锅,实训台,起跑器,无线头戴话筒,函数信号发生器,网球柱,系统控制软件,频谱分析仪,全能机外置切换面板,中国优秀硕士学位论文全文数据库,更换电脑,电钢琴房设备,任意波信号发生器,计算机机房,数码电钢琴,灯光改造,科研专用设备,电钢琴设备,水泥净浆搅拌机,排球柱,教师主控台,激光雕刻切割机,耳机话筒,中国博士学位论文全文数据库,中国重要会议论文全文数据库,天平,实木凳,电动搅拌器,吸顶式空调,开发板,LCR测试仪,导热系数测定仪,全温振荡培养箱,液体比汽化热测量仪,无线扩音设备,深度学习工作站,水泥细度负压筛析仪,局域网搭建,学生信号控制器,基础处理,机器视觉教学实验平台,实训工具,激光粒度分布仪分析系统,智能蠕动泵,主控箱,教师信号控制器,公共机房建设项目,悬浮拼接地板,期刊个刊,国际会议论文全文数据库,金属热膨胀系数测定仪,实验室专用桌椅,大学生体质测试设备,空气绝热指数测定仪,混凝土碱骨料试验箱,语音室改建项目,电子资源购置项目,传感器实验板,语音主控机,多媒体教学软件,无线领夹话筒,静电地板,操作台,无线麦克,蓝牙音响,功放,柜式空调,音响设备,施工及辅材,高性能图形工作站,音箱,网络机柜,冰箱,纸质图书,体视显微镜,投影仪,台式电脑,系统集成,笔记本电脑,激光打印机,智慧黑板,交换机,手球球门,实训室线路改造,篮球场地悬浮地板,专业语音软件,电脑圆桌,系统保护软件,耐酸碱高压反应釜,普通物理实验室建设项目,室外运动悬浮地板,电梯2台及安装调试,悬吊挡网,琴房管理系统建设项目,机器视觉技术开发套件,机械转台,跨境电商仿真实训平台建设项目,生物工程实验中心建设项目,环水式真空泵,多功能演播室改造项目,改造多功能演播室,直播演播一体机,改建语音室,量化金融实训中心建设项目,量化金融教学研用一体化平台设备,化工与材料实验中心建设项目,更新增补化工与材料实验中心仪器设备,激光原理与技术实验室建设项目,更新激光原理与技术实验室设备,激光工程实训平台,气体激光原理与技术综合实验平台,更新补充普通物理实验设备,3D人体运动解剖生理学实验室建设项目,3dbody教学平台,学生体质健康管理云平台,机器人视觉感知实验室建设项目,机器人视觉感知实验室设备,仪器移动工作桌,传感器与检测技术实验室建设项目,扩建传感器与检测技术实验室所需设备,传感器与测试控制系统,科研通用设备项目,增补生物工程实验中心基础教学设备,PCR仪,悬浮拼装地板及其相关设备",250000.0,淮南师范学院,学校,,,,,,,2022-01-06,安徽,淮南,,,,https://www.zhiliaobiaoxun.com/content/322547402/b2
中标,合同,关于池州职院大数据智能财务虚拟仿真实训中心项目的合同CZB42021256-A1,,CZB42021256,大数据智能财务虚拟仿真实训中心项目,1223000.0,池州职业技术学院,学校,罗**-18956678891,,,安徽省劢荣信息技术有限公司,中标人-13855136753,1223000.0,2022-01-05,安徽,池州,,,,https://www.zhiliaobiaoxun.com/content/327442643/b2
中标,中标结果,安徽明生恒卓科技有限公司2021年12月第一批公开招标项目,,AH21-MSHZ12-ZB001-02,"虚拟仿真库,展台,形象墙,灯带,展厅装修,定制品,说明牌,立体字,亚克力罩,乳胶漆,可视化编辑器,管理配电图数维护管理,图形维护服务块建设工作,等功能模,运维管理终端应用端开发线缆布局,物资",0.0,安徽明生恒卓科,其他,,安徽明生电力投资集团有限公司招标分公司,"汪*-0551-69128522,王*-0551-69128161",安徽明生恒卓科技有限公司,魏*-0551-63884371,0.0,2021-12-30,安徽,,,,,https://www.zhiliaobiaoxun.com/content/321610413/b2
中标,中标结果,阜阳幼儿师范高等专科学校虚拟仿真实训室建设项目成交结果公告,,FY2021JC1463,虚拟仿真实训室建设项目,789500.0,阜阳幼儿师范高等专科学校,学校,柳**-15551383390,中科经纬工程技术有限公司,丁*-13855801151,安徽卷云信息技术有限公司,,789500.0,2021-12-28,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/339551289/b2
中标,中标结果,安徽建筑大学电除尘器除尘效率测定虚拟仿真实验室建设项目成交公告,,AHJD2156J,电除尘器除尘效率测定虚拟仿真实验室建设项目,118500.0,安徽建筑大学,学校,采购人-0551-63828052,大洲设计咨询集团有限公司,汪*-18119770508,北京象新力科技有限公司,,118500.0,2021-12-28,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/294055403/b2
中标,中标结果,安徽医科大学国家级实验教学示范中心建设（基础医学、临床医学和虚拟仿真）项目（第6包）中标（成交）结果公告,,FSCG2021-01335,"虚拟仿真,实验教学示范中心建设,基础医学临床医学,智能标准化病人问诊模拟训练系统,ESP机能学整合式综合案例实验教学系统",1197880.0,安徽医科大学,学校,采购人-0551-65167852,安徽省招标集团股份有限公司,"代理联系人-13739228910,余**-0551-62220252",合肥麦蒂医学科技有限公司,,1197880.0,2021-12-22,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339544511/b2
中标,中标结果,池州职院大数据智能财务虚拟仿真实训中心项目中标通知书,,,大数据智能财务虚拟仿真实训中心项目,0.0,池州职院,政府及事业单位,,,,,,,2021-12-21,安徽,池州,,,,https://www.zhiliaobiaoxun.com/content/312354632/b2
中标,中标结果,阜阳幼儿师范高等专科学校功能教室项目及阜阳幼儿师范高等专科学校虚拟仿真实训室项目监理成交公告,,JK2021FS1207,"虚拟仿真实训室项目监理,监理项目,功能教室项目",0.0,阜阳幼儿师范高等专科学校,学校,柳**-15551383390,中科经纬工程技术有限公司,丁*-13855801151,安徽三少项目管理有限公司,,0.0,2021-12-21,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/320128072/b2
中标,合同,合肥师范学院中小学理化生虚拟仿真实验室设备采购项目采购合同,,2021BFAHZ02660,"理化生虚拟仿真实验室设备,网络设备",599800.0,合肥师范学院,学校,吴**-0551-63676005,,,安徽合华信息科技有限公司,中标人-0551-62871068,599800.0,2021-12-21,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/327491620/b2
中标,中标结果,合肥师范学院中小学理化生虚拟仿真实验室设备采购中标（成交）结果公告,,2021BFAHZ02660,"理化生虚拟仿真实验室设备,智慧黑板",599800.0,合肥师范学院,学校,吴**-0551-63676005,安徽省政府采购中心,李*-0551-66223645,安徽合华信息科技有限公司,,599800.0,2021-12-16,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/343883666/b2
中标,中标结果,池州职院大数据智能财务虚拟仿真实训中心项目(CZB42021256)的成交/中标公告,,CZB42021256,大数据智能财务虚拟仿真实训中心项目,1223000.0,池州职业技术学院,学校,许**-13856602305,黄山市裕恒招标代理有限公司,陈*-17805591006,安徽省劢荣信息技术有限公司,,1223000.0,2021-12-16,安徽,池州,,,,https://www.zhiliaobiaoxun.com/content/327495982/b2
中标,合同,池州职院大数据智能财务虚拟仿真实训中心项目开标记录,,,大数据智能财务虚拟仿真实训中心项目,0.0,池州职院,政府及事业单位,,,,,,,2021-12-16,安徽,池州,,,,https://www.zhiliaobiaoxun.com/content/312346120/b2
中标,合同,皖西卫生职业学院虚拟仿真实验教学平台项目采购合同,,LACGXHT2021-005079,虚拟仿真实验教学平台项目,500000.0,皖西卫生职业学院,学校,,,,安徽新华传媒股份有限公司,,500000.0,2021-12-15,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/316631789/b2
中标,中标结果,皖西卫生职业学院虚拟仿真实验教学平台项目,,FZ-20211011,虚拟仿真实验教学平台项目,500000.0,皖西卫生职业学院,学校,采购人-0564-3380801,,,成都泰盟软件有限公司,中标人-028-85445498,492000.0,2021-12-14,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/322881429/b2
中标,合同,【市直区】【合同信息】皖西卫生职业学院虚拟仿真实验教学平台项目[合同信息],,FZ-20211011,虚拟仿真实验教学平台项目,500000.0,皖西卫生职业学院,学校,采购人-0564-3380801,,,成都泰盟软件有限公司,中标人-028-85445498,492000.0,2021-12-14,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/316058528/b2
中标,中标结果,安徽明生恒卓科技有限公司2021年12月第二批采购项目,,AH21-MSHZ12-FZB002-02,"虚拟仿真库和可视化编辑,形象墙,绝缘穿刺线夹,灯带,说明牌,综合管廊项目,立体字,亚克力罩,电力交易,乳胶漆,息系统运维,物资调配平台,数据智能分析,调度量测数据区FTP,视频会议设施运维服务,低压台区设备的安装调,低试辅助服务,数据中台数据项目,地点输变电状态监测,接引线金具,异常数据治理项目,运检管控系统,调度云系统,配网图模一致性治理分析核查,非结构化数据存储服务开发,入廊工程监测系统开发地点平台数据接口开发服务,展台,压台区设备调试辅助服务项目,数据智能分展示技术支持服务项目,析及智能图谱展示技术支持服,职工健康管理数据中心技术服项目,试验设备监测产品类目,展厅装修主项目",0.0,安徽明生恒卓科技有限公司,民营企业,魏*-0551-63884371,安徽明生电力投资集团有限公司招标分公司,"汪*-0551-69128522,王*-0551-69128161",安徽明生恒卓,,0.0,2021-12-13,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/315424482/b2
中标,中标结果,芜湖职业技术学院虚拟仿真教学中心项目,,WH01CG2021HW3305,"虚拟仿真教学中心项目,教学实训用电脑",0.0,芜湖职业技术学院,学校,采购人-0553-5775826,安徽鼎信项目管理股份有限公司,"王*-0553-5897716,周*-18955366142",江苏新年华电子科技有限公司,,0.0,2021-12-10,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/355104781/b2
中标,废标公告,芜湖职业技术学院2021年教务处共享虚拟仿真教学中心项目评标流标公告,,WH01CG2021HW3305,"虚拟仿真教学中心项目,教学实训用电脑",0.0,芜湖职业技术学院,学校,采购人-0553-5775826,安徽鼎信项目管理股份有限公司,"王*-0553-5897716,周*-18955366142",江苏新年华电子科技有限公司,,0.0,2021-12-10,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/356429712/b2
中标,中标结果,安徽科技学院农产品加工重点学科平台建设,,2021BFAHZ02614,"3D设计虚拟仿真软件,农产品加工重点学科平台建设项目",410000.0,安徽科技学院,学校,黄**-0550-6733690,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645",安徽利兴仪器科技有限公司,,410000.0,2021-12-10,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/314650131/b2
中标,中标结果,某单位某型车辆虚拟仿真课程中标公告,,2021-JL07-F1406,车辆虚拟仿真课程,750000.0,某单位,其他,"张**-18110210750,张**-0552-2986631",公诚管理咨询有限公司,"于**-18018077980,顾**-18757276095,黄**-13022565577",辽宁向日葵教育科技有限公司,,750000.0,2021-12-06,安徽,蚌埠,,,,https://www.zhiliaobiaoxun.com/content/313006745/b2
中标,中标结果,阜阳幼儿师范高等专科学校虚拟仿真实训室建设项目竞争性磋商公告,,FY2021JC1463,虚拟仿真实训室建设项目,800000.0,阜阳幼儿师范高等专科学校,学校,柳**-15551383390,中科经纬工程技术有限公司,丁*-13855801151,,,,2021-12-06,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/314293481/b2
中标,中标结果,2016年铜陵学院土木工程虚拟仿真实验室硬件设备(第二次）项目成交（中标）结果公告,,2016-CG-H-149-3,虚拟仿真实验室硬件设备,339180.0,铜陵学院,学校,胡*-13866858818,铜陵市公共资源交易中心,罗*-0562-2189158,合肥宏基电子有限公司,,339180.0,2021-12-06,安徽,铜陵,,,,https://www.zhiliaobiaoxun.com/content/314555682/b2
中标,中标结果,来安县教育体育局云网络教室及虚拟仿真实验室软件采购及安装采购项目中标公示,,LACG-20170095,云网络教室及虚拟仿真实验室软件采购及安装,1276496.0,来安县教育体育局,政府及事业单位,李*-0550-5635905,安徽佳诚工程咨询有限公司,王*-0550-3030626,滁州市新华书店有限公司,,1276496.0,2021-12-06,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/314310325/b2
中标,中标结果,合肥学院2021年重点专业建设,,2021BFAHZ02725,"开放式虚拟仿真教学及资源共享平台,重点专业建设及安装,二手房交易价格评估与测度虚拟仿真平台,化工虚拟仿真实训平台,现代物流与供应链工程实训中心",3948050.0,合肥学院,学校,采购人-0551-62158096,安徽省政府采购中心,"李*-0551-66223646,李*-0551-66223645",全球商务运营综合实验中心,,3948050.0,2021-12-06,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/314510044/b2
中标,合同,安庆职业技术学院粮农食品安全评价实训室设备采购合同公告合同公告,,CG-AQ-2021-452AQZB-2021-0773,"虚拟仿真教学服务系统,实训室设备",457000.0,安庆职业技术学院,学校,余**-0556-5283045,,,合肥市轨道交通研究院有限公司,中标人-13739266092,457000.0,2021-12-03,安徽,安庆,,,,https://www.zhiliaobiaoxun.com/content/339561926/b2
中标,中标结果,阜阳师范大学人体3D运动解剖虚拟仿真大屏教学系统采购项目成交结果公告,,AHZCZB（2021）177,人体3D运动解剖虚拟仿真大屏教学系统,156800.0,阜阳师范大学,学校,采购人-0558-6687999,安徽正诚项目管理有限公司,"李*-18555081992,李*-18505582060",西安凌坤电子科技有限公司,,156800.0,2021-12-02,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/294459102/b2
中标,中标结果,安庆师范大学教务处虚拟仿真实验教学及资源共享平台采购项目中标公示（AQSD2021-083（HH））,,AQSD2021-083（HH）,虚拟仿真实验教学及资源共享平台,389000.0,安庆师范大学教务处,政府及事业单位,,安徽恒华工程咨询有限公司,林*-0556-5671320,北京润尼尔网络科技有限公司,,389000.0,2021-11-30,安徽,安庆,,,,https://www.zhiliaobiaoxun.com/content/294510849/b2
中标,中标结果,阜阳幼儿师范高等专科学校虚拟仿真思政课体验教学中心二期项目,,FY2021JC1353,虚拟仿真思政课体验教学中心二期项目,1964105.0,阜阳幼儿师范高等专科学校,学校,柳**-15551383390,,,中移系统集成有限公司,曹*-0311-80998630,1964105.0,2021-11-30,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/339534773/b2
中标,中标候选人,安徽交通职业技术学院二等水准测量虚拟仿真实验教学项目中标候选人公示[院询第202104号],,,水准测量虚拟仿真实验教学项目,28800.0,安徽交通职业技术学院,学校,,,,合肥中纬海云信息技术有限公司,,28800.0,2021-11-27,安徽,,,,,https://www.zhiliaobiaoxun.com/content/310637741/b2
中标,中标结果,合肥师范学院中小学理化生虚拟仿真实验室设备采购,,2021BFAHZ02660,"理化生虚拟仿真实验室设备,智慧黑板",600000.0,合肥师范学院,学校,吴**-0551-63676005,"安徽合肥公共资源交易中心,安徽省政府采购中心","王**-0551-66223781,丁**-0551-66223922,李*-0551-66223646,李*-0551-66223645",安徽合华信息科技有限公司,,599800.0,2021-11-26,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/314510417/b2
中标,中标结果,安庆师范大学计算机与信息学院计算机组成原理虚拟仿真实验系统采购项目成交公示（AQSD2021-080(HH））,,AQSD2021-080（HH）,计算机组成原理虚拟仿真实验系统,173000.0,安庆师范大学计算机与信息学院,学校,,安徽恒华工程咨询有限公司,林*-0556-5671320,北京润尼尔网络科技有限公司,,173000.0,2021-11-23,安徽,安庆,,,,https://www.zhiliaobiaoxun.com/content/294644742/b2
中标,中标结果,安徽科技学院农产品加工重点学科平台建设,,2021BFAHZ02614,"3D设计虚拟仿真软件,水分透过率测定仪,农产品加工重点学科平台建设项目",0.0,安徽科技学院,学校,黄**-0550-6733690,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645","安徽门捷科技发展有限公司
安徽利兴仪器科技有限公司",,"1196000.0
410000.0",2021-11-19,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/315141846/b2
中标,中标结果,安徽医科大学第一附属医院教学模拟人、升降门脉真空灭菌器等医疗设备采购项目中标结果公告,,2021HY-C651018,"胸腹部检查虚拟仿真训系统,教学模拟人,升降门脉动真空灭菌器,医疗设备,升降门脉真空灭菌器,学生机",0.0,安徽医科大学第一附属医院,医院,,安徽寰亚国际招标有限公司,,"营口巨成教学科技开发有限公司
安徽哲湛医学科技有限公司
安徽勤厚医疗科技有限公司",,"0.0
0.0
0.0",2021-11-17,安徽,,,,,https://www.zhiliaobiaoxun.com/content/292303019/b2
中标,合同,芜湖职业技术学院材料工程学院锂电池虚拟仿真资源建设项目合同备案,,WH01CG2021HW2912,"锂电池虚拟仿真资源建设项目,基础理论微课",488700.0,芜湖职业技术学院,学校,采购人-0553-5775826,,,安徽迅视信息技术有限公司,中标人-0553-2868816,488700.0,2021-11-16,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/339527148/b2
中标,合同,蚌埠工艺美术学校虚拟仿真实训基地项目第二包合同公告BB2021ZFCGZ2472-重1,,BB2021ZFCGZ247,"虚拟仿真实训基地设备,虚拟仿真实训基地项目,混合现实全息教学资源开发平台",178000.0,蚌埠工艺美术学校,学校,王**-18955201301,,,上海耘耕文化发展有限公司,中标人-15900982788,178000.0,2021-11-15,安徽,蚌埠,,,,https://www.zhiliaobiaoxun.com/content/322645687/b2
中标,中标结果,安徽交通职业技术学院汽机系智能汽车与工程机械虚拟仿真实训基地采购柜式空调2台,,JCSC2021-02409,"柜式空调,空调机",12000.0,安徽交通职业技术学院,学校,采购人-63428335,,,安徽中天制冷空调工程有限公司,中标人-0551-62589171,12000.0,2021-11-15,安徽,,,,,https://www.zhiliaobiaoxun.com/content/339524694/b2
中标,中标结果,安徽交通职业技术学院汽机系智能汽车与工程机械虚拟仿真实训基地采购台式电脑1台,,JCSC2021-02408,"台式计算机,台式电脑",4000.0,安徽交通职业技术学院,学校,采购人-63428335,,,合肥爱普森电脑有限责任公司,中标人-0551-62819852,4000.0,2021-11-15,安徽,,,,,https://www.zhiliaobiaoxun.com/content/327528743/b2
中标,中标结果,滁州城市职业学院学前教育专业虚拟仿真课件项目 中标公示,,,虚拟仿真课件项目,115000.0,滁州城市职业学院,学校,采购人-0550-3566200,安徽金诚造价师事务所有限公司,郝**-18055011520,滁州呈禾科技有限公司,,115000.0,2021-11-12,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/308383469/b2
中标,中标结果,阜阳幼儿师范高等专科学校学前教育专业虚拟仿真实训室建设项目成交结果公告,,FY2021JC1400,虚拟仿真实训室建设项目,756800.0,阜阳幼儿师范高等专科学校,学校,采购人-18055882298,安徽金阳造价咨询有限公司,"张**-13635583255,杨**-0558-2238259",南京亨鑫仁教学设备有限公司,,756800.0,2021-11-12,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/294802921/b2
中标,中标结果,食品与环境工程学院农产品质量安全检测大赛软件采购项目单一来源方式采购的公示,,,"气相色谱仪虚拟仿真软件,气相三维虚拟仿真软件,气相色谱虚拟仿真软件,农产品质量安全检测大赛软件",0.0,滁州职业技术学院,学校,杨**-0550-3854646,安徽立地工程咨询有限公司,"代理联系人-18255053202,全**-0550-3831128","北京欧倍尔软件技术开发有限公司
北京欧倍尔软件公司",,"0.0
0.0",2021-11-08,安徽,滁州,,,,https://www.zhiliaobiaoxun.com/content/307844837/b2
中标,合同,城建学院装配式建筑虚拟仿真实训考核系统设备采购采购合同,,LACGXHT2021-003405,装配式建筑虚拟仿真实训考核系统设备,1049800.0,六安职业技术学院,学校,采购人-0564-3711310,,,安徽三元众成信息科技有限公司,中标人-18156985285,1049800.0,2021-11-02,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/339520760/b2
中标,中标结果,芜湖职业技术学院材料工程学院锂电池虚拟仿真资源建设项目中标结果公告,,WH01CG2021HW2912,"锂电池虚拟仿真资源建设项目,基础理论微课",488700.0,芜湖职业技术学院,学校,采购人-0553-5775826,安徽省永光工程项目管理有限公司,许**-13395551056,安徽迅视信息技术有限公司,,488700.0,2021-10-28,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/327572525/b2
中标,合同,安徽医科大学国家级实验教学示范中心建设（基础医学、临床、临床医学和虚拟仿真）第2包项目合同,,ZF2021-05-0505,"虚拟仿真,专用仪器仪表,国家级实验教学示范中心建设,基础医学临床临床医学",1375000.0,安徽医科大学,学校,采购人-0551-65167852,,,合肥骓驷医学科技有限公司,中标人-13856954047,1375000.0,2021-10-26,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339540290/b2
中标,中标结果,皖西卫生职业学院虚拟仿真实验教学平台项目成交结果公告,,FZ-20211011,虚拟仿真实验教学平台项目,492000.0,皖西卫生职业学院,学校,采购人-0564-3380801,安徽方正工程咨询有限公司,代理联系人-0564-3383801,成都泰盟软件有限公司,,492000.0,2021-10-20,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/339508687/b2
