公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接
中标,合同,虚拟仿真项目的合同公告,,WMU-2021950,"虚拟仿真项目,分子机制虚拟仿真综合实验",194500.0,温州医科大学,学校,王**-0577-86699052,,,成都泰盟软件有限公司,中标人-028-86381158,194500.0,2022-01-18,浙江,温州,,,,https://www.zhiliaobiaoxun.com/content/363204508/b2
中标,合同,虚拟仿真项目的合同公告,,WMU-2021950,"虚拟仿真项目,虚拟仿真实验,缺血缺氧性脑病神经修复机制研究",194500.0,温州医科大学,学校,王**-0577-86699052,,,成都泰盟软件有限公司,中标人-028-86381158,194500.0,2022-01-18,浙江,温州,,,,https://www.zhiliaobiaoxun.com/content/363204752/b2
中标,合同,虚拟仿真项目的合同,,,虚拟仿真项目,0.0,,其他,,,,,,,2022-01-18,浙江,,,,,https://www.zhiliaobiaoxun.com/content/326868290/b2
中标,合同,浙江中医药大学人文学院与医技学院虚拟仿真教学软件的合同公告,,QSZB-Z（F）-C20137（CS）,"虚拟仿真教学软件,虚拟仿真实验教学",149600.0,浙江中医药大学,学校,袁**-0571-86633302,,,北京弘毅重远科技有限公司,中标人-010-89358411,149600.0,2022-01-18,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/326836389/b2
中标,中标结果,浙江省国际技术设备招标有限公司关于浙江工业大学企业网构建与故障排除虚拟仿真实验平台等项目运维和托管服务（重新采购）项目的成交结果公告,,0625--21217E84,企业网构建与故障排除虚拟仿真实验平台等项目运维和托管服务,0.0,浙江工业大学,学校,刘**-13738110975,浙江省国际技术设备招标有限公司,杨*-0571-85860255,"杭州方胜软件有限公司
杭州道维森科技有限公司",,"164400.0
0.0",2022-01-18,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/326906054/b2
中标,合同,浙江工业大学体育运动中意外伤害现场急救处理虚拟仿真项目的合同公告,,ZJGDZC-2021-025-2,"意外伤害现场急救处理虚拟仿真项目,体育运动中意外伤害现场急救处理虚拟仿真",138000.0,浙江工业大学,学校,采购人-13858050807,,,上海形拓科技有限公司,中标人-17721403873,138000.0,2022-01-17,浙江,,,,,https://www.zhiliaobiaoxun.com/content/326806890/b2
中标,合同,浙江工业大学体育运动中意外伤害现场急救处理虚拟仿真项目的合同,,,意外伤害现场急救处理虚拟仿真项目,0.0,浙江工业大学,学校,,,,,,,2022-01-17,浙江,,,,,https://www.zhiliaobiaoxun.com/content/259462951/b2
中标,合同,浙江工业大学体育运动中意外伤害现场急救处理虚拟仿真项目的合同公告,,ZJGDZC-2021-025-2,体育运动中意外伤害现场急救处理虚拟仿真项目,138000.0,浙江工业大学,学校,采购人-13858050807,,,上海形拓科技有限公司,中标人-17721403873,138000.0,2022-01-17,浙江,,,,,https://www.zhiliaobiaoxun.com/content/363206067/b2
中标,合同,台州职业技术学院模具虚拟仿真综合实训室软件采购项目的合同公告,,ZJWS2020-TZZY08,"模具虚拟仿真综合实训室软件,虚拟注塑机,仿真软件配套教学资源,三坐标认知虚拟仿真软件,模具虚拟装调车间,塑料模具设计课程资源,塑料模具拆装课程资源,塑料模具的加工装配全过程视频,模具二维和三维图,塑料模具的零件加工工艺卡,装配工艺卡",199000.0,台州职业技术学院,学校,何**-0576-88665117,,,杭州浙大旭日科技开发有限公司,中标人-0571-86691088,0.0,2022-01-14,浙江,台州,,,,https://www.zhiliaobiaoxun.com/content/303483061/b2
中标,中标结果,浙江乐诚工程咨询有限公司关于温州医科大学虚拟仿真系统、报表工具等5项的成交结果公告,,WMU-2021964,"草乌煮制祛毒虚拟仿真实验,报表工具,药用植物学野外采药虚拟仿真系统,虚拟仿真综合实验",0.0,温州医科大学,学校,王**-0577-86689891,浙江乐诚工程咨询有限公司,"徐**-0577-86596032,计**-0571-86722276","北京润尼尔网络科技有限公司
重庆华教科技有限公司
帆软软件有限公司
河南鼎信实业有限公司",,"99000.0
176000.0
158000.0
259000.0",2022-01-13,浙江,温州,,,,https://www.zhiliaobiaoxun.com/content/325451137/b2
中标,合同,浙江工业大学城乡人居空间规划设计虚拟仿真实验（二期）的合同公告,,ZJGDZC-2021-024-3,城乡人居空间规划设计虚拟仿真实验,98000.0,浙江工业大学,学校,采购人-13588116657,,,光辉城市（重庆）科技有限公司,中标人-18896042340,98000.0,2022-01-12,浙江,,,,,https://www.zhiliaobiaoxun.com/content/363206204/b2
中标,合同,浙江工业大学城乡人居空间规划设计虚拟仿真实验（一期）的合同公告,,ZJGDZC-2021-024-2,城乡人居空间规划设计虚拟仿真实验,148000.0,浙江工业大学,学校,采购人-13588116657,,,光辉城市（重庆）科技有限公司,中标人-18896042340,148000.0,2022-01-12,浙江,,,,,https://www.zhiliaobiaoxun.com/content/325239124/b2
中标,验收公告,杭州市文澜实验中学创新实验室建设项目履约验收公告,,GSJY-2021-02,"虚拟仿真化学实验教学辅助系统,通风系统,实验室建设项目,教师演示讲台,学生智慧实验桌,教学及考务管理系统,环境建设",0.0,杭州市文澜实验中学,学校,采购人-18057105719,,,上海锡鼎实业有限公司,中标人-021-52231891,0.0,2022-01-12,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/314365053/b2
中标,合同,浙江工业大学跨境电子商务出口物流虚拟仿真实验平台项目的合同公告,,0625-21217D66,跨境电子商务出口物流虚拟仿真实验平台项目,358000.0,浙江工业大学,学校,顾**-13757108668,,,北京百朋索奇科技有限公司,中标人-15652080006,358000.0,2022-01-11,浙江,,,,,https://www.zhiliaobiaoxun.com/content/323615356/b2
中标,合同,虚拟仿真项目建设的合同公告,,WMU-2021951,"虚拟仿真项目建设,宫颈癌筛查虚拟仿真实验",199800.0,温州医科大学,学校,王**-0577-86699052,,,南京莱医特电子科技有限公司,中标人-025-86529811,199800.0,2022-01-10,浙江,温州,,,,https://www.zhiliaobiaoxun.com/content/323433601/b2
中标,合同,信息与电子工程学院虚拟仿真项目的合同,,,虚拟仿真项目,0.0,信息与电子工程学院,学校,,,,,,,2022-01-10,浙江,,,,,https://www.zhiliaobiaoxun.com/content/323532825/b2
中标,合同,虚拟仿真项目建设的合同,,,虚拟仿真项目,0.0,,其他,,,,,,,2022-01-10,浙江,,,,,https://www.zhiliaobiaoxun.com/content/323433653/b2
中标,合同,关于产科三维虚拟仿真系统V1.0(产后出血)和产科三维虚拟仿真系统V1.0 (肩难产)的反向竞价合同公告[浙江中医药大学],,2021051210142563,"三维虚拟仿真系统,虚拟仿真系统V10",0.0,浙江中医药大学,学校,施**-18858161397,,,上海域圆信息科技有限公司,,0.0,2022-01-10,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/314335115/b2
中标,合同,浙江中医药大学关于产科三维虚拟仿真系统V1.0(产后出血)和产科三维虚拟仿真系统V1.0 (肩难产)的反向竞价合同公告,,2021051210142563,产科三维虚拟仿真系统V10,0.0,浙江中医药大学,学校,施**-18858161397,,,上海域圆信息科技有限公司,,0.0,2022-01-10,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/363213035/b2
中标,合同,混凝土结构震害特点识别及概念设计原理虚拟仿真实验教学项目的合同,,,混凝土结构震害特点识别及概念设计原理虚拟仿真实验教学项目,0.0,,其他,,,,,,,2022-01-10,浙江,,,,,https://www.zhiliaobiaoxun.com/content/323532824/b2
中标,合同,混凝土结构震害特点识别及概念设计原理虚拟仿真实验教学项目的合同公告,,QSZB-Z（H）-B21455（CS）,混凝土结构震害特点识别及概念设计原理虚拟仿真实验教学项目,149500.0,浙江科技学院,学校,田**-0571-85070189,,,广东一晨科技有限公司,中标人-13532621775,149500.0,2022-01-10,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/323531750/b2
中标,合同,信息与电子工程学院虚拟仿真项目的合同公告,,QSZB-Z（H）-B21463（CS）,信息与电子工程学院虚拟仿真项目,149000.0,浙江科技学院,学校,田**-0571-85070189,,,北京润尼尔网络科技有限公司,中标人-13261231198,149000.0,2022-01-10,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/323531758/b2
中标,中标结果,浙江工业大学关于浙江工业大学体育运动中意外伤害现场急救处理虚拟仿真项目的中标(成交)结果公告,,ZJGDZC-2021-025-2,"意外伤害现场急救处理虚拟仿真项目,体育运动中意外伤害现场急救处理虚拟仿真",138000.0,浙江工业大学,学校,"采购人-13858050807,采购人-0571-88320563",,,上海形拓科技有限公司,,138000.0,2022-01-10,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/323450704/b2
中标,中标结果,浙江工业大学关于浙江工业大学阿卡波糖工业化发酵生产及其车间设计的3D虚拟仿真软件项目二期项目的中标(成交)结果公告,,ZJGDZC-2021-025-1,3D虚拟仿真软件项目,98000.0,浙江工业大学,学校,"采购人-0571-88320563,采购人-13588126598",,,上海逸景网络科技有限公司,,98000.0,2022-01-10,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/323450711/b2
中标,合同,浙江师范大学光催化二氧化碳还原虚拟仿真实验建设项目的合同公告,,ZB2021056（a）,光催化二氧化碳还原虚拟仿真实验建设项目,80000.0,浙江师范大学,学校,盛**-0579-82283040,,,浙江酷也文化传播有限公司,中标人-13967470376,80000.0,2022-01-08,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/323311914/b2
中标,合同,杭州师范大学Au/TiO2复合催化剂的制备及其催化活性测试虚拟仿真软件、真空干燥箱采购项目的合同（20210250）公告,,HZNU-2021168-01,"AuTiO2复合催化剂的制备及其催化活性测试虚拟仿真软件,真空干燥箱",190000.0,杭州师范大学,学校,李**-0571-28866181,,,北京欧倍尔软件技术开发有限公司,中标人-15662765531,190000.0,2022-01-07,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/322611021/b2
中标,中标结果,关于浙江中医药大学《麻黄平喘的药效及机制研究虚拟仿真实验》项目的中标(成交)结果公告[浙江国际招(投)标公司],,ZJ-2163123-1,《麻黄平喘的药效及机制研究虚拟仿真实验》项目,180000.0,浙江中医药大学,学校,姚**-0571-61768140,浙江国际招（投）标公司,董**-0571-81061818,杭州易木宏达网络工程有限公司,,180000.0,2022-01-04,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/363178083/b2
中标,中标结果,关于浙江中医药大学药学院伊马替尼靶向BCR-ABL抗慢性髓性白血病作用的研究虚拟仿真实验建设的中标(成交)结果公告[浙江国际招(投)标公司],,ZJ-2163123-3,伊马替尼靶向BCR-ABL抗慢性髓性白血病作用的研究虚拟仿真实验建设,0.0,浙江中医药大学,学校,赵**-0571-61768133,浙江国际招（投）标公司,董**-0571-81061818,"北京微瑞集智科技有限公司
北京宏远长丰科技有限公司
广东一晨科技有限公司
南京卓尚智能科技有限公司
北京一众延泰科技有限公司",,"100000.0
0.0
0.0
0.0
0.0",2022-01-04,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/362251458/b2
中标,中标结果,浙江求是招标代理有限公司关于浙江科技学院信息与电子工程学院虚拟仿真项目的成...,,QSZB-Z（H）-B21463（CS）,虚拟仿真项目,149000.0,浙江科技学院,学校,宋**-15268136579,浙江求是招标代理有限公司,陈**-0571-87670301,北京润尼尔网络科技有限公司,,149000.0,2022-01-03,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/321900997/b2
中标,中标结果,浙江求是招标代理有限公司关于浙江科技学院混凝土结构震害特点识别及概念设计原...,,QSZB-Z（H）-B21455（CS）,混凝土结构震害特点识别及概念设计原理虚拟仿真实验教学项目,0.0,浙江科技学院,学校,姜**-13588115476,浙江求是招标代理有限公司,陈**-0571-87670301,"北京宏远长丰科技有限公司
广东一晨科技有限公司
北京一众延泰科技有限公司",,"0.0
149500.0
0.0",2022-01-03,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/321900999/b2
中标,合同,浙江师范大学微波消解-ICP-AES法同时测定火腿中多种元素虚拟仿真实验项目项目的合同公告,,ZB2021055,微波消解-ICP-AES法同时测定火腿中多种元素虚拟仿真实验项目,100000.0,浙江师范大学,学校,盛**-0579-82283040,,,北京微瑞集智科技有限公司,中标人-15110149836,100000.0,2022-01-02,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/321896414/b2
中标,中标结果,无人机航拍摄影虚拟仿真实验,,CB103372021000136,无人机航拍摄影虚拟仿真实验,50000.0,浙江工业大学,学校,,,,杭州一高科技开发有限公司,,50000.0,2021-12-31,浙江,,,,,https://www.zhiliaobiaoxun.com/content/258725867/b2
中标,中标结果,关于浙江科技学院混凝土结构震害特点识别及概念设计原理虚拟仿真实验教学项目的成交结果公告[浙江求是招标代理有限公司],,QSZB-Z（H）-B21455（CS）,混凝土结构震害特点识别及概念设计原理虚拟仿真实验教学项目,0.0,浙江科技学院,学校,姜**-13588115476,浙江求是招标代理有限公司,陈**-0571-87670301,"北京宏远长丰科技有限公司
广东一晨科技有限公司",,"0.0
149500.0",2021-12-31,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/363182851/b2
中标,中标结果,磋（21-04）等三个项目招标结果公告,,,"虚拟仿真实验教学软件,校园建设工程监理服务,校园建设工程设计服务",0.0,华越设计集团,其他,,浙江万里学院采购中心,,"杭州博古科技有限公司
建设工程监理有限公司
市建筑设计研究院有限公司",,"0.0
0.0
0.0",2021-12-30,浙江,,,,,https://www.zhiliaobiaoxun.com/content/321602381/b2
中标,中标结果,浙江师范大学关于光催化二氧化碳还原虚拟仿真实验建设项目中标公示,,ZB2021056（a）,光催化二氧化碳还原虚拟仿真实验建设项目,80000.0,浙江师范大学,学校,"盛**-0579-82283040,柏**-18758926463",,,浙江酷也文化传播有限公司,,80000.0,2021-12-29,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/337867483/b2
中标,中标结果,嘉兴学院关于转杯色纺纱工艺设计与打样虚拟仿真实验采购项目的中标（成交）结果公告,,嘉院采单2021 20号,转杯色纺纱工艺设计与打样虚拟仿真实验,147000.0,嘉兴学院,学校,易**-0573-83640857,,,上海形拓科技有限公司,,147000.0,2021-12-28,浙江,嘉兴,,,,https://www.zhiliaobiaoxun.com/content/295604519/b2
中标,中标结果,嘉兴学院关于转杯色纺纱工艺设计与打样虚拟仿真实验采购项目的单一来源采购公告,,嘉院采单202120号,"虚拟仿真实验开发,申报视频制作,转杯色纺纱工艺设计与打样虚拟仿真实验,申报网站设计",0.0,嘉兴学院,学校,,,,上海形拓科技有限公司,,0.0,2021-12-27,浙江,嘉兴,,,,https://www.zhiliaobiaoxun.com/content/309724307/b2
中标,中标结果,德威工程管理咨询有限公司关于余姚市浙江大学机器人研究中心工业机器人应用示范培训基地仪器设备采购项目的中标(成交)结果公告,,DWYH-21-1116T,"工业机器人虚拟仿真工作台,工业机器人应用示范培训基地仪器设备,六轴工业机器人实训工作站",702300.0,余姚市浙江大学机器人研究中心,政府及事业单位,朱**-0574-62550816,德威工程管理咨询有限公司,黄**-15958211096,浙江恒锐机器人技术有限公司,,702300.0,2021-12-27,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/330140547/b2
中标,合同,虚拟仿真项目建设的合同,,,虚拟仿真项目,0.0,,其他,,,,,,,2021-12-24,浙江,,,,,https://www.zhiliaobiaoxun.com/content/320535822/b2
中标,合同,虚拟仿真项目建设的合同公告,,WMU-2021951,"虚拟仿真项目建设,急性呼吸衰竭虚拟仿真",198000.0,温州医科大学,学校,王**-0577-86699052,,,上海梦之路数字科技有限公司,中标人-021-38953200,198000.0,2021-12-24,浙江,温州,,,,https://www.zhiliaobiaoxun.com/content/320535350/b2
中标,合同,浙江工业职业技术学院建筑工程虚拟仿真实训室设备采购项目C的合同公告,,2021-09-0097,虚拟仿真实训室设备,1445800.0,浙江工业职业技术学院,学校,陆**-0575-88009152,,,浙江柏桔科技有限公司,中标人-13819177411,1445800.0,2021-12-24,浙江,绍兴,,,,https://www.zhiliaobiaoxun.com/content/320502392/b2
中标,中标结果,中标(成交)结果公告-WMU-2021950 虚拟仿真项目,,WMU-2021950,"虚拟仿真项目,咬合重建虚拟仿真实训系统,急性心肌梗死基础与临床虚拟仿真实验,分子机制虚拟仿真综合实验,冠心病猝死法医学鉴定虚拟仿真实验",0.0,温州医科大学,学校,王**-0577-86689891,温州医科大学浙江乐诚工程咨询有限公司,计**-0577-86596032,"成都泰盟软件有限公司
芜湖仁沣信息科技有限责任公司",,"194500.0
268000.0",2021-12-23,浙江,温州,,,,https://www.zhiliaobiaoxun.com/content/320495564/b2
中标,中标结果,浙江乐诚工程咨询有限公司关于温州医科大学虚拟仿真项目的中标(成交)结果公告,,,虚拟仿真项目,0.0,温州医科大学,学校,,浙江乐诚工程咨询有限公司,,,,,2021-12-23,浙江,温州,,,,https://www.zhiliaobiaoxun.com/content/339805360/b2
中标,中标结果,浙江省国际技术设备招标有限公司关于浙江工业大学跨境电子商务出口物流虚拟仿真实验平台项目的中标结果公告,,0625-21217D66,跨境电子商务出口物流虚拟仿真实验平台项目,358000.0,浙江工业大学,学校,顾**-13757108668,浙江省国际技术设备招标有限公司,杨*-0571-85860255,北京百朋索奇科技有限公司,,358000.0,2021-12-23,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/363184056/b2
中标,中标结果,浙江省国际技术设备招标有限公司关于浙江工业大学跨境电子商务出口物流虚拟仿真实验平台项目的中标结果公告,,0625-21217D66,跨境电子商务出口物流虚拟仿真实验平台项目,0.0,浙江工业大学,学校,顾**-13757108668,浙江省国际技术设备招标有限公司,杨*-0571-85860255,"北京百朋索奇科技有限公司
浙江德伦教育科技有限公司",,"358000.0
0.0",2021-12-23,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/320377142/b2
中标,合同,老旧小区微更新虚拟仿真项目的合同公告,,ZJCT8-KJXY202119,虚拟仿真项目,85000.0,浙江科技学院,学校,黄**-15168291836,,,南京斯维尔信息科技有限公司,中标人-15651038693,85000.0,2021-12-17,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/318431799/b2
中标,合同,老旧小区微更新虚拟仿真项目的合同,,,虚拟仿真项目,0.0,,其他,,,,,,,2021-12-17,浙江,,,,,https://www.zhiliaobiaoxun.com/content/318397175/b2
中标,合同,沉浸式视觉设计虚拟仿真软件采购项目的合同公告,,ZJCT8-KJXY202121,沉浸式视觉设计虚拟仿真软件,149400.0,浙江科技学院,学校,田**-0571-85070189,,,杭州浙大旭日科技开发有限公司,中标人-0571-86691088,149400.0,2021-12-17,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/318429913/b2
中标,合同,经管学院一般产品设计优化与库存管理虚拟仿真实验教学软件采购项目的合同,,,一般产品设计优化与库存管理虚拟仿真实验教学软件,0.0,经管学院,学校,,,,,,,2021-12-17,浙江,,,,,https://www.zhiliaobiaoxun.com/content/318400649/b2
中标,合同,经管学院一般产品设计优化与库存管理虚拟仿真实验教学软件采购项目的合同公告,,ZJCT8-KJXY202122,一般产品设计优化与库存管理虚拟仿真实验教学软件,149500.0,浙江科技学院,学校,田**-0571-85070189,,,江苏一鼎堂软件科技有限公司,中标人-18667122369,149500.0,2021-12-17,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/318431461/b2
中标,中标结果,浙江省国际技术设备招标有限公司关于北京航空航天大学杭州创新研究院（余杭）整机多能流虚拟仿真可视化模块的中标结果公告,,0625-21108881,整机多能流虚拟仿真可视化模块,1400000.0,北京航空航天大学杭州创新研究院,政府及事业单位,孙**-15901044299,浙江省国际技术设备招标有限公司,赵**-0571-85860825,洛阳科工机械装备有限公司,,1400000.0,2021-12-17,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/318137967/b2
中标,中标结果,浙江豪圣建设项目管理有限公司关于Au/TiO2复合催化剂的制备及其催化活性测试虚拟仿真软件、真空干燥箱采购项目的中标(成交)结果公告,,HZNU-2021168-01,"AuTiO2复合催化剂的制备及其催化活性测试虚拟仿真软件,真空干燥箱",190000.0,杭州师范大学,学校,王**-0571-28861572,浙江豪圣建设项目管理有限公司,曹**-0571-87981527,北京欧倍尔软件技术开发有限公司,,190000.0,2021-12-17,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/318088880/b2
中标,中标结果,浙江求是招标代理有限公司关于浙江工商大学电商小件商品仓储优化与分拣决策虚拟仿真实验平台的成交结果公告,,QSZB-F（H）-H21333（DY）,电商小件商品仓储优化与分拣决策虚拟仿真实验平台,235000.0,浙江工商大学,学校,蒋**-0571-28008297,浙江求是招标代理有限公司,李*-0571-87666115,上海形拓科技有限公司,,235000.0,2021-12-16,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/317817383/b2
中标,中标结果,"宁波第二技师学院国家虚拟仿真基地实训室一室内装修项目的成交公告"">宁波第二技师学院国家虚拟仿真基地实训室一室内装修项目的成交公告",,ZJZC-213274-C,室内装修项目,204000.0,宁波第二技师学院,学校,杜**-0574-87459959,浙江中创招投标有限公司,代理联系人-0574-87179087,浙江富华建筑装饰有限公司,,204000.0,2021-12-16,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/320271508/b2
中标,合同,浙江树人大学虚拟仿真实验教学软件（三）项目的合同公告,,QSZB-Z（H）-B21419（CS）,"数据挖掘与可视化虚拟仿真实验教学软件,智慧居家养老数据分析与预警虚拟仿真实验教学软件,基于大数据的知识型社群营销管理虚拟仿真实验教学软件",890000.0,浙江树人大学,学校,采购人-0571-88297206,,,上海形拓科技有限公司,中标人-17721403873,890000.0,2021-12-15,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/316133565/b2
中标,合同,关于宁波第二技师学院虚拟仿真实验室空调采购的协议供货采购合同公告[宁波第二技师学院],,42021121475648461,"虚拟仿真实验室空调,风管机铜管",0.0,宁波第二技师学院,学校,阎**-13645747572,,,宁波凯能环境工程设备有限公司,,0.0,2021-12-15,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/363238034/b2
中标,合同,关于宁波第二技师学院虚拟仿真实验室空调采购的协议供货采购合同公告[宁波第二技师学院],,42021121442282979,"虚拟仿真实验室空调,风管机铜管",7870.0,宁波第二技师学院,学校,阎**-13645747572,,,宁波凯能环境工程设备有限公司,,7870.0,2021-12-15,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/362304468/b2
中标,合同,浙江树人大学虚拟仿真实验教学软件（一）项目的合同公告,,QSZB-Z（H）-B21417（CS）,"微环境模拟联动及规律认知虚拟仿真实验教学软件,化学实验室安全教育及事故应急处理虚拟仿真实验教学软件,食品中外源化学物的遗传性评价虚拟仿真实验教学软件",745000.0,浙江树人大学,学校,采购人-0571-88297206,,,北京象新力科技有限公司,中标人-13811282001,745000.0,2021-12-15,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/316162680/b2
中标,合同,浙江树人大学虚拟仿真实验教学软件（二）项目的合同公告,,QSZB-Z（H）-B21418（CS）,"急性冠脉综合征急救与康复护理虚拟仿真实验教学软件,新生儿呼吸窘迫综合征的基础-临床整合虚拟仿真实验教学软件,大学生体质测试与干预式训练虚拟仿真实验教学软件",797000.0,浙江树人大学,学校,采购人-0571-88297206,,,上海梦之路数字科技有限公司,中标人-021-38953200,797000.0,2021-12-15,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/316162684/b2
中标,合同,关于宁波第二技师学院虚拟仿真实验室空调采购的协议供货采购合同公告[宁波第二技师学院],,42021121442282979,"虚拟仿真实验室空调,风管机铜管",0.0,宁波第二技师学院,学校,阎**-13645747572,,,宁波凯能环境工程设备有限公司,,0.0,2021-12-15,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/363237959/b2
中标,合同,关于宁波第二技师学院虚拟仿真实验室空调采购的协议供货采购合同公告[宁波第二技师学院],,42021121475648461,"虚拟仿真实验室空调,风管机,铜管",5890.0,宁波第二技师学院,学校,阎**-13645747572,,,宁波凯能环境工程设备有限公司,,0.0,2021-12-15,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/316220624/b2
中标,中标结果,"宁波第二技师学院虚拟仿真基地装饰设计项目的采购结果公告"">宁波第二技师学院虚拟仿真基地装饰设计项目的采购结果公告",,NBMC-20213062,"虚拟仿真基地装饰设计,装饰设计项目",146500.0,宁波第二技师学院,学校,杜**-0574-87459959,宁波名诚招标代理有限公司,代理联系人-0574-87101260,元和装饰集团股份有限公司,,146500.0,2021-12-14,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/320286320/b2
中标,中标结果,人文学院中国古代经坊刻书虚拟仿真实验项目信息公示,,,刻书虚拟仿真实验项目,99500.0,杭州师范大学人文学院,学校,,,,杭州逢坪教育科技有限公司,,99500.0,2021-12-14,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/315574041/b2
中标,中标结果,人文学院中国城市历史变迁虚拟仿真实验项目信息公示,,,虚拟仿真实验项目,99650.0,杭州师范大学人文学院,学校,,,,杭州逢坪教育科技有限公司,,99650.0,2021-12-14,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/315573845/b2
中标,合同,虚拟仿真实验教学管理平台系统数据集成与对接项目的合同公告,,CTZB-2021110506,虚拟仿真实验教学管理平台系统数据集成与对接项目,184600.0,浙江传媒学院,学校,方*-15168468465,,,北京润尼尔网络科技有限公司,中标人-18610010223,184600.0,2021-12-14,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/315667030/b2
中标,合同,浙江警官职业学院智能安防设备安装与系统调试虚拟仿真实训室采购项目的合同公告,,ZJJG-OB20211021,智能安防设备安装与系统调试虚拟仿真实训室,789000.0,浙江警官职业学院,学校,采购人-0571-86918801,,,影育（上海）科技有限公司,中标人-15921111592,789000.0,2021-12-14,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/315583558/b2
中标,合同,虚拟仿真实验教学管理平台系统数据集成与对接项目的合同,,,虚拟仿真实验教学管理平台系统数据集成与对接项目,0.0,,其他,,,,,,,2021-12-14,浙江,,,,,https://www.zhiliaobiaoxun.com/content/315669325/b2
中标,中标结果,转杯色纺纱工艺设计与打样虚拟仿真实验项目单一来源采购公示,,,"转杯色纺纱工艺设计与打样虚拟仿真实验项目,《转杯色纺纱工艺设计与打样》虚拟仿真实验项目,虚拟实验室教学平台建设项目",160000.0,嘉兴学院,学校,李**-0573-83642117,,,上海形拓科技有限公司,,160000.0,2021-12-14,浙江,嘉兴,,,,https://www.zhiliaobiaoxun.com/content/295599693/b2
中标,合同,关于宁波第二技师学院虚拟仿真基地3DLED屏采购的在线询价合同公告[宁波第二技师学院],,32021120832423203,"线材配件,教师讲桌,交互一体机,视频拼接器,教师显示器,高速摄像机,无线耳麦,42U机柜,监视器,音响设备,交换机,被动式3DLED显示屏,3DLED屏,交互手柄套装",0.0,宁波第二技师学院,学校,阎**-13645747572,,,宁波优视福显示科技有限公司,,0.0,2021-12-14,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/316221638/b2
中标,合同,中国龙文化虚拟仿真实验的合同公告,,ZB2021054,虚拟仿真实验项目,213000.0,浙江师范大学,学校,唐**-0579-82282246,,,浙江酷也文化传播有限公司,中标人-13967470376,213000.0,2021-12-13,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/315429027/b2
中标,中标结果,事故应急指挥虚拟仿真实验（软件）,,CB103372021000132,事故应急指挥虚拟仿真实验软件,48900.0,浙江工业大学,学校,,,,杭州百子尖科技股份有限公司,,48900.0,2021-12-13,浙江,,,,,https://www.zhiliaobiaoxun.com/content/321350362/b2
中标,合同,中国龙文化虚拟仿真实验的合同,,,虚拟仿真实验,0.0,中国龙文化,其他,,,,,,,2021-12-13,浙江,,,,,https://www.zhiliaobiaoxun.com/content/315429373/b2
